Date  1.1.2010
time  01:09:03
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.133  0.128805  2239.61  64.8222  952.797  0.36  43.2  67  4.1776  100
0.181  0.128805  2225.71  61.996  1045.05  0.37  43.2  67  4.1776  100
0.23  0.257611  2378.48  63.0915  1076.42  0.34  43.2  67  4.1776  100
0.279  0.257611  2423.87  64.664  1037.24  0.33  43.2  67  4.1776  100
0.328  0.257611  2486.14  62.8918  1132.87  0.33  43.2  67  4.1776  100
0.377  0.386416  2216.31  65.5137  918.606  0.36  42.3  67  4.1776  100
0.425  0.386416  2275.7  63.8433  1003.19  0.35  42.3  67  4.1776  100
0.474  0.515221  2441.84  64.2631  1060.34  0.33  42.3  67  4.1776  100
0.523  0.515221  2324.76  63.4927  1037.57  0.35  42.3  67  4.1776  100
0.572  0.515221  2285.31  62.8483  1042.9  0.36  42.3  67  4.1776  100
0.621  0.644026  2230.28  63.9371  979.89  0.36  42.3  67  4.1776  100
0.669  0.644026  2215.11  64.6797  947.352  0.36  43.1  67  4.1776  100
0.718  0.772832  2320.18  61.1109  1120.92  0.36  43.1  67  4.1776  100
0.767  0.772832  2474.45  62.043  1160.05  0.33  43.1  67  4.1776  100
0.816  0.772832  2399.03  62.3512  1113.27  0.34  43.1  67  4.1776  100
0.864  0.901637  2344.79  63.3907  1050.24  0.35  43.1  67  4.1776  100
0.913  0.901637  2231.51  63.9601  979.626  0.36  43.1  67  4.1776  100
0.962  1.03044  2225.41  61.3567  1066.76  0.37  42.2  67  4.1776  100
1.011  1.03044  2425.4  64.2165  1054.98  0.33  42.2  67  4.1776  100
1.06  1.03044  2275.18  62.3595  1055.51  0.36  42.2  67  4.1776  100
1.108  1.15925  2291.77  62.4372  1060.45  0.36  42.2  67  4.1776  100
1.157  1.15925  2360.16  66.6606  935.042  0.33  42.2  67  4.1776  100
1.206  1.28805  2257.62  64.3388  977.661  0.36  42.2  67  4.1776  100
1.255  1.28805  2500.82  62.5662  1152.19  0.33  42.9  67  4.1776  100
1.304  1.28805  2416.92  64.0102  1059.12  0.33  42.9  67  4.1776  100
1.353  1.41686  2372.08  62.8496  1082.44  0.34  42.9  67  4.1776  100
1.401  1.41686  2414.33  65.3228  1008  0.33  42.9  67  4.1776  100
1.45  1.54566  2271.73  62.6471  1043.79  0.36  42.9  67  4.1776  100
1.499  1.54566  2449.11  63.4901  1093.17  0.33  42.9  67  4.1776  100
1.548  1.67447  2547.25  64.8383  1083.03  0.31  43  67  4.1776  100
1.596  1.67447  2229.69  63.8174  983.816  0.36  43  67  4.1776  100
1.645  1.67447  2217.39  61.1474  1070.02  0.37  43  67  4.1776  100
1.694  1.80327  2339.57  63.9275  1028.26  0.34  43  67  4.1776  100
1.743  1.80327  2230.33  61.5654  1061.99  0.37  43  67  4.1776  100
1.792  1.93208  2539.69  63.8408  1119.66  0.32  43  67  4.1776  100
1.84  1.93208  2487.55  66.7584  981.612  0.32  43  67  4.1776  100
1.889  2.06088  2222.32  61.3556  1065.32  0.37  42  67  4.1776  100
1.938  2.06088  2327.34  63.9934  1020.48  0.35  42  67  4.1776  100
1.987  2.06088  2354.53  64.1373  1027.09  0.34  42  67  4.1776  100
2.035  2.18969  2322.43  61.0913  1122.7  0.36  42  67  4.1776  100
2.084  2.18969  2526.24  65.2892  1056.06  0.32  42  67  4.1776  100
2.133  2.3185  2330.59  64.6779  996.807  0.34  42  67  4.1776  100
2.182  2.3185  2272.96  63.0833  1028.96  0.36  42.2  67  4.1776  100
2.231  2.3185  2232.67  63.3826  1000.31  0.36  42.2  67  4.1776  100
2.279  2.4473  2423.91  64.961  1025.88  0.33  42.2  67  4.1776  100
2.328  2.4473  2409.13  61.7836  1139.04  0.34  42.2  67  4.1776  100
2.377  2.57611  2227.64  63.6159  989.933  0.36  42.2  67  4.1776  100
2.426  2.57611  2213.82  61.0226  1072.52  0.37  42.2  67  4.1776  100
2.475  2.70491  2398.26  65.9145  978.727  0.33  42.3  67  4.1776  100
2.524  2.70491  2385.68  66.093  966.807  0.33  42.3  67  4.1776  100
2.572  2.70491  2431.57  60.9836  1179.45  0.34  42.3  67  4.1776  100
2.621  2.83372  2400.45  64.8982  1018.34  0.33  42.3  67  4.1776  100
2.67  2.83372  2204.23  62.3243  1023.79  0.37  42.3  67  4.1776  100
2.719  2.96252  2224.06  61.2735  1068.95  0.37  42.3  67  4.1776  100
2.768  2.96252  2399.03  65.8115  982.982  0.33  42.7  67  4.1776  100
2.816  2.96252  2457.47  63.6313  1091.47  0.33  42.7  67  4.1776  100
2.865  3.09133  2377.47  61.9623  1117.53  0.34  42.7  67  4.1776  100
2.914  3.09133  2277.09  62.2776  1059.28  0.36  42.7  67  4.1776  100
2.963  3.22013  2227.54  61.1088  1076.23  0.37  42.7  67  4.1776  100
3.011  3.22013  2437.38  63.8881  1072.76  0.33  42.7  67  4.1776  100
3.06  3.34894  2325.66  64.588  997.998  0.34  43.5  67  4.1776  100
3.109  3.34894  2307.19  61.4735  1101.84  0.36  43.5  67  4.1776  100
