Date  11.12.2024
time  09:42:33
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.063  0.128805  1877.21  95.0569  165.467  0.39  50.5  60  6.1294  100
0.112  0.128805  2005.33  89.8317  5.889  0.36  53.4  60  6.1294  100
0.161  0.128805  1924.85  94.3972  147.578  0.38  53.4  60  6.1294  100
0.209  0.257611  1899.89  95.3202  176.162  0.38  53.4  60  6.1294  100
0.258  0.257611  1937.16  94.9024  165.547  0.37  53.4  60  6.1294  100
0.307  0.257611  1897.68  96.1602  203.637  0.38  53.4  60  6.1294  100
0.356  0.386416  1961.76  89.1541  28.962  0.37  53.4  60  6.1294  100
0.405  0.386416  2013  89.5013  17.522  0.36  55.3  60  6.1294  100
0.454  0.386416  1891.16  95.1115  168.491  0.38  55.3  60  6.1294  100
0.502  0.515221  2001.81  89.8117  6.58  0.36  55.3  60  6.1294  100
0.551  0.515221  1946.7  95.8385  198.027  0.37  55.3  60  6.1294  100
0.6  0.515221  1973.15  89.7138  9.858  0.37  55.3  60  6.1294  100
0.65  0.644026  2053.28  89.9519  1.724  0.35  55.3  60  6.1294  100
0.699  0.644026  1997.37  89.8524  5.145  0.36  55.1  60  6.1294  100
0.747  0.772832  1895.4  95.3473  176.636  0.38  55.1  60  6.1294  100
0.796  0.772832  2017.7  89.4762  18.447  0.36  55.1  60  6.1294  100
0.845  0.772832  1904.39  94.9824  165.396  0.38  55.1  60  6.1294  100
0.894  0.901637  1961.52  89.0039  34.098  0.37  55.1  60  6.1294  100
0.942  0.901637  1997.37  89.8524  5.145  0.36  55.1  60  6.1294  100
0.991  0.901637  1876.98  95.0115  163.965  0.39  50.3  60  6.1294  100
1.04  1.03044  2001.81  89.8117  6.58  0.36  50.3  60  6.1294  100
1.089  1.03044  1925.7  94.8506  162.832  0.38  50.3  60  6.1294  100
1.137  1.03044  1874.95  95.5173  180.268  0.39  50.3  60  6.1294  100
1.186  1.15925  1923.48  95.0342  168.785  0.38  50.3  60  6.1294  100
1.235  1.15925  1916.99  95.0002  167.083  0.38  50.3  60  6.1294  100
1.284  1.28805  1903.71  95.1547  171.038  0.38  53  60  6.1294  100
1.333  1.28805  2013.18  89.6549  12.127  0.36  53  60  6.1294  100
1.382  1.28805  1891.39  95.1573  170.017  0.38  53  60  6.1294  100
1.43  1.41686  1906.26  95.044  167.598  0.38  53  60  6.1294  100
1.479  1.41686  1928.34  95.0527  169.832  0.38  53  60  6.1294  100
1.528  1.54566  1862.14  95.3369  173.202  0.39  53  60  6.1294  100
1.577  1.54566  1975.1  88.8105  41  0.37  52.6  60  6.1294  100
1.626  1.54566  1919.81  94.935  165.152  0.38  52.6  60  6.1294  100
1.675  1.67447  1960.92  89.8911  3.726  0.37  52.6  60  6.1294  100
1.723  1.67447  2013  89.5013  17.522  0.36  52.6  60  6.1294  100
1.772  1.67447  1919.06  96.4237  214.706  0.38  52.6  60  6.1294  100
1.821  1.80327  1890.83  95.0444  166.258  0.38  52.6  60  6.1294  100
1.87  1.80327  1941.02  95.0242  169.989  0.37  52.8  60  6.1294  100
1.918  1.93208  1905.85  94.3765  145.435  0.38  52.8  60  6.1294  100
1.967  1.93208  1901.04  94.9337  163.493  0.38  52.8  60  6.1294  100
2.016  1.93208  1934.76  94.4561  150.322  0.38  52.8  60  6.1294  100
2.065  2.06088  1883.86  94.8743  160.072  0.39  52.8  60  6.1294  100
2.114  2.06088  1984.86  88.9457  36.521  0.36  52.8  60  6.1294  100
