[Connect DataFile][2.1]
Date:	7/22/2025
Time:	09:44:06
Unit:	°C
Resolution:	0.050/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:05.400	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:456		
000:00:05.450	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:506		
000:00:05.500	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:556		
000:00:05.550	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:606		
000:00:05.600	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:656		
000:00:05.650	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:706		
000:00:05.700	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:756		
000:00:05.750	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:806		
000:00:05.800	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:856		
000:00:05.850	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:906		
000:00:05.900	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:11:956		
000:00:05.950	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:006		
000:00:06.000	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:056		
000:00:06.050	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:106		
000:00:06.100	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:156		
000:00:06.150	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:206		
000:00:06.200	800.0	25.5	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:256		
000:00:06.250	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:306		
000:00:06.300	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:356		
000:00:06.350	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:406		
000:00:06.400	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:456		
000:00:06.450	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:506		
000:00:06.500	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:556		
000:00:06.550	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:606		
000:00:06.600	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:656		
000:00:06.650	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:706		
000:00:06.700	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:756		
000:00:06.750	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:806		
000:00:06.800	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:856		
000:00:06.850	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:906		
000:00:06.900	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:12:956		
000:00:06.950	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:006		
000:00:07.000	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:056		
000:00:07.050	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:106		
000:00:07.100	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:156		
000:00:07.150	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:206		
000:00:07.200	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:256		
000:00:07.250	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:306		
000:00:07.300	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:356		
000:00:07.350	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:406		
000:00:07.400	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:456		
000:00:07.450	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:506		
