0.0021	0.652	310.4761904761905
0.0031	0.963	310.64516129032256
0.0041	1.356	330.7317073170732
0.0051	1.733	339.80392156862746
0.0061	2.104	344.91803278688525
0.007	2.426	346.5714285714286
0.008	2.821	352.625
0.009	3.225	358.33333333333337
0.01	3.588	358.8
0.0111	4.078	367.3873873873874
0.012	4.427	368.91666666666663
0.0131	4.884	372.82442748091603
0.0141	5.266	373.4751773049646
0.015	5.671	378.0666666666667
0.0162	6.176	381.2345679012346
0.017	6.479	381.1176470588235
0.0179	6.859	383.18435754189943
0.019	7.366	387.6842105263158
0.02	7.806	390.3
0.021	8.185	389.76190476190476
0.0221	8.703	393.8009049773755
0.0231	9.077	392.94372294372295
0.0238	9.476	398.1512605042017
0.0251	9.998	398.3266932270916
0.0261	10.42	399.2337164750958
0.0272	10.925	401.6544117647059
0.0279	11.256	403.44086021505376
0.029	11.725	404.31034482758616
0.0301	12.297	408.5382059800665
0.031	12.677	408.93548387096774
0.032	13.009	406.53125
0.033	13.612	412.48484848484844
0.0341	14.076	412.7859237536657
0.035	14.505	414.4285714285714
0.036	14.868	413.00000000000006
0.037	15.301	413.5405405405406
0.0379	15.61	411.8733509234828
0.0391	15.944	407.7749360613811
0.0399	16.263	407.59398496240607
0.0409	15.805	386.43031784841077
0.0421	15.943	378.6935866983373
0.0429	16.18	377.15617715617714
0.0442	16.778	379.5927601809954
0.045	17.1	380.00000000000006
0.0461	17.499	379.58785249457696
0.047	18.088	384.8510638297873
0.0481	18.469	383.970893970894
0.0488	19.007	389.4877049180328
0.0501	19.406	387.3453093812375
