0.0018	1.131	628.3333333333334
0.0028	1.696	605.7142857142857
0.0037	2.432	657.2972972972973
0.0048	3.197	666.0416666666667
0.0058	3.974	685.1724137931035
0.0068	4.688	689.4117647058823
0.0077	5.417	703.5064935064935
0.0087	6.299	724.0229885057472
0.0098	7.22	736.734693877551
0.0107	8.054	752.7102803738319
0.0117	8.926	762.9059829059829
0.0127	9.915	780.7086614173228
0.0138	10.947	793.2608695652174
0.0146	11.732	803.5616438356163
0.0157	12.847	818.2802547770701
0.0167	13.779	825.0898203592815
0.0177	14.757	833.728813559322
0.0186	15.642	840.9677419354839
0.0197	16.684	846.9035532994925
0.0206	17.858	866.8932038834952
0.0216	18.813	870.9722222222222
0.0226	19.925	881.637168141593
0.0235	20.72	881.7021276595744
0.0248	21.443	864.6370967741937
0.0256	22.128	864.375
0.027	22.886	847.6296296296296
0.0279	22.976	823.5125448028673
0.0286	23.283	814.0909090909091
0.0298	24.159	810.7046979865771
0.03	24.087	802.9
0.0301	24.148	802.2591362126246
0.0286	22.687	793.2517482517483
0.0277	21.72	784.115523465704
0.0268	20.855	778.1716417910447
0.0257	19.79	770.0389105058365
0.0247	18.84	762.7530364372469
0.0236	17.805	754.4491525423729
0.0225	16.751	744.4888888888889
0.0217	15.99	736.8663594470046
0.0207	15.0	724.6376811594203
0.0197	14.101	715.7868020304569
0.0188	13.223	703.3510638297872
0.0177	12.215	690.1129943502824
0.0167	11.382	681.556886227545
0.0157	10.379	661.0828025477707
0.0147	9.398	639.3197278911565
0.0137	8.5	620.4379562043796
0.0128	7.75	605.46875
0.0116	6.929	597.3275862068966
0.0106	6.144	579.622641509434
0.0098	5.557	567.0408163265307
0.0087	4.821	554.1379310344828
0.0078	4.334	555.6410256410256
0.0065	3.644	560.6153846153846
0.0056	3.232	577.1428571428572
0.0047	2.699	574.2553191489361
0.0036	2.048	568.8888888888889
0.0026	1.46	561.5384615384615
0.0017	0.916	538.8235294117648
0.0006	0.304	506.6666666666667
