0.0021	0.808	384.7619047619048
0.003	1.167	389.0
0.0039	1.651	423.33333333333337
0.005	2.118	423.59999999999997
0.006	2.58	430.0
0.0069	3.026	438.5507246376811
0.008	3.633	454.125
0.009	4.12	457.7777777777778
0.01	4.688	468.79999999999995
0.0111	5.287	476.3063063063063
0.0119	5.903	496.05042016806715
0.013	6.679	513.7692307692308
0.0141	7.26	514.8936170212766
0.0148	7.948	537.027027027027
0.016	8.82	551.25
0.017	9.464	556.7058823529412
0.0179	10.322	576.6480446927374
0.019	10.823	569.6315789473684
0.0199	12.075	606.7839195979899
0.0207	12.579	607.6811594202899
0.0218	13.523	620.3211009174312
0.0229	14.614	638.1659388646289
0.0237	15.208	641.6877637130802
0.025	16.324	652.96
0.0258	16.852	653.1782945736434
0.0271	17.906	660.7380073800738
0.0279	18.579	665.9139784946236
0.0287	19.398	675.8885017421603
0.03	20.355	678.5
0.0306	21.085	689.0522875816994
0.0318	22.011	692.1698113207547
