0.0011	0.19	172.72727272727272
0.002	0.376	188.0
0.0031	0.584	188.38709677419354
0.0039	0.763	195.64102564102566
0.0049	0.962	196.3265306122449
0.006	1.194	199.0
0.0069	1.389	201.30434782608697
0.008	1.632	203.99999999999997
0.009	1.847	205.22222222222223
0.0101	2.077	205.64356435643566
0.011	2.282	207.45454545454547
0.0118	2.498	211.69491525423732
0.0131	2.764	210.99236641221373
0.014	2.976	212.57142857142856
0.0149	3.222	216.24161073825502
0.016	3.471	216.9375
0.017	3.698	217.52941176470586
0.0179	3.913	218.60335195530726
0.019	4.164	219.15789473684208
0.0199	4.478	225.02512562814067
0.0209	4.72	225.83732057416267
0.022	5.027	228.50000000000003
0.0229	5.3	231.44104803493448
0.0239	5.567	232.928870292887
0.025	5.899	235.95999999999998
0.0259	6.204	239.53667953667954
0.0271	6.561	242.10332103321034
0.0279	6.7	240.14336917562724
0.0289	7.037	243.4948096885813
0.0301	7.41	246.1794019933555
0.0309	7.786	251.97411003236243
0.0319	8.235	258.15047021943576
0.0328	8.64	263.4146341463415
0.0339	8.885	262.094395280236
0.0349	9.311	266.79083094555875
0.0359	9.664	269.19220055710304
0.037	10.042	271.4054054054054
0.038	10.345	272.2368421052632
0.039	10.742	275.43589743589746
0.0399	11.058	277.14285714285717
0.0409	11.398	278.679706601467
0.0419	11.75	280.4295942720764
0.0429	12.1	282.05128205128204
0.044	12.37	281.1363636363636
0.045	12.763	283.6222222222222
0.046	13.051	283.7173913043478
0.047	13.423	285.59574468085106
0.0479	13.76	287.26513569937373
0.0489	14.145	289.2638036809816
0.0499	14.546	291.50300601202406
0.0508	15.017	295.6102362204724
0.0519	15.361	295.9730250481696
0.053	15.699	296.20754716981133
0.0538	16.117	299.57249070631974
0.0548	16.364	298.6131386861314
0.0558	16.737	299.9462365591397
0.0569	17.198	302.24956063268894
0.0578	17.734	306.81660899653986
0.059	18.113	307.0
0.0599	18.451	308.0300500834725
0.0609	18.944	311.06732348111655
0.062	19.388	312.7096774193549
0.063	19.631	311.6031746031746
0.0641	20.101	313.588143525741
0.065	20.477	315.03076923076924
0.066	20.839	315.7424242424242
0.067	21.245	317.089552238806
0.0679	21.514	316.8483063328424
0.0689	21.96	318.72278664731493
0.0699	22.264	318.5121602288984
0.071	22.484	316.6760563380282
0.0718	23.037	320.8495821727019
0.073	23.491	321.79452054794524
0.0739	23.882	323.1664411366712
0.0749	24.268	324.00534045393863
0.076	24.662	324.5
