0.001	0.117	117.0
0.0018	0.262	145.55555555555557
0.0029	0.426	146.89655172413794
0.0038	0.563	148.15789473684208
0.0047	0.715	152.12765957446808
0.0058	0.891	153.6206896551724
0.0068	1.049	154.26470588235293
0.0079	1.232	155.94936708860757
0.0089	1.397	156.96629213483146
0.0099	1.58	159.59595959595958
0.0108	1.749	161.94444444444446
0.0117	1.906	162.90598290598288
0.013	2.116	162.76923076923077
0.0138	2.277	165.0
0.0148	2.452	165.67567567567568
0.0159	2.683	168.74213836477986
0.0169	2.876	170.17751479289942
0.0178	3.08	173.03370786516854
0.0188	3.314	176.27659574468086
0.0199	3.5	175.87939698492463
0.0207	3.67	177.29468599033817
0.0219	3.971	181.324200913242
0.0227	4.167	183.56828193832598
0.0238	4.403	184.99999999999997
0.0249	4.714	189.31726907630525
0.0258	4.974	192.79069767441862
0.0269	5.283	196.39405204460968
0.0279	5.511	197.5268817204301
0.0288	5.773	200.45138888888889
0.0298	6.064	203.48993288590603
0.0309	6.092	197.15210355987054
0.0317	6.253	197.25552050473186
0.0328	6.613	201.6158536585366
0.0337	6.858	203.5014836795252
0.0347	7.044	202.99711815561957
0.0359	7.394	205.96100278551532
0.0367	7.698	209.75476839237055
0.0377	8.074	214.16445623342176
0.0388	8.48	218.55670103092783
0.0398	8.654	217.43718592964822
0.0407	9.082	223.14496314496316
0.0419	9.296	221.8615751789976
0.0428	9.6	224.29906542056074
0.0438	9.911	226.2785388127854
0.045	10.261	228.0222222222222
0.0458	10.408	227.24890829694323
0.0469	10.78	229.8507462686567
0.0479	11.255	234.96868475991653
0.0489	11.486	234.88752556237222
0.05	11.715	234.29999999999998
0.0508	11.958	235.3937007874016
0.0518	12.384	239.0733590733591
0.0529	12.627	238.69565217391303
0.0539	12.851	238.42300556586272
0.0548	13.114	239.3065693430657
0.0559	13.538	242.1824686940966
0.0569	13.835	243.14586994727594
0.0578	14.015	242.4740484429066
0.0589	14.346	243.5653650254669
0.0598	14.79	247.32441471571906
0.061	15.09	247.37704918032787
0.0617	15.405	249.67585089141005
0.0628	15.644	249.1082802547771
0.064	15.944	249.125
0.0649	16.299	251.1402157164869
0.0658	16.595	252.20364741641336
0.0668	16.852	252.27544910179643
