0.0018	1.137	631.6666666666667
0.0028	1.819	649.6428571428571
0.0039	2.571	659.2307692307693
0.005	3.409	681.8
0.0059	4.171	706.949152542373
0.0069	4.84	701.4492753623189
0.008	5.912	739.0
0.009	6.717	746.3333333333334
0.0099	7.674	775.1515151515151
0.0108	8.83	817.5925925925926
0.0118	9.772	828.135593220339
0.0128	11.161	871.9531249999999
0.0138	12.417	899.7826086956521
0.0148	13.601	918.9864864864865
0.0158	15.145	958.5443037974683
0.0168	16.527	983.7500000000001
0.0176	17.793	1010.965909090909
0.0186	19.946	1072.3655913978496
0.0199	22.035	1107.286432160804
0.0207	23.213	1121.4009661835748
0.0218	25.132	1152.8440366972477
0.0226	26.838	1187.5221238938054
0.0236	28.289	1198.6864406779662
