Date  16.7.2025
time  08:56:43
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.061  0.128805  1991.63  89.9201  2.778  0.36  31.2  86  3.1984  100
0.11  0.128805  1850.01  95.5747  179.715  0.39  31  86  3.1984  100
0.158  0.257611  1974.32  89.9541  1.582  0.37  31  86  3.1984  100
0.207  0.257611  1880.45  94.8019  157.415  0.39  31  86  3.1984  100
0.256  0.386416  1939.57  89.1307  29.425  0.37  31  86  3.1984  100
0.305  0.386416  1910.08  94.8774  162.401  0.38  31  86  3.1984  100
0.354  0.515221  1936.66  89.9445  1.876  0.37  31  86  3.1984  100
0.403  0.515221  1937.93  89.2523  25.29  0.37  30.5  86  3.1984  100
0.451  0.644026  1983.87  89.8085  6.63  0.36  30.5  86  3.1984  100
0.5  0.644026  1840.52  95.7239  183.565  0.4  30.5  86  3.1984  100
0.549  0.772832  1935.43  89.0426  32.339  0.37  30.5  86  3.1984  100
0.598  0.772832  1885.8  94.9562  162.923  0.39  30.5  86  3.1984  100
0.646  0.901637  1829.81  94.4183  140.962  0.4  30.5  86  3.1984  100
0.695  0.901637  1961.52  89.0039  34.098  0.37  30.8  86  3.1984  100
0.744  1.03044  1874.97  95.2113  170.303  0.39  30.8  86  3.1984  100
0.793  1.15925  1837.45  94.2287  135.489  0.39  30.8  86  3.1984  100
0.841  1.15925  1978.76  89.646  12.226  0.37  30.8  86  3.1984  100
0.89  1.28805  1944.33  89.9411  1.999  0.37  30.8  86  3.1984  100
0.939  1.28805  1913.66  89.3905  20.358  0.38  30.8  86  3.1984  100
0.988  1.41686  1999  89.9762  0.832  0.36  30.5  86  3.1984  100
1.036  1.41686  1845.89  95.0222  161.592  0.39  30.5  86  3.1984  100
1.085  1.54566  1962.81  89.1102  30.48  0.37  30.5  86  3.1984  100
1.134  1.54566  1974.1  89.935  2.238  0.37  30.5  86  3.1984  100
1.183  1.67447  1851.64  95.611  181.041  0.39  30.5  86  3.1984  100
1.232  1.67447  1899.77  94.989  165.212  0.38  30.5  86  3.1984  100
1.28  1.80327  1875.07  94.9299  161.137  0.39  30.8  86  3.1984  100
1.329  1.80327  1915.47  89.159  28.115  0.38  30.8  86  3.1984  100
1.378  1.93208  1907.53  94.9885  165.871  0.38  30.8  86  3.1984  100
1.427  2.06088  1852.99  94.9769  160.756  0.39  30.8  86  3.1984  100
1.475  2.06088  1855.55  94.0583  131.32  0.39  30.8  86  3.1984  100
1.525  2.18969  1909.28  95.0254  167.247  0.38  30.8  86  3.1984  100
1.573  2.18969  1779.8  90.0122  0.38  0.41  30.8  86  3.1984  100
1.622  2.3185  1952.91  89.2044  27.116  0.37  30.8  86  3.1984  100
1.671  2.3185  2002.02  89.9607  1.374  0.36  30.8  86  3.1984  100
1.72  2.4473  1851.36  95.2431  169.182  0.39  30.8  86  3.1984  100
1.768  2.4473  1999.25  89.9952  0.169  0.36  30.8  86  3.1984  100
1.817  2.57611  1795.51  90.0339  1.061  0.4  30.8  86  3.1984  100
1.866  2.57611  1910.65  89.2607  24.654  0.38  31.4  86  3.1984  100
1.915  2.70491  1829.2  90.0543  1.735  0.4  31.4  86  3.1984  100
1.964  2.83372  1845.27  94.0582  130.588  0.39  31.4  86  3.1984  100
2.012  2.83372  1941.81  88.9303  36.253  0.37  31.4  86  3.1984  100
2.061  2.96252  1984.29  89.8443  5.393  0.36  31.4  86  3.1984  100
2.11  2.96252  1830.31  95.694  181.595  0.4  31.4  86  3.1984  100
2.159  3.09133  1959.35  88.8269  40.114  0.37  31.4  86  3.1984  100
2.208  3.09133  1885.47  95.1936  170.677  0.39  30.6  86  3.1984  100
2.257  3.22013  1854.86  94.2022  135.917  0.39  30.6  86  3.1984  100
2.305  3.22013  1981.42  89.9739  0.901  0.37  30.6  86  3.1984  100
2.354  3.34894  1802.8  90.066  2.077  0.4  30.6  86  3.1984  100
2.403  3.34894  1850.6  94.2312  136.538  0.39  30.6  86  3.1984  100
2.452  3.47774  1913.72  95.2847  176.264  0.38  30.6  86  3.1984  100
2.501  3.60655  1853.66  95.1115  165.15  0.39  30.6  86  3.1984  100
2.549  3.60655  1860.7  94.1874  135.866  0.39  30.6  86  3.1984  100
2.598  3.73535  1971.65  89.7218  9.575  0.37  30.6  86  3.1984  100
2.647  3.73535  1830.34  93.9784  126.99  0.4  30.6  86  3.1984  100
2.696  3.86416  1882.56  94.061  133.32  0.39  30.6  86  3.1984  100
2.745  3.86416  1883.77  95.1571  169.325  0.39  30.6  86  3.1984  100
2.793  3.99296  1847.53  94.2058  135.497  0.39  30.7  86  3.1984  100
2.842  3.99296  1967.91  89.9497  1.727  0.37  30.7  86  3.1984  100
2.891  4.12177  1861.86  96.592  213.739  0.39  30.7  86  3.1984  100
2.94  4.12177  1905.05  89.293  23.506  0.38  30.7  86  3.1984  100
2.988  4.25057  1911.5  95.1549  171.746  0.38  30.7  86  3.1984  100
3.037  4.37938  1795.51  90.0339  1.061  0.4  30.7  86  3.1984  100
3.086  4.37938  1937.1  89.1824  27.642  0.37  31  86  3.1984  100
3.135  4.50819  1904.4  95.2931  175.681  0.38  31  86  3.1984  100
3.183  4.50819  1847.84  93.9942  128.711  0.39  31  86  3.1984  100
3.232  4.63699  1957.33  89.1793  28.035  0.37  31  86  3.1984  100
3.281  4.63699  1901.93  94.8076  159.401  0.38  31  86  3.1984  100
3.33  4.7658  1829.81  94.4183  140.962  0.4  31  86  3.1984  100
3.379  4.7658  1835.01  89.9883  0.374  0.39  30.6  86  3.1984  100
3.428  4.8946  1867.92  95.3014  172.587  0.39  30.6  86  3.1984  100
3.476  4.8946  1937.52  89.2173  26.467  0.37  30.6  86  3.1984  100
3.525  5.02341  1901.16  95.2651  174.459  0.38  30.6  86  3.1984  100
3.574  5.15221  1939.17  89.8943  3.578  0.37  30.6  86  3.1984  100
3.623  5.15221  1933.58  89.0161  33.202  0.37  30.6  86  3.1984  100
3.672  5.28102  1892.5  94.7725  157.454  0.38  30.3  86  3.1984  100
3.72  5.28102  1847.38  95.6367  181.449  0.39  30.3  86  3.1984  100
