Date  5.11.2024
time  08:29:30
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.219  0.128805  1996.38  89.6283  12.951  0.36  7.2  38  5.7414  100
0.268  0.128805  1982.35  89.8165  6.35  0.36  7.2  38  5.7414  100
0.317  0.128805  1996.76  88.7222  44.527  0.36  7.2  38  5.7414  100
0.365  0.128805  1918.34  94.6565  155.734  0.38  7.2  38  5.7414  100
0.414  0.128805  1978.67  90.0055  0.19  0.37  7.2  38  5.7414  100
0.463  0.257611  2044.86  89.9553  1.595  0.35  7.2  38  5.7414  100
0.512  0.257611  1903.36  95.0839  168.663  0.38  7.2  38  5.7414  100
0.56  0.257611  2000.3  89.952  1.677  0.36  7.2  38  5.7414  100
0.609  0.257611  1999.88  89.648  12.286  0.36  7.2  38  5.7414  100
0.658  0.386416  1879.65  96.2139  203.455  0.39  7.2  38  5.7414  100
0.707  0.386416  2008.35  89.9486  1.801  0.36  7.1  38  5.7414  100
0.755  0.386416  2021.19  89.7677  8.196  0.36  7.1  38  5.7414  100
0.804  0.386416  1892.97  94.864  160.507  0.38  7.1  38  5.7414  100
0.853  0.386416  2011.87  89.9687  1.1  0.36  7.1  38  5.7414  100
0.902  0.515221  1920.88  96.1267  205.009  0.38  7.1  38  5.7414  100
0.95  0.515221  1873.18  95.1539  168.27  0.39  7.1  38  5.7414  100
0.999  0.515221  2019.97  89.9491  1.795  0.36  7.2  38  5.7414  100
1.048  0.515221  1911.06  96.0379  201.018  0.38  7.2  38  5.7414  100
1.097  0.644026  1881.17  95.2452  171.973  0.39  7.2  38  5.7414  100
1.145  0.644026  1928.1  95.006  168.246  0.38  7.2  38  5.7414  100
1.194  0.644026  1889.53  94.7913  157.825  0.38  7.2  38  5.7414  100
1.243  0.644026  1907.29  94.9423  164.319  0.38  7.2  38  5.7414  100
1.292  0.772832  2018.31  89.6666  11.746  0.36  7.2  38  5.7414  100
1.34  0.772832  1963.9  89.8755  4.266  0.37  7.2  38  5.7414  100
1.389  0.772832  1987.62  88.7757  42.468  0.36  7.2  38  5.7414  100
1.438  0.772832  1914.11  96.0209  200.772  0.38  7.2  38  5.7414  100
1.487  0.772832  1862.04  95.316  172.515  0.39  7.2  38  5.7414  100
1.536  0.901637  1922.89  95.2298  175.272  0.38  7.2  38  5.7414  100
1.585  0.901637  1898.15  94.9736  164.564  0.38  7.2  38  5.7414  100
1.633  0.901637  1860.57  94.1633  135.078  0.39  7.2  38  5.7414  100
1.682  0.901637  1927.04  95.1087  171.594  0.38  7.2  38  5.7414  100
1.731  1.03044  1995.53  89.9562  1.524  0.36  7.2  38  5.7414  100
1.779  1.03044  1994.79  89.7718  7.946  0.36  7.2  38  5.7414  100
1.828  1.03044  2005.38  89.6958  10.648  0.36  7.2  38  5.7414  100
1.877  1.03044  1991.49  90.0147  0.51  0.36  7.2  38  5.7414  100
1.926  1.15925  1890.7  90.0278  0.917  0.38  7.3  38  5.7414  100
1.974  1.15925  1906.49  95.0901  169.149  0.38  7.3  38  5.7414  100
2.023  1.15925  2002.74  90.0152  0.531  0.36  7.3  38  5.7414  100
2.072  1.15925  1927.37  94.866  163.492  0.38  7.3  38  5.7414  100
2.121  1.28805  1912.53  96.3635  211.976  0.38  7.3  38  5.7414  100
2.17  1.28805  1854.43  95.2703  170.337  0.39  7.3  38  5.7414  100
2.218  1.28805  1932.15  95.1743  174.252  0.38  7.4  38  5.7414  100
2.267  1.28805  1875.98  95.1115  167.137  0.39  7.4  38  5.7414  100
2.316  1.28805  1898.96  93.9754  131.653  0.38  7.4  38  5.7414  100
2.365  1.41686  1912.5  94.7412  158.077  0.38  7.4  38  5.7414  100
2.414  1.41686  1965.79  89.9031  3.324  0.37  7.4  38  5.7414  100
2.462  1.41686  2025.6  90.0137  0.483  0.36  7.4  38  5.7414  100
2.511  1.41686  1899.65  94.9643  164.387  0.38  7.5  38  5.7414  100
2.56  1.54566  1875.09  95.2357  171.107  0.39  7.5  38  5.7414  100
2.609  1.54566  1927.37  94.866  163.492  0.38  7.5  38  5.7414  100
2.657  1.54566  1901.3  96.2822  208.05  0.38  7.5  38  5.7414  100
2.706  1.54566  1941.24  89.2708  24.706  0.37  7.5  38  5.7414  100
2.755  1.67447  2002.55  89.5955  14.137  0.36  7.5  38  5.7414  100
2.804  1.67447  1883.54  95.1115  167.811  0.39  7.6  38  5.7414  100
2.852  1.67447  1966.15  88.863  39.014  0.37  7.6  38  5.7414  100
2.901  1.67447  1921.09  94.8791  163.395  0.38  7.6  38  5.7414  100
2.95  1.80327  1802.71  90.0312  0.98  0.4  7.6  38  5.7414  100
2.999  1.80327  1988.66  89.8038  6.81  0.36  7.6  38  5.7414  100
