Filename	Ni50Fe27Ga23 11_1 s1
3624.50	64.9142	0.0115822	90.25	0.298483
3625.50	65.0143	0.0114899	90.24	0.298391
3626.50	65.1116	0.0119245	90.22	0.298825
3627.50	65.0143	0.0122453	90.20	0.299146
3628.50	64.9406	0.0123796	90.19	0.299280
3629.50	65.0752	0.0124193	90.17	0.299320
3630.50	65.2846	0.0125401	90.15	0.299441
3631.50	65.2145	0.0125950	90.14	0.299496
3632.50	65.1769	0.0127488	90.12	0.299649
3633.50	65.0950	0.0128487	90.11	0.299749
3634.50	65.1157	0.0127685	90.09	0.299669
3635.50	65.3171	0.0129292	90.07	0.299830
3636.50	65.2186	0.0128530	90.06	0.299754
3637.50	64.9677	0.0124384	90.04	0.299339
3638.50	64.8373	0.0130414	90.02	0.299942
3639.50	65.0851	0.0131805	90.01	0.300081
3640.50	65.1306	0.0128433	89.99	0.299744
3641.50	64.9272	0.0126262	89.98	0.299527
3642.50	64.8731	0.0129449	89.96	0.299845
3643.50	64.8158	0.0132420	89.94	0.300143
3644.50	64.9558	0.0134478	89.93	0.300348
3645.50	65.1148	0.0131687	89.91	0.300069
3646.50	64.8748	0.0129931	89.89	0.299894
3647.50	64.7483	0.0130401	89.88	0.299941
3648.50	64.6377	0.0132554	89.86	0.300156
3649.50	64.6250	0.0128026	89.84	0.299703
3650.50	64.7117	0.0126604	89.83	0.299561
3651.50	64.7566	0.0128320	89.81	0.299733
3652.50	64.6818	0.0128898	89.80	0.299790
3653.50	64.4982	0.0131979	89.78	0.300098
3654.50	64.6836	0.0133408	89.76	0.300241
3655.50	64.7798	0.0130879	89.75	0.299988
3656.50	64.6725	0.0131679	89.73	0.300069
3657.50	64.7895	0.0136629	89.71	0.300563
3658.50	64.6979	0.0140338	89.70	0.300934
3659.50	64.8878	0.0142636	89.68	0.301164
3660.50	64.9395	0.0141242	89.66	0.301025
3661.50	64.8779	0.0141704	89.65	0.301071
3662.50	64.6646	0.0140825	89.63	0.300983
3663.50	64.6921	0.0143171	89.62	0.301218
3664.50	64.7504	0.0141721	89.60	0.301073
3665.50	64.7779	0.0140039	89.58	0.300904
3666.50	64.9487	0.0144029	89.57	0.301303
3667.50	64.7979	0.0144781	89.55	0.301379
3668.50	64.6606	0.0149300	89.53	0.301831
3669.50	64.9761	0.0149730	89.52	0.301874
3670.50	64.8156	0.0145303	89.50	0.301431
3671.50	64.8602	0.0147848	89.49	0.301685
3672.50	64.8383	0.0148899	89.47	0.301790
3673.50	64.7511	0.0152665	89.45	0.302167
3674.50	64.9349	0.0151466	89.44	0.302047
3675.50	64.9822	0.0150970	89.42	0.301998
3676.50	64.6779	0.0148094	89.40	0.301710
3677.50	64.7229	0.0148606	89.39	0.301761
3678.50	64.6526	0.0154538	89.37	0.302354
3679.50	65.0306	0.0157865	89.36	0.302687
3680.50	65.0708	0.0155256	89.34	0.302426
3681.50	64.8870	0.0153317	89.32	0.302232
3682.50	64.7075	0.0153809	89.31	0.302282
3683.50	64.6597	0.0159121	89.29	0.302813
3684.50	65.0251	0.0161660	89.27	0.303067
3685.50	65.0939	0.0158308	89.26	0.302731
3686.50	64.8042	0.0155329	89.24	0.302434
3687.50	64.7622	0.0157272	89.22	0.302628
3688.50	64.7702	0.0162989	89.21	0.303199
3689.50	65.0507	0.0162056	89.19	0.303106
3690.50	65.1471	0.0164202	89.18	0.303321
3691.50	65.0331	0.0163470	89.16	0.303248
3692.50	64.8154	0.0164070	89.14	0.303308
3693.50	64.7115	0.0166433	89.13	0.303544
3694.50	64.8977	0.0166404	89.11	0.303541
3695.50	64.9999	0.0165119	89.09	0.303412
3696.50	64.7783	0.0166731	89.08	0.303574
3697.50	64.8112	0.0168713	89.06	0.303772
3698.50	64.6869	0.0171053	89.04	0.304006
3699.50	64.9831	0.0171567	89.03	0.304057
3700.50	64.9782	0.0171151	89.01	0.304016
3701.50	64.8610	0.0170356	89.00	0.303936
3702.50	64.7575	0.0172773	88.98	0.304178
3703.50	64.7962	0.0176338	88.96	0.304534
3704.50	65.2906	0.0178591	88.95	0.304760
3705.50	65.2304	0.0178979	88.93	0.304799
3706.50	65.1253	0.0178556	88.92	0.304756
3707.50	65.0394	0.0181133	88.90	0.305014
3708.50	65.0217	0.0187938	88.88	0.305694
3709.50	65.1558	0.0185388	88.87	0.305439
3710.50	65.1465	0.0182103	88.85	0.305111
3711.50	65.0983	0.0182910	88.83	0.305192
3712.50	65.0262	0.0185410	88.82	0.305442
3713.50	64.8637	0.0186589	88.80	0.305559
3714.50	65.0218	0.0183973	88.78	0.305298
3715.50	64.9403	0.0182740	88.77	0.305175
3716.50	64.7410	0.0181971	88.75	0.305098
3717.50	64.7930	0.0184794	88.74	0.305380
3718.50	64.7867	0.0189853	88.72	0.305886
3719.50	65.2345	0.0195184	88.70	0.306419
3720.50	65.2705	0.0194674	88.69	0.306368
3721.50	65.1413	0.0194902	88.67	0.306391
3722.50	65.0574	0.0196069	88.65	0.306507
3723.50	64.9528	0.0197652	88.64	0.306666
3724.50	65.2022	0.0197555	88.62	0.306656
3725.50	65.0444	0.0192374	88.61	0.306138
3726.50	65.0282	0.0195981	88.59	0.306499
3727.50	65.0529	0.0198043	88.57	0.306705
3728.50	64.9088	0.0202420	88.56	0.307143
3729.50	65.2760	0.0203487	88.54	0.307249
3730.50	65.4476	0.0205097	88.52	0.307410
3731.50	65.1889	0.0202809	88.51	0.307182
3732.50	65.0250	0.0204548	88.49	0.307355
3733.50	64.9253	0.0207255	88.47	0.307626
3734.50	65.3059	0.0206372	88.46	0.307538
3735.50	65.1713	0.0202841	88.44	0.307185
3736.50	65.0061	0.0203839	88.43	0.307284
3737.50	65.0941	0.0207165	88.41	0.307617
3738.50	64.8210	0.0207735	88.39	0.307674
3739.50	65.0170	0.0205005	88.38	0.307401
3740.50	64.9509	0.0202074	88.36	0.307108
3741.50	64.7847	0.0201225	88.35	0.307023
3742.50	64.7412	0.0202715	88.33	0.307172
3743.50	64.6396	0.0205987	88.31	0.307499
3744.50	64.8749	0.0206920	88.30	0.307593
3745.50	64.9167	0.0206654	88.28	0.307566
3746.50	64.8073	0.0207492	88.26	0.307650
3747.50	64.6930	0.0207584	88.25	0.307659
3748.50	64.7073	0.0212909	88.23	0.308191
3749.50	65.1054	0.0213026	88.21	0.308203
3750.50	64.8951	0.0214918	88.20	0.308392
3751.50	65.0581	0.0216563	88.18	0.308557
3752.50	65.0274	0.0218595	88.17	0.308760
3753.50	64.9376	0.0221283	88.15	0.309029
3754.50	64.9874	0.0218378	88.13	0.308738
3755.50	65.0122	0.0217080	88.12	0.308609
3756.50	64.8362	0.0217810	88.10	0.308682
3757.50	64.7852	0.0218971	88.08	0.308798
3758.50	64.6507	0.0222937	88.07	0.309194
3759.50	64.9425	0.0219945	88.05	0.308895
3760.50	64.9569	0.0221387	88.04	0.309039
3761.50	64.8100	0.0222654	88.02	0.309166
3762.50	64.8210	0.0224088	88.00	0.309309
3763.50	64.7588	0.0226498	87.99	0.309550
3764.50	65.0249	0.0225861	87.97	0.309487
3765.50	65.1774	0.0227895	87.95	0.309690
3766.50	64.8527	0.0227160	87.94	0.309617
3767.50	64.8110	0.0227101	87.92	0.309611
3768.50	64.7110	0.0230575	87.91	0.309958
3769.50	65.0284	0.0228919	87.89	0.309792
3770.50	65.0214	0.0230286	87.87	0.309929
3771.50	64.8939	0.0231557	87.86	0.310056
3772.50	64.8587	0.0234033	87.84	0.310304
3773.50	64.8566	0.0236967	87.82	0.310597
3774.50	65.1063	0.0235715	87.81	0.310472
3775.50	65.0411	0.0234615	87.79	0.310362
3776.50	64.9187	0.0237173	87.77	0.310618
3777.50	64.9984	0.0236326	87.76	0.310533
3778.50	64.8502	0.0239130	87.74	0.310814
3779.50	64.9686	0.0236810	87.73	0.310582
3780.50	65.2355	0.0241077	87.71	0.311008
3781.50	64.9302	0.0240505	87.70	0.310951
3782.50	64.8225	0.0241236	87.68	0.311024
3783.50	64.8741	0.0244849	87.66	0.311386
3784.50	65.0332	0.0242642	87.65	0.311165
3785.50	65.0296	0.0241758	87.63	0.311076
3786.50	65.0272	0.0245332	87.61	0.311434
3787.50	64.9846	0.0247114	87.60	0.311612
3788.50	65.0306	0.0252613	87.58	0.312162
3789.50	65.0616	0.0246141	87.56	0.311515
3790.50	64.9813	0.0246709	87.55	0.311571
3791.50	64.8310	0.0246148	87.53	0.311515
3792.50	64.7813	0.0248351	87.52	0.311736
3793.50	64.9369	0.0252415	87.50	0.312142
3794.50	65.1763	0.0252934	87.48	0.312194
3795.50	65.1471	0.0251151	87.47	0.312016
3796.50	65.1107	0.0254615	87.45	0.312362
3797.50	64.8303	0.0252506	87.43	0.312151
3798.50	64.8225	0.0254849	87.42	0.312385
3799.50	65.2711	0.0252155	87.40	0.312116
3800.50	65.2011	0.0254390	87.39	0.312340
3801.50	64.9215	0.0255074	87.37	0.312408
3802.50	64.8028	0.0256747	87.35	0.312575
3803.50	64.8751	0.0261862	87.34	0.313087
3804.50	65.0882	0.0259583	87.32	0.312859
3805.50	64.8774	0.0257130	87.30	0.312614
3806.50	64.8278	0.0258067	87.29	0.312707
3807.50	64.7911	0.0259745	87.27	0.312875
3808.50	64.7617	0.0262781	87.26	0.313179
3809.50	65.0932	0.0262244	87.24	0.313125
3810.50	64.9130	0.0260405	87.22	0.312941
3811.50	64.9223	0.0261639	87.21	0.313065
3812.50	64.7154	0.0265319	87.19	0.313433
3813.50	64.8459	0.0269150	87.17	0.313816
3814.50	65.1475	0.0269790	87.16	0.313880
3815.50	65.2717	0.0272441	87.14	0.314145
3816.50	65.2343	0.0276671	87.12	0.314568
3817.50	65.1340	0.0278135	87.11	0.314714
3818.50	65.1572	0.0279315	87.09	0.314832
3819.50	65.3570	0.0275372	87.08	0.314438
3820.50	65.0984	0.0272579	87.06	0.314158
3821.50	65.0148	0.0273637	87.04	0.314264
3822.50	65.0075	0.0278506	87.03	0.314751
3823.50	64.8804	0.0277875	87.01	0.314688
3824.50	65.0981	0.0276495	86.99	0.314550
3825.50	65.0056	0.0275427	86.98	0.314443
3826.50	64.8570	0.0275421	86.96	0.314443
3827.50	64.8259	0.0278773	86.95	0.314778
3828.50	64.9654	0.0282971	86.93	0.315198
3829.50	65.1142	0.0278414	86.91	0.314742
3830.50	64.9071	0.0277040	86.90	0.314605
3831.50	64.5718	0.0276512	86.88	0.314552
3832.50	64.7003	0.0280223	86.86	0.314923
3833.50	64.7784	0.0284812	86.85	0.315382
3834.50	65.1314	0.0283250	86.83	0.315226
3835.50	65.1776	0.0286205	86.82	0.315521
3836.50	64.9859	0.0285306	86.80	0.315431
3837.50	64.9385	0.0287130	86.78	0.315614
3838.50	64.8208	0.0289257	86.77	0.315826
3839.50	65.1885	0.0286446	86.75	0.315545
3840.50	65.1356	0.0288106	86.73	0.315711
3841.50	65.0384	0.0290066	86.72	0.315907
3842.50	64.8473	0.0293614	86.70	0.316262
3843.50	64.9244	0.0294842	86.68	0.316385
3844.50	65.0915	0.0290807	86.67	0.315981
3845.50	64.9746	0.0291601	86.65	0.316061
3846.50	64.9018	0.0291399	86.64	0.316041
3847.50	64.9547	0.0294903	86.62	0.316391
3848.50	64.9976	0.0296788	86.60	0.316579
3849.50	65.1763	0.0297884	86.59	0.316689
3850.50	65.1599	0.0298228	86.57	0.316723
3851.50	64.8952	0.0296898	86.56	0.316590
3852.50	64.9429	0.0299928	86.54	0.316893
3853.50	65.0065	0.0302202	86.52	0.317121
3854.50	65.0025	0.0299122	86.51	0.316813
3855.50	65.1162	0.0301462	86.49	0.317047
3856.50	64.9945	0.0302190	86.47	0.317120
3857.50	64.7074	0.0302277	86.46	0.317128
3858.50	64.9591	0.0305278	86.44	0.317428
3859.50	65.0654	0.0303405	86.42	0.317241
3860.50	64.9811	0.0303812	86.41	0.317282
3861.50	64.7878	0.0302213	86.39	0.317122
3862.50	64.8084	0.0306433	86.38	0.317544
3863.50	64.8090	0.0306880	86.36	0.317589
3864.50	64.9281	0.0306303	86.34	0.317531
3865.50	65.0419	0.0307181	86.33	0.317619
3866.50	64.8521	0.0309057	86.31	0.317806
3867.50	64.6884	0.0310580	86.30	0.317959
3868.50	64.8691	0.0315613	86.28	0.318462
3869.50	65.0688	0.0311567	86.26	0.318057
3870.50	65.0638	0.0313713	86.25	0.318272
3871.50	65.0317	0.0314031	86.23	0.318304
3872.50	64.7530	0.0315454	86.21	0.318446
3873.50	65.0353	0.0320329	86.20	0.318933
3874.50	65.1723	0.0318457	86.18	0.318746
3875.50	65.1481	0.0317876	86.17	0.318688
3876.50	65.0220	0.0320019	86.15	0.318903
3877.50	65.1128	0.0324135	86.13	0.319314
3878.50	65.1104	0.0324407	86.12	0.319341
3879.50	65.2983	0.0322719	86.10	0.319173
3880.50	65.2149	0.0322223	86.08	0.319123
3881.50	64.9980	0.0323640	86.07	0.319265
3882.50	64.9101	0.0325997	86.05	0.319500
3883.50	65.0661	0.0327033	86.04	0.319604
3884.50	64.9458	0.0320509	86.02	0.318951
3885.50	64.7070	0.0317242	86.00	0.318625
3886.50	64.6129	0.0318771	85.99	0.318778
3887.50	64.6586	0.0323066	85.97	0.319207
3888.50	64.8826	0.0325523	85.95	0.319453
3889.50	64.7991	0.0320651	85.94	0.318966
3890.50	64.8474	0.0322685	85.92	0.319169
3891.50	64.6565	0.0322033	85.91	0.319104
3892.50	64.6602	0.0327877	85.89	0.319688
3893.50	64.8705	0.0330260	85.87	0.319927
3894.50	64.8585	0.0327365	85.86	0.319637
3895.50	64.7936	0.0327324	85.84	0.319633
3896.50	64.6284	0.0328035	85.82	0.319704
3897.50	64.4910	0.0330276	85.81	0.319928
3898.50	64.7732	0.0332622	85.79	0.320163
3899.50	64.9256	0.0332241	85.77	0.320125
3900.50	64.8712	0.0332281	85.76	0.320129
3901.50	64.9172	0.0336048	85.74	0.320505
3902.50	64.8098	0.0338024	85.72	0.320703
3903.50	64.9638	0.0340653	85.71	0.320966
3904.50	65.1191	0.0340406	85.69	0.320941
3905.50	65.0889	0.0342598	85.67	0.321160
3906.50	64.8501	0.0342476	85.66	0.321148
3907.50	64.7736	0.0344056	85.64	0.321306
3908.50	65.0600	0.0345472	85.63	0.321448
3909.50	65.2756	0.0346597	85.61	0.321560
3910.50	65.0768	0.0346714	85.59	0.321572
3911.50	64.9839	0.0347340	85.58	0.321635
3912.50	64.8281	0.0349452	85.56	0.321846
3913.50	65.1039	0.0350242	85.54	0.321925
3914.50	65.2498	0.0352212	85.53	0.322122
3915.50	65.1653	0.0352117	85.51	0.322112
3916.50	65.1127	0.0354349	85.50	0.322335
3917.50	64.9806	0.0358217	85.48	0.322722
3918.50	65.1918	0.0359250	85.46	0.322826
3919.50	65.2902	0.0357422	85.45	0.322643
3920.50	65.0916	0.0355366	85.43	0.322437
3921.50	65.2132	0.0361782	85.41	0.323079
3922.50	65.2134	0.0367235	85.40	0.323624
3923.50	65.4534	0.0366483	85.38	0.323549
3924.50	65.3829	0.0364365	85.36	0.323337
3925.50	65.2178	0.0362722	85.35	0.323173
3926.50	64.8548	0.0359132	85.33	0.322814
3927.50	64.8560	0.0361374	85.32	0.323038
3928.50	64.9902	0.0362325	85.30	0.323133
3929.50	65.1296	0.0361396	85.28	0.323040
3930.50	64.9302	0.0361076	85.27	0.323008
3931.50	64.8802	0.0361328	85.25	0.323033
3932.50	64.7596	0.0366591	85.23	0.323560
3933.50	64.9438	0.0364677	85.22	0.323368
3934.50	65.2046	0.0365825	85.20	0.323483
3935.50	65.1461	0.0367420	85.18	0.323643
3936.50	65.0365	0.0369070	85.17	0.323808
3937.50	65.0151	0.0371678	85.15	0.324068
3938.50	65.1365	0.0371940	85.13	0.324095
3939.50	65.2133	0.0370511	85.12	0.323952
3940.50	65.1028	0.0370947	85.10	0.323995
3941.50	64.9067	0.0370549	85.08	0.323956
3942.50	64.7886	0.0371388	85.07	0.324039
3943.50	64.9550	0.0370998	85.05	0.324000
3944.50	65.0648	0.0372151	85.04	0.324116
3945.50	65.0157	0.0373688	85.02	0.324269
3946.50	64.9130	0.0375049	85.00	0.324405
3947.50	64.8648	0.0377850	84.99	0.324686
3948.50	65.0826	0.0377813	84.97	0.324682
3949.50	65.2033	0.0377871	84.95	0.324688
3950.50	65.1694	0.0381618	84.94	0.325062
3951.50	65.2914	0.0385020	84.92	0.325403
3952.50	64.9367	0.0385039	84.90	0.325405
3953.50	65.1500	0.0383719	84.89	0.325272
3954.50	65.1170	0.0383901	84.87	0.325291
3955.50	65.0148	0.0384868	84.85	0.325387
3956.50	64.9816	0.0386649	84.84	0.325565
3957.50	64.9858	0.0388434	84.82	0.325744
3958.50	65.1041	0.0384498	84.81	0.325350
3959.50	65.1096	0.0383075	84.79	0.325208
3960.50	64.8797	0.0383586	84.77	0.325259
3961.50	64.9122	0.0387933	84.76	0.325694
3962.50	64.9172	0.0393356	84.74	0.326236
3963.50	65.2156	0.0393591	84.72	0.326260
3964.50	65.3688	0.0394716	84.70	0.326372
3965.50	65.2075	0.0394377	84.69	0.326338
3966.50	65.1765	0.0397356	84.67	0.326636
3967.50	65.0733	0.0399713	84.66	0.326872
3968.50	65.3333	0.0399086	84.64	0.326809
3969.50	65.3635	0.0395504	84.62	0.326451
3970.50	65.0752	0.0393538	84.61	0.326254
3971.50	64.9912	0.0395367	84.59	0.326437
3972.50	64.8383	0.0398340	84.57	0.326735
3973.50	65.1667	0.0398556	84.56	0.326756
3974.50	65.1471	0.0397296	84.54	0.326630
3975.50	65.0386	0.0396529	84.52	0.326553
3976.50	64.8567	0.0394873	84.51	0.326388
3977.50	64.7048	0.0397589	84.49	0.326659
3978.50	65.0155	0.0397625	84.47	0.326663
3979.50	65.0508	0.0397001	84.46	0.326601
3980.50	64.9412	0.0399186	84.44	0.326819
3981.50	64.9457	0.0402238	84.42	0.327124
3982.50	64.7699	0.0405241	84.41	0.327425
3983.50	65.0251	0.0402883	84.39	0.327189
3984.50	64.8584	0.0403251	84.38	0.327226
3985.50	65.0454	0.0403343	84.36	0.327235
3986.50	64.9486	0.0406331	84.34	0.327534
3987.50	64.9905	0.0411329	84.33	0.328034
3988.50	65.1399	0.0411969	84.31	0.328097
3989.50	65.0671	0.0408368	84.29	0.327737
3990.50	65.0480	0.0410586	84.28	0.327959
3991.50	64.9830	0.0413022	84.26	0.328203
3992.50	64.8816	0.0416851	84.24	0.328586
3993.50	65.0680	0.0411032	84.23	0.328004
3994.50	64.9427	0.0408544	84.21	0.327755
3995.50	64.9746	0.0412973	84.19	0.328198
3996.50	64.9786	0.0414694	84.18	0.328370
3997.50	64.7354	0.0416910	84.16	0.328592
3998.50	65.0936	0.0417566	84.15	0.328657
3999.50	65.1411	0.0417082	84.13	0.328609
4000.50	64.8905	0.0416186	84.11	0.328519
4001.50	64.7048	0.0416003	84.10	0.328501
4002.50	64.7330	0.0423374	84.08	0.329238
4003.50	65.0877	0.0422406	84.06	0.329141
4004.50	65.1509	0.0421639	84.05	0.329064
4005.50	65.0312	0.0423176	84.03	0.329218
4006.50	65.1833	0.0428343	84.01	0.329735
4007.50	65.0456	0.0429899	84.00	0.329890
4008.50	65.3070	0.0430231	83.98	0.329924
4009.50	65.1254	0.0427705	83.97	0.329671
4010.50	65.1341	0.0430193	83.95	0.329920
4011.50	65.1424	0.0431195	83.93	0.330020
4012.50	64.9637	0.0435987	83.92	0.330499
4013.50	65.3398	0.0435019	83.90	0.330402
4014.50	65.6483	0.0439641	83.88	0.330865
4015.50	65.4907	0.0441439	83.87	0.331044
4016.50	65.3329	0.0441994	83.85	0.331100
4017.50	65.2855	0.0445045	83.84	0.331405
4018.50	65.4652	0.0442719	83.82	0.331172
4019.50	65.5020	0.0440725	83.80	0.330973
4020.50	65.2463	0.0440758	83.78	0.330976
4021.50	65.1223	0.0440608	83.77	0.330961
4022.50	65.1847	0.0446538	83.75	0.331554
4023.50	65.4099	0.0443525	83.73	0.331253
4024.50	65.3696	0.0442412	83.72	0.331142
4025.50	65.0332	0.0438471	83.70	0.330748
4026.50	65.0526	0.0441902	83.69	0.331091
4027.50	64.9985	0.0442995	83.67	0.331200
4028.50	65.0677	0.0438759	83.65	0.330777
4029.50	64.8028	0.0433648	83.63	0.330265
4030.50	64.6497	0.0434883	83.62	0.330389
4031.50	64.6732	0.0437047	83.60	0.330605
4032.50	64.7578	0.0439604	83.59	0.330861
4033.50	64.9980	0.0438969	83.57	0.330797
4034.50	65.0825	0.0441415	83.55	0.331042
4035.50	64.9004	0.0441795	83.54	0.331080
4036.50	64.6880	0.0443961	83.52	0.331297
4037.50	64.7041	0.0447012	83.50	0.331602
4038.50	64.8075	0.0444265	83.49	0.331327
4039.50	64.9015	0.0446125	83.47	0.331513
4040.50	64.7629	0.0447389	83.45	0.331639
4041.50	64.5342	0.0444948	83.44	0.331395
4042.50	64.7563	0.0450151	83.42	0.331916
4043.50	65.0176	0.0447224	83.40	0.331623
4044.50	64.7764	0.0447207	83.39	0.331621
4045.50	64.7832	0.0450010	83.37	0.331902
4046.50	64.6973	0.0451496	83.35	0.332050
4047.50	64.7183	0.0454863	83.34	0.332387
4048.50	64.9898	0.0455142	83.32	0.332415
4049.50	64.9301	0.0452085	83.30	0.332109
4050.50	64.6449	0.0449160	83.29	0.331817
4051.50	64.6358	0.0452828	83.27	0.332183
4052.50	64.5163	0.0455996	83.25	0.332500
4053.50	64.7385	0.0454058	83.24	0.332306
4054.50	64.8695	0.0456210	83.22	0.332522
4055.50	64.9059	0.0461340	83.21	0.333035
4056.50	64.9291	0.0464457	83.19	0.333346
4057.50	64.8384	0.0466632	83.17	0.333564
4058.50	65.0601	0.0465875	83.15	0.333488
4059.50	64.9540	0.0464056	83.14	0.333306
4060.50	64.7012	0.0461824	83.12	0.333083
4061.50	64.4772	0.0460758	83.10	0.332976
4062.50	64.4551	0.0463662	83.09	0.333267
4063.50	64.7652	0.0462665	83.07	0.333167
4064.50	64.7268	0.0463968	83.06	0.333297
4065.50	64.5918	0.0465004	83.04	0.333401
4066.50	64.5904	0.0467108	83.02	0.333611
4067.50	64.6241	0.0468719	83.01	0.333772
4068.50	64.7469	0.0466875	82.99	0.333588
4069.50	64.7390	0.0466709	82.97	0.333572
4070.50	64.6649	0.0467978	82.95	0.333698
4071.50	64.7541	0.0471696	82.94	0.334070
4072.50	64.6026	0.0475036	82.92	0.334404
4073.50	64.8968	0.0471405	82.91	0.334041
4074.50	64.7659	0.0471785	82.89	0.334079
4075.50	64.6754	0.0472123	82.87	0.334113
4076.50	64.7983	0.0477285	82.86	0.334629
4077.50	64.8741	0.0481367	82.84	0.335037
4078.50	64.9866	0.0480539	82.82	0.334955
4079.50	65.0068	0.0480880	82.81	0.334989
4080.50	65.0161	0.0483056	82.79	0.335206
4081.50	64.8836	0.0483848	82.77	0.335285
4082.50	64.9497	0.0486464	82.76	0.335547
4083.50	65.1155	0.0484557	82.74	0.335356
4084.50	64.9471	0.0482775	82.72	0.335178
4085.50	64.9153	0.0483017	82.71	0.335202
4086.50	64.8136	0.0484659	82.69	0.335367
4087.50	64.9443	0.0489695	82.68	0.335870
4088.50	65.1283	0.0488267	82.66	0.335727
4089.50	65.0854	0.0490363	82.64	0.335937
4090.50	65.1117	0.0493543	82.62	0.336255
4091.50	65.0838	0.0496979	82.61	0.336598
4092.50	65.0652	0.0498559	82.59	0.336756
4093.50	65.1423	0.0493419	82.58	0.336242
4094.50	65.0467	0.0493095	82.56	0.336210
4095.50	64.9922	0.0493998	82.54	0.336300
4096.50	64.6804	0.0494084	82.53	0.336309
4097.50	64.7711	0.0495476	82.51	0.336448
4098.50	65.1665	0.0496848	82.49	0.336585
4099.50	65.2034	0.0499673	82.48	0.336868
4100.50	65.0633	0.0500415	82.46	0.336942
4101.50	64.9835	0.0502201	82.44	0.337121
4102.50	64.9953	0.0505122	82.43	0.337413
4103.50	65.2229	0.0502168	82.41	0.337117
4104.50	65.1530	0.0503553	82.39	0.337256
4105.50	65.1033	0.0503223	82.38	0.337223
4106.50	64.9906	0.0504595	82.36	0.337360
4107.50	64.9094	0.0504063	82.34	0.337307
4108.50	65.0949	0.0502729	82.33	0.337174
4109.50	65.0114	0.0503278	82.31	0.337228
4110.50	64.8477	0.0504307	82.30	0.337331
4111.50	64.7082	0.0506648	82.28	0.337565
4112.50	64.7891	0.0508749	82.26	0.337776
4113.50	64.8997	0.0506642	82.25	0.337565
4114.50	64.8325	0.0506165	82.23	0.337517
4115.50	64.7262	0.0505227	82.21	0.337423
4116.50	64.5969	0.0508383	82.20	0.337739
4117.50	64.6148	0.0507508	82.18	0.337651
4118.50	64.7563	0.0506090	82.16	0.337510
4119.50	64.7807	0.0506382	82.15	0.337539
4120.50	64.6138	0.0507032	82.13	0.337604
4121.50	64.5580	0.0511234	82.11	0.338024
4122.50	64.6799	0.0513758	82.10	0.338276
4123.50	64.8879	0.0511981	82.08	0.338099
4124.50	64.7903	0.0513238	82.06	0.338224
4125.50	64.6834	0.0515152	82.05	0.338416
4126.50	64.6791	0.0519371	82.03	0.338838
4127.50	64.7715	0.0521599	82.01	0.339061
4128.50	64.9599	0.0519914	82.00	0.338892
4129.50	64.9616	0.0518553	81.98	0.338756
4130.50	64.7071	0.0519074	81.97	0.338808
4131.50	64.6868	0.0524717	81.95	0.339372
4132.50	65.0947	0.0533290	81.93	0.340230
4133.50	65.4075	0.0532141	81.91	0.340115
4134.50	65.2135	0.0529387	81.90	0.339839
4135.50	65.0796	0.0528913	81.88	0.339792
4136.50	64.7531	0.0529137	81.87	0.339814
4137.50	65.0182	0.0532073	81.85	0.340108
4138.50	65.1102	0.0529654	81.83	0.339866
4139.50	64.9232	0.0529274	81.82	0.339828
4140.50	64.8481	0.0532578	81.80	0.340158
4141.50	64.8812	0.0536528	81.78	0.340553
4142.50	65.0749	0.0539286	81.77	0.340829
4143.50	65.2870	0.0538694	81.75	0.340770
4144.50	65.1892	0.0538711	81.73	0.340772
4145.50	65.1399	0.0539594	81.71	0.340860
4146.50	64.9916	0.0540550	81.70	0.340956
4147.50	65.0608	0.0540430	81.68	0.340944
4148.50	65.2496	0.0538080	81.67	0.340709
4149.50	65.1429	0.0538825	81.65	0.340783
4150.50	65.0924	0.0542670	81.63	0.341168
4151.50	65.0937	0.0548148	81.62	0.341715
4152.50	65.4315	0.0553426	81.60	0.342243
4153.50	65.6135	0.0553664	81.58	0.342267
4154.50	65.5851	0.0555045	81.56	0.342405
4155.50	65.5202	0.0556202	81.55	0.342521
4156.50	65.3329	0.0559126	81.53	0.342813
4157.50	65.4225	0.0556741	81.52	0.342575
4158.50	65.3247	0.0551213	81.50	0.342022
4159.50	65.2567	0.0551088	81.48	0.342009
4160.50	64.9702	0.0549143	81.47	0.341815
4161.50	64.9767	0.0553337	81.45	0.342234
4162.50	65.0535	0.0552438	81.43	0.342144
4163.50	64.9829	0.0549019	81.42	0.341802
4164.50	64.9778	0.0550305	81.40	0.341931
4165.50	64.9804	0.0552130	81.39	0.342114
4166.50	64.9085	0.0555060	81.37	0.342407
4167.50	64.9723	0.0555924	81.35	0.342493
4168.50	65.0207	0.0554157	81.34	0.342316
4169.50	64.9182	0.0554364	81.32	0.342337
4170.50	64.8688	0.0556068	81.30	0.342507
4171.50	64.7075	0.0556843	81.29	0.342585
4172.50	64.9246	0.0558616	81.27	0.342762
4173.50	64.9823	0.0557480	81.25	0.342649
4174.50	64.9896	0.0560449	81.24	0.342945
4175.50	64.9188	0.0561439	81.22	0.343044
4176.50	64.7131	0.0564789	81.20	0.343379
4177.50	64.8626	0.0564717	81.19	0.343372
4178.50	64.9642	0.0563185	81.17	0.343219
4179.50	64.9201	0.0560483	81.15	0.342949
4180.50	64.8701	0.0563747	81.14	0.343275
4181.50	64.8589	0.0568551	81.12	0.343756
4182.50	64.9445	0.0567864	81.10	0.343687
