Filename	Ni50Fe27Ga23 11_1 s1
2862.50	97.1667	0.0294853	102.24	0.222715
2863.50	97.0438	0.0296878	102.23	0.222917
2864.50	97.2531	0.0295452	102.21	0.222775
2865.50	97.2547	0.0294932	102.19	0.222723
2866.50	97.1984	0.0296070	102.18	0.222836
2867.50	97.2796	0.0300239	102.16	0.223253
2868.50	97.0971	0.0301848	102.14	0.223414
2869.50	97.2567	0.0295271	102.13	0.222756
2870.50	97.1069	0.0295610	102.11	0.222790
2871.50	97.0712	0.0298445	102.09	0.223074
2872.50	96.8183	0.0301276	102.08	0.223357
2873.50	97.0796	0.0304849	102.06	0.223714
2874.50	97.2053	0.0304497	102.04	0.223679
2875.50	97.2274	0.0304735	102.03	0.223703
2876.50	97.2664	0.0306244	102.01	0.223854
2877.50	97.2356	0.0310495	101.99	0.224279
2878.50	97.1638	0.0312007	101.98	0.224430
2879.50	97.4789	0.0311046	101.96	0.224334
2880.50	97.4072	0.0310050	101.95	0.224234
2881.50	97.3134	0.0311788	101.93	0.224408
2882.50	97.0781	0.0311847	101.91	0.224414
2883.50	97.2109	0.0315695	101.90	0.224799
2884.50	97.5071	0.0316090	101.88	0.224838
2885.50	97.4808	0.0314863	101.86	0.224716
2886.50	97.4208	0.0316997	101.85	0.224929
2887.50	97.2204	0.0319804	101.83	0.225210
2888.50	97.3274	0.0324482	101.81	0.225678
2889.50	97.5627	0.0322443	101.80	0.225474
2890.50	97.5464	0.0321951	101.78	0.225424
2891.50	97.3570	0.0322029	101.76	0.225432
2892.50	97.2594	0.0325219	101.75	0.225751
2893.50	97.3475	0.0328956	101.73	0.226125
2894.50	97.6727	0.0327690	101.71	0.225998
2895.50	97.6000	0.0327386	101.70	0.225968
2896.50	97.3537	0.0326749	101.68	0.225904
2897.50	97.4002	0.0328999	101.66	0.226129
2898.50	97.4029	0.0331017	101.65	0.226331
2899.50	97.5583	0.0328691	101.63	0.226098
2900.50	97.4267	0.0328870	101.61	0.226116
2901.50	97.4289	0.0330538	101.60	0.226283
2902.50	97.3479	0.0333459	101.58	0.226575
2903.50	97.3476	0.0335787	101.56	0.226808
2904.50	97.5324	0.0335375	101.55	0.226767
2905.50	97.5736	0.0334598	101.53	0.226689
2906.50	97.4921	0.0335007	101.51	0.226730
2907.50	97.2647	0.0335219	101.50	0.226751
2908.50	97.3202	0.0339962	101.48	0.227226
2909.50	97.5656	0.0339003	101.46	0.227130
2910.50	97.4387	0.0338078	101.45	0.227037
2911.50	97.4072	0.0338728	101.43	0.227102
2912.50	97.2079	0.0339229	101.41	0.227152
2913.50	97.3853	0.0345635	101.40	0.227793
2914.50	97.6548	0.0345028	101.38	0.227732
2915.50	97.4386	0.0338389	101.36	0.227068
2916.50	97.3334	0.0340488	101.35	0.227278
2917.50	97.1984	0.0343705	101.33	0.227600
2918.50	97.3148	0.0348262	101.31	0.228056
2919.50	97.4966	0.0347171	101.30	0.227946
2920.50	97.5556	0.0348417	101.28	0.228071
2921.50	97.5261	0.0351842	101.27	0.228414
2922.50	97.2811	0.0353384	101.25	0.228568
2923.50	97.3908	0.0354634	101.23	0.228693
2924.50	97.6674	0.0353543	101.21	0.228584
2925.50	97.7335	0.0355943	101.20	0.228824
2926.50	97.6589	0.0357543	101.18	0.228984
2927.50	97.3387	0.0356351	101.17	0.228864
2928.50	97.4237	0.0358348	101.15	0.229064
2929.50	97.6552	0.0356155	101.13	0.228845
2930.50	97.6667	0.0358112	101.12	0.229041
2931.50	97.4425	0.0357904	101.10	0.229020
2932.50	97.3999	0.0360191	101.08	0.229248
2933.50	97.4277	0.0363620	101.07	0.229591
2934.50	97.7202	0.0364996	101.05	0.229729
2935.50	97.7352	0.0363143	101.03	0.229544
2936.50	97.4739	0.0361165	101.02	0.229346
2937.50	97.3635	0.0363764	101.00	0.229606
2938.50	97.6094	0.0369530	100.98	0.230182
2939.50	97.5928	0.0364665	100.97	0.229696
2940.50	97.5032	0.0363097	100.95	0.229539
2941.50	97.3952	0.0363806	100.93	0.229610
2942.50	97.3712	0.0370717	100.92	0.230301
2943.50	97.6087	0.0374998	100.90	0.230729
2944.50	97.7198	0.0372172	100.88	0.230447
2945.50	97.6846	0.0372219	100.87	0.230451
2946.50	97.5657	0.0372853	100.85	0.230515
2947.50	97.5028	0.0375464	100.83	0.230776
2948.50	97.5084	0.0375946	100.82	0.230824
2949.50	97.6968	0.0375759	100.80	0.230805
2950.50	97.8886	0.0380172	100.78	0.231247
2951.50	97.7780	0.0379761	100.77	0.231205
2952.50	97.5766	0.0381710	100.75	0.231400
2953.50	97.6082	0.0379148	100.73	0.231144
2954.50	97.7548	0.0378739	100.72	0.231103
2955.50	97.6106	0.0378179	100.70	0.231047
2956.50	97.3820	0.0375289	100.68	0.230758
2957.50	97.2570	0.0377202	100.67	0.230950
2958.50	97.3474	0.0376894	100.65	0.230919
2959.50	97.4877	0.0376218	100.64	0.230851
2960.50	97.4385	0.0376029	100.62	0.230832
2961.50	97.3027	0.0376770	100.60	0.230906
2962.50	97.2141	0.0380911	100.59	0.231320
2963.50	97.3831	0.0382800	100.57	0.231509
2964.50	97.7783	0.0384399	100.55	0.231669
2965.50	97.5308	0.0380867	100.54	0.231316
2966.50	97.4988	0.0383322	100.52	0.231562
2967.50	97.4922	0.0387458	100.50	0.231975
2968.50	97.4436	0.0387878	100.49	0.232017
2969.50	97.5986	0.0384919	100.47	0.231721
2970.50	97.5096	0.0387690	100.45	0.231998
2971.50	97.4243	0.0386625	100.44	0.231892
2972.50	97.2490	0.0387763	100.42	0.232006
2973.50	97.2724	0.0388129	100.40	0.232042
2974.50	97.4121	0.0385179	100.39	0.231747
2975.50	97.2402	0.0383481	100.37	0.231577
2976.50	97.2320	0.0385551	100.35	0.231784
2977.50	97.0708	0.0388376	100.34	0.232067
2978.50	97.3640	0.0393049	100.32	0.232534
2979.50	97.4990	0.0390629	100.30	0.232292
2980.50	97.4687	0.0393564	100.29	0.232586
2981.50	97.2832	0.0392325	100.27	0.232462
2982.50	97.2079	0.0394467	100.25	0.232676
2983.50	97.2677	0.0395527	100.24	0.232782
2984.50	97.3486	0.0393806	100.22	0.232610
2985.50	97.3622	0.0392969	100.20	0.232526
2986.50	97.3339	0.0395708	100.19	0.232800
2987.50	97.1858	0.0398266	100.17	0.233056
2988.50	97.3474	0.0400205	100.15	0.233250
2989.50	97.4796	0.0399554	100.14	0.233185
2990.50	97.3562	0.0399994	100.12	0.233229
2991.50	97.2902	0.0402150	100.10	0.233444
2992.50	97.2253	0.0404496	100.09	0.233679
2993.50	97.4337	0.0404824	100.07	0.233712
2994.50	97.3279	0.0401636	100.05	0.233393
2995.50	97.3761	0.0402371	100.04	0.233466
2996.50	97.3740	0.0406029	100.02	0.233832
2997.50	97.1348	0.0407301	100.00	0.233959
2998.50	97.3345	0.0408625	99.99	0.234092
2999.50	97.6036	0.0409697	99.97	0.234199
3000.50	97.5636	0.0412887	99.95	0.234518
3001.50	97.4880	0.0415776	99.94	0.234807
3002.50	97.2879	0.0419286	99.92	0.235158
3003.50	97.7737	0.0421037	99.90	0.235333
3004.50	97.8415	0.0420256	99.89	0.235255
3005.50	97.8316	0.0420367	99.87	0.235266
3006.50	97.5641	0.0420008	99.85	0.235230
3007.50	97.5323	0.0422554	99.84	0.235485
3008.50	97.4432	0.0423341	99.82	0.235563
3009.50	97.7542	0.0422668	99.80	0.235496
3010.50	97.7499	0.0425168	99.79	0.235746
3011.50	97.5706	0.0425389	99.77	0.235768
3012.50	97.5407	0.0429757	99.76	0.236205
3013.50	97.7650	0.0429027	99.74	0.236132
3014.50	97.7328	0.0427460	99.72	0.235975
3015.50	97.7614	0.0428655	99.71	0.236095
3016.50	97.7208	0.0429253	99.69	0.236155
3017.50	97.6098	0.0433109	99.67	0.236540
3018.50	97.8876	0.0432415	99.66	0.236471
3019.50	97.7885	0.0430003	99.64	0.236230
3020.50	97.8014	0.0432320	99.62	0.236461
3021.50	97.6955	0.0433776	99.61	0.236607
3022.50	97.6067	0.0437018	99.59	0.236931
3023.50	97.7824	0.0439606	99.57	0.237190
3024.50	98.0150	0.0438379	99.56	0.237067
3025.50	97.9102	0.0437826	99.54	0.237012
3026.50	97.6207	0.0437548	99.52	0.236984
3027.50	97.5523	0.0440550	99.51	0.237284
3028.50	97.6064	0.0439685	99.49	0.237198
3029.50	97.7798	0.0439419	99.47	0.237171
3030.50	97.5807	0.0437720	99.46	0.237001
3031.50	97.5119	0.0437914	99.44	0.237021
3032.50	97.4681	0.0443045	99.42	0.237534
3033.50	97.6333	0.0443597	99.41	0.237589
3034.50	97.7350	0.0443323	99.39	0.237562
3035.50	97.6422	0.0442918	99.37	0.237521
3036.50	97.6168	0.0445726	99.36	0.237802
3037.50	97.4643	0.0447426	99.34	0.237972
3038.50	97.6309	0.0446224	99.32	0.237852
3039.50	97.6083	0.0443589	99.31	0.237588
3040.50	97.3263	0.0440393	99.29	0.237269
3041.50	97.3052	0.0441896	99.27	0.237419
3042.50	97.1625	0.0445168	99.26	0.237746
3043.50	97.2360	0.0442955	99.24	0.237525
3044.50	97.1910	0.0439597	99.22	0.237189
3045.50	97.0618	0.0437054	99.21	0.236935
3046.50	96.9630	0.0439336	99.19	0.237163
3047.50	96.9106	0.0444928	99.17	0.237722
3048.50	97.2777	0.0445633	99.16	0.237793
3049.50	97.5233	0.0447562	99.14	0.237985
3050.50	97.4626	0.0451328	99.12	0.238362
3051.50	97.3231	0.0452711	99.11	0.238500
3052.50	97.3658	0.0456820	99.09	0.238911
3053.50	97.6498	0.0454563	99.07	0.238686
3054.50	97.4569	0.0451997	99.06	0.238429
3055.50	97.3106	0.0451326	99.04	0.238362
3056.50	97.2147	0.0453986	99.02	0.238628
3057.50	97.1262	0.0456417	99.01	0.238871
3058.50	97.3437	0.0455626	98.99	0.238792
3059.50	97.5406	0.0459560	98.97	0.239185
3060.50	97.4193	0.0458653	98.96	0.239095
3061.50	97.3582	0.0460563	98.94	0.239286
3062.50	97.5276	0.0469272	98.92	0.240157
3063.50	97.6433	0.0465254	98.91	0.239755
3064.50	97.6697	0.0463352	98.89	0.239565
3065.50	97.4951	0.0461969	98.87	0.239426
3066.50	97.2778	0.0462078	98.86	0.239437
3067.50	97.2309	0.0466823	98.84	0.239912
3068.50	97.5452	0.0466350	98.83	0.239864
3069.50	97.5485	0.0465007	98.81	0.239730
3070.50	97.4393	0.0465533	98.79	0.239783
3071.50	97.2944	0.0466244	98.77	0.239854
3072.50	97.3618	0.0472194	98.76	0.240449
3073.50	97.6719	0.0471688	98.74	0.240398
3074.50	97.6885	0.0472638	98.72	0.240493
3075.50	97.5674	0.0472107	98.71	0.240440
3076.50	97.3919	0.0472766	98.69	0.240506
3077.50	97.3215	0.0475684	98.67	0.240798
3078.50	97.5192	0.0475602	98.66	0.240790
3079.50	97.5085	0.0473206	98.64	0.240550
3080.50	97.4201	0.0472782	98.62	0.240508
3081.50	97.4109	0.0475399	98.61	0.240769
3082.50	97.4400	0.0478783	98.59	0.241108
3083.50	97.6078	0.0475945	98.57	0.240824
3084.50	97.4989	0.0475860	98.56	0.240815
3085.50	97.3949	0.0474094	98.54	0.240639
3086.50	97.3282	0.0477365	98.52	0.240966
3087.50	97.1831	0.0480996	98.51	0.241329
3088.50	97.4683	0.0480092	98.49	0.241239
3089.50	97.6356	0.0484308	98.47	0.241660
3090.50	97.8209	0.0491113	98.46	0.242341
3091.50	97.8329	0.0493459	98.44	0.242575
3092.50	97.5380	0.0493253	98.42	0.242555
3093.50	97.9753	0.0494008	98.41	0.242630
3094.50	97.9243	0.0492219	98.39	0.242451
3095.50	97.6131	0.0487912	98.37	0.242021
3096.50	97.4547	0.0489144	98.36	0.242144
3097.50	97.3544	0.0491004	98.34	0.242330
3098.50	97.6194	0.0489843	98.32	0.242214
3099.50	97.5090	0.0487239	98.31	0.241953
3100.50	97.3586	0.0487170	98.29	0.241946
3101.50	97.2588	0.0487657	98.27	0.241995
3102.50	97.2300	0.0492697	98.26	0.242499
3103.50	97.5455	0.0492417	98.24	0.242471
3104.50	97.5255	0.0492841	98.22	0.242513
3105.50	97.4198	0.0494192	98.21	0.242649
3106.50	97.3334	0.0497505	98.19	0.242980
3107.50	97.3217	0.0500997	98.17	0.243329
3108.50	97.6883	0.0501962	98.16	0.243425
3109.50	97.6078	0.0498858	98.14	0.243115
3110.50	97.4426	0.0498861	98.12	0.243115
3111.50	97.2682	0.0498572	98.11	0.243087
3112.50	97.0579	0.0497775	98.09	0.243007
3113.50	97.2932	0.0493753	98.07	0.242605
3114.50	97.3156	0.0495345	98.06	0.242764
3115.50	97.1144	0.0493368	98.04	0.242566
3116.50	97.1616	0.0496274	98.02	0.242857
3117.50	96.8675	0.0498877	98.01	0.243117
3118.50	97.3858	0.0500683	97.99	0.243298
3119.50	97.3021	0.0500135	97.97	0.243243
3120.50	97.2901	0.0502020	97.96	0.243431
3121.50	97.1328	0.0502184	97.94	0.243448
3122.50	97.1209	0.0507050	97.92	0.243934
3123.50	97.4716	0.0505232	97.91	0.243753
3124.50	97.4392	0.0504514	97.89	0.243681
3125.50	97.1620	0.0503578	97.87	0.243587
3126.50	97.1613	0.0507064	97.86	0.243936
3127.50	97.1469	0.0509073	97.84	0.244137
3128.50	97.3243	0.0505562	97.82	0.243786
3129.50	97.4046	0.0506227	97.81	0.243852
3130.50	97.2847	0.0508716	97.79	0.244101
3131.50	97.1319	0.0509880	97.77	0.244217
3132.50	97.0663	0.0514310	97.76	0.244660
3133.50	97.4385	0.0513027	97.74	0.244532
3134.50	97.2897	0.0511320	97.72	0.244361
3135.50	97.2943	0.0514286	97.71	0.244658
3136.50	97.3037	0.0517117	97.69	0.244941
3137.50	97.1626	0.0517515	97.67	0.244981
3138.50	97.4794	0.0517782	97.66	0.245008
3139.50	97.6255	0.0519822	97.64	0.245212
3140.50	97.4233	0.0521477	97.62	0.245377
3141.50	97.3735	0.0522829	97.61	0.245512
3142.50	97.3132	0.0526114	97.59	0.245841
3143.50	97.5018	0.0522464	97.57	0.245476
3144.50	97.5082	0.0522569	97.56	0.245486
3145.50	97.4714	0.0524659	97.54	0.245695
3146.50	97.2930	0.0526691	97.52	0.245898
3147.50	97.3696	0.0530424	97.51	0.246272
3148.50	97.4989	0.0526567	97.49	0.245886
3149.50	97.4608	0.0526422	97.47	0.245872
3150.50	97.3430	0.0528750	97.46	0.246104
3151.50	97.3353	0.0532574	97.44	0.246487
3152.50	97.2394	0.0535638	97.42	0.246793
3153.50	97.4767	0.0532464	97.41	0.246476
3154.50	97.3310	0.0531037	97.39	0.246333
3155.50	97.3132	0.0532521	97.37	0.246481
3156.50	97.2990	0.0536759	97.36	0.246905
3157.50	97.3420	0.0540321	97.34	0.247261
3158.50	97.4057	0.0535365	97.32	0.246766
3159.50	97.4639	0.0535921	97.31	0.246821
3160.50	97.4077	0.0536736	97.29	0.246903
3161.50	97.2667	0.0538976	97.27	0.247127
3162.50	97.4294	0.0544744	97.26	0.247704
3163.50	97.7126	0.0541369	97.24	0.247366
3164.50	97.4206	0.0537158	97.22	0.246945
3165.50	97.3922	0.0541620	97.21	0.247391
3166.50	97.2753	0.0545563	97.19	0.247786
3167.50	97.3397	0.0548589	97.17	0.248088
3168.50	97.5992	0.0546204	97.16	0.247850
3169.50	97.6620	0.0547880	97.14	0.248017
3170.50	97.5286	0.0547832	97.12	0.248013
3171.50	97.2895	0.0547781	97.11	0.248007
3172.50	97.3596	0.0553399	97.09	0.248569
3173.50	97.5627	0.0552583	97.07	0.248488
3174.50	97.6701	0.0550736	97.06	0.248303
3175.50	97.4629	0.0550441	97.04	0.248273
3176.50	97.4269	0.0552631	97.02	0.248492
3177.50	97.5487	0.0556841	97.01	0.248913
3178.50	97.7070	0.0553816	96.99	0.248611
3179.50	97.6059	0.0553008	96.97	0.248530
3180.50	97.2569	0.0550846	96.96	0.248314
3181.50	97.2350	0.0553442	96.94	0.248574
3182.50	97.2829	0.0555434	96.92	0.248773
3183.50	97.6198	0.0555303	96.91	0.248760
3184.50	97.3903	0.0553244	96.89	0.248554
3185.50	97.2335	0.0553241	96.87	0.248553
3186.50	97.3052	0.0558997	96.86	0.249129
3187.50	97.2337	0.0561154	96.84	0.249345
3188.50	97.4837	0.0559715	96.82	0.249201
3189.50	97.4559	0.0559675	96.81	0.249197
3190.50	97.3550	0.0560161	96.79	0.249245
3191.50	97.2619	0.0564369	96.77	0.249666
3192.50	97.3378	0.0567958	96.76	0.250025
3193.50	97.5822	0.0566511	96.74	0.249880
3194.50	97.4120	0.0565125	96.72	0.249742
3195.50	97.4312	0.0566627	96.71	0.249892
3196.50	97.4409	0.0571577	96.69	0.250387
3197.50	97.4911	0.0573290	96.67	0.250558
3198.50	97.5910	0.0571187	96.66	0.250348
3199.50	97.6279	0.0571868	96.64	0.250416
3200.50	97.4353	0.0572841	96.62	0.250513
3201.50	97.3633	0.0574246	96.61	0.250654
3202.50	97.2269	0.0573138	96.59	0.250543
3203.50	97.3891	0.0569545	96.57	0.250184
3204.50	97.3611	0.0570977	96.56	0.250327
3205.50	97.1383	0.0570790	96.54	0.250308
3206.50	97.2843	0.0575824	96.52	0.250812
3207.50	97.4569	0.0579885	96.51	0.251218
3208.50	97.3839	0.0577412	96.49	0.250971
3209.50	97.5215	0.0577781	96.47	0.251007
3210.50	97.3738	0.0579213	96.46	0.251151
3211.50	97.3292	0.0581721	96.44	0.251401
3212.50	97.3453	0.0584198	96.42	0.251649
3213.50	97.3905	0.0580722	96.41	0.251302
3214.50	97.3867	0.0580709	96.39	0.251300
3215.50	97.4856	0.0583887	96.37	0.251618
3216.50	97.3163	0.0586037	96.35	0.251833
3217.50	97.4009	0.0588649	96.34	0.252094
3218.50	97.7350	0.0589494	96.32	0.252179
3219.50	97.6327	0.0589151	96.31	0.252144
3220.50	97.5467	0.0588728	96.29	0.252102
3221.50	97.3118	0.0589418	96.27	0.252171
3222.50	97.3741	0.0590065	96.26	0.252236
3223.50	97.3507	0.0586234	96.24	0.251853
3224.50	97.3607	0.0587373	96.22	0.251967
3225.50	97.4520	0.0591437	96.21	0.252373
3226.50	97.3439	0.0594241	96.19	0.252653
3227.50	97.4716	0.0595275	96.17	0.252757
3228.50	97.6708	0.0596298	96.16	0.252859
3229.50	97.5470	0.0594450	96.14	0.252674
3230.50	97.5112	0.0597888	96.12	0.253018
3231.50	97.5386	0.0603736	96.11	0.253603
3232.50	97.8305	0.0609466	96.09	0.254176
3233.50	98.0091	0.0606582	96.07	0.253888
3234.50	97.7677	0.0605516	96.06	0.253781
3235.50	97.7541	0.0606089	96.04	0.253838
3236.50	97.7045	0.0610519	96.02	0.254281
3237.50	97.8662	0.0612142	96.01	0.254444
3238.50	97.9715	0.0609797	95.99	0.254209
3239.50	97.7079	0.0609830	95.97	0.254212
3240.50	97.7012	0.0613550	95.96	0.254584
3241.50	97.6935	0.0614111	95.94	0.254640
3242.50	97.6720	0.0613516	95.92	0.254581
3243.50	97.8352	0.0612264	95.91	0.254456
3244.50	97.8241	0.0613406	95.89	0.254570
3245.50	97.7318	0.0614710	95.87	0.254700
3246.50	97.5421	0.0617267	95.86	0.254956
3247.50	97.8271	0.0619898	95.84	0.255219
3248.50	97.7485	0.0619964	95.83	0.255226
3249.50	97.9325	0.0618315	95.81	0.255061
3250.50	97.7047	0.0619065	95.79	0.255136
3251.50	97.6074	0.0621222	95.78	0.255352
3252.50	97.7532	0.0623029	95.76	0.255532
3253.50	97.8800	0.0619932	95.74	0.255223
3254.50	97.7153	0.0620073	95.73	0.255237
3255.50	97.6877	0.0621436	95.71	0.255373
3256.50	97.5881	0.0625528	95.69	0.255782
3257.50	97.6875	0.0624593	95.68	0.255689
3258.50	97.6899	0.0622685	95.66	0.255498
3259.50	97.7717	0.0625842	95.65	0.255814
3260.50	97.6100	0.0627290	95.63	0.255958
3261.50	97.4932	0.0629138	95.61	0.256143
3262.50	97.6150	0.0628298	95.59	0.256059
3263.50	97.8024	0.0628371	95.58	0.256066
3264.50	97.8883	0.0631328	95.56	0.256362
3265.50	97.5797	0.0626873	95.55	0.255917
3266.50	97.4730	0.0630889	95.53	0.256318
3267.50	97.3924	0.0631235	95.51	0.256353
3268.50	97.6156	0.0626307	95.50	0.255860
3269.50	97.3411	0.0621949	95.48	0.255424
3270.50	97.1022	0.0622308	95.46	0.255460
3271.50	97.0820	0.0627313	95.45	0.255961
3272.50	97.3424	0.0630502	95.43	0.256280
3273.50	97.6430	0.0629841	95.41	0.256213
3274.50	97.4715	0.0629731	95.40	0.256202
3275.50	97.4969	0.0632803	95.38	0.256510
3276.50	97.3705	0.0634547	95.37	0.256684
3277.50	97.5781	0.0636555	95.35	0.256885
3278.50	97.5936	0.0633505	95.33	0.256580
3279.50	97.3941	0.0631115	95.32	0.256341
3280.50	97.0424	0.0630364	95.30	0.256266
3281.50	97.0171	0.0633250	95.28	0.256554
3282.50	97.2125	0.0632795	95.27	0.256509
3283.50	97.2677	0.0632861	95.25	0.256515
3284.50	97.4303	0.0636031	95.23	0.256832
3285.50	97.4172	0.0637627	95.22	0.256992
3286.50	97.1215	0.0639977	95.20	0.257227
3287.50	97.5585	0.0642276	95.19	0.257457
3288.50	97.4659	0.0641508	95.17	0.257380
3289.50	97.4034	0.0640365	95.15	0.257266
3290.50	97.4338	0.0643537	95.14	0.257583
3291.50	97.3063	0.0646780	95.12	0.257907
3292.50	97.5287	0.0648386	95.10	0.258068
3293.50	97.5763	0.0644875	95.09	0.257717
3294.50	97.4188	0.0644760	95.07	0.257705
3295.50	97.3027	0.0644901	95.06	0.257719
3296.50	97.2147	0.0648564	95.04	0.258086
3297.50	97.4455	0.0649017	95.02	0.258131
3298.50	97.4176	0.0646843	95.01	0.257914
3299.50	97.4915	0.0647262	94.99	0.257956
3300.50	97.3730	0.0647647	94.97	0.257994
3301.50	97.1807	0.0651518	94.96	0.258381
3302.50	97.4815	0.0652132	94.94	0.258443
3303.50	97.4098	0.0650008	94.93	0.258230
3304.50	97.4142	0.0652801	94.91	0.258509
3305.50	97.4005	0.0656600	94.89	0.258889
3306.50	97.3381	0.0660088	94.88	0.259238
3307.50	97.6268	0.0660262	94.86	0.259256
3308.50	97.6191	0.0659055	94.84	0.259135
3309.50	97.5014	0.0659554	94.83	0.259185
3310.50	97.4554	0.0663134	94.81	0.259543
3311.50	97.3452	0.0666164	94.80	0.259846
3312.50	97.7193	0.0667392	94.78	0.259969
3313.50	97.9650	0.0668427	94.76	0.260072
3314.50	97.7102	0.0667378	94.75	0.259967
3315.50	97.5324	0.0665580	94.73	0.259787
3316.50	97.4570	0.0668551	94.71	0.260084
3317.50	97.5286	0.0666562	94.70	0.259886
3318.50	97.6080	0.0666332	94.68	0.259863
3319.50	97.4887	0.0664514	94.67	0.259681
3320.50	97.3511	0.0666202	94.65	0.259850
3321.50	97.1914	0.0669057	94.63	0.260135
3322.50	97.5669	0.0670046	94.61	0.260234
3323.50	97.5664	0.0666317	94.60	0.259861
3324.50	97.4057	0.0667857	94.58	0.260015
3325.50	97.2393	0.0669989	94.57	0.260228
3326.50	97.1096	0.0672660	94.55	0.260495
3327.50	97.4011	0.0671893	94.53	0.260419
3328.50	97.5894	0.0673248	94.52	0.260554
3329.50	97.3611	0.0670330	94.50	0.260262
3330.50	97.2703	0.0673584	94.48	0.260588
3331.50	97.2522	0.0676709	94.47	0.260900
3332.50	97.3433	0.0675704	94.45	0.260800
3333.50	97.6390	0.0680502	94.44	0.261280
3334.50	97.6720	0.0680926	94.42	0.261322
3335.50	97.6811	0.0682272	94.40	0.261457
3336.50	97.5214	0.0687157	94.39	0.261945
3337.50	97.9420	0.0689065	94.37	0.262136
3338.50	97.7665	0.0685264	94.36	0.261756
3339.50	97.7822	0.0685840	94.34	0.261813
3340.50	97.6206	0.0687537	94.32	0.261983
3341.50	97.6354	0.0692580	94.31	0.262487
3342.50	97.7852	0.0688878	94.29	0.262117
3343.50	97.7918	0.0686727	94.27	0.261902
3344.50	97.4829	0.0684599	94.26	0.261689
3345.50	97.4241	0.0685214	94.24	0.261751
3346.50	97.3485	0.0691205	94.22	0.262350
3347.50	97.6170	0.0690224	94.21	0.262252
3348.50	97.6445	0.0691827	94.19	0.262412
3349.50	97.6409	0.0692222	94.18	0.262452
3350.50	97.5243	0.0693045	94.16	0.262534
3351.50	97.4719	0.0695080	94.14	0.262737
3352.50	97.6067	0.0693733	94.13	0.262603
3353.50	97.5703	0.0692225	94.11	0.262452
3354.50	97.4234	0.0692073	94.09	0.262437
3355.50	97.4007	0.0694797	94.08	0.262709
3356.50	97.2438	0.0697656	94.06	0.262995
3357.50	97.5425	0.0696237	94.04	0.262853
3358.50	97.5048	0.0696711	94.03	0.262900
3359.50	97.5045	0.0697671	94.01	0.262996
3360.50	97.3148	0.0699453	94.00	0.263175
3361.50	97.2423	0.0700056	93.98	0.263235
3362.50	97.4595	0.0698922	93.96	0.263122
3363.50	97.4616	0.0697874	93.95	0.263017
3364.50	97.2902	0.0699032	93.93	0.263133
3365.50	97.1595	0.0699376	93.91	0.263167
3366.50	97.1312	0.0702332	93.90	0.263463
3367.50	97.4106	0.0700738	93.88	0.263303
3368.50	97.2948	0.0697146	93.87	0.262944
3369.50	97.0779	0.0697184	93.85	0.262948
3370.50	96.9920	0.0698893	93.83	0.263119
3371.50	96.9106	0.0701151	93.82	0.263344
3372.50	97.2441	0.0702023	93.80	0.263432
3373.50	97.2836	0.0702078	93.78	0.263437
3374.50	97.1235	0.0701943	93.77	0.263424
3375.50	97.1797	0.0704514	93.75	0.263681
3376.50	97.1602	0.0709347	93.74	0.264164
3377.50	97.4665	0.0708696	93.72	0.264099
3378.50	97.3976	0.0709565	93.70	0.264186
3379.50	97.2626	0.0709602	93.69	0.264190
3380.50	97.1997	0.0712357	93.67	0.264465
3381.50	97.1917	0.0714939	93.65	0.264723
3382.50	97.3020	0.0710153	93.64	0.264245
3383.50	97.2456	0.0707320	93.62	0.263961
3384.50	97.1431	0.0708173	93.60	0.264047
3385.50	97.0506	0.0708566	93.59	0.264086
3386.50	97.1165	0.0715662	93.57	0.264796
3387.50	97.4124	0.0713708	93.55	0.264600
3388.50	97.2985	0.0713446	93.54	0.264574
3389.50	97.1733	0.0714113	93.52	0.264641
3390.50	97.1356	0.0718030	93.51	0.265032
3391.50	97.1500	0.0719637	93.49	0.265193
3392.50	97.3615	0.0717714	93.47	0.265001
3393.50	97.5119	0.0721932	93.46	0.265423
3394.50	97.3684	0.0722933	93.44	0.265523
3395.50	97.2479	0.0722965	93.42	0.265526
3396.50	97.0342	0.0724391	93.41	0.265668
3397.50	97.4114	0.0724725	93.39	0.265702
3398.50	97.2969	0.0722916	93.37	0.265521
3399.50	97.0631	0.0721526	93.36	0.265382
3400.50	96.9572	0.0722542	93.34	0.265484
3401.50	97.1258	0.0725578	93.33	0.265787
3402.50	97.2703	0.0724086	93.31	0.265638
3403.50	97.2722	0.0722883	93.29	0.265518
3404.50	97.2260	0.0725283	93.28	0.265758
3405.50	96.9718	0.0726729	93.26	0.265902
3406.50	96.9113	0.0726933	93.24	0.265923
3407.50	97.1441	0.0724968	93.23	0.265726
3408.50	97.4242	0.0728287	93.21	0.266058
3409.50	97.2485	0.0728017	93.20	0.266031
3410.50	96.9193	0.0727282	93.18	0.265958
3411.50	96.9028	0.0730597	93.16	0.266289
3412.50	97.1217	0.0726771	93.15	0.265906
3413.50	97.1583	0.0727844	93.13	0.266014
3414.50	97.1380	0.0730790	93.11	0.266308
3415.50	97.1761	0.0734972	93.10	0.266727
3416.50	97.0020	0.0738988	93.08	0.267128
3417.50	97.2977	0.0734723	93.06	0.266702
3418.50	97.1633	0.0735950	93.05	0.266824
3419.50	97.4434	0.0738287	93.03	0.267058
3420.50	97.1993	0.0741681	93.01	0.267397
