[Connect DataFile][2.1]
Date:	4/25/2024
Time:	13:10:34
Unit:	°C
Resolution:	0.050/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	800.0	21.8	22.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:133		
000:00:00.050	800.0	21.8	22.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:183		
000:00:00.100	800.0	21.8	22.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:233		
000:00:00.150	800.0	21.8	22.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:283		
000:00:00.200	800.0	21.8	22.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:333		
000:00:00.250	800.0	21.8	22.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:383		
000:00:00.300	800.0	21.8	22.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:433		
000:00:00.350	800.0	21.8	22.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:483		
000:00:00.400	800.0	21.8	22.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:533		
000:00:00.450	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:583		
000:00:00.500	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:633		
000:00:00.550	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:683		
000:00:00.600	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:733		
000:00:00.650	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:783		
000:00:00.700	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:833		
000:00:00.750	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:883		
000:00:00.800	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:933		
000:00:00.850	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:34:983		
000:00:00.900	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:35:033		
000:00:00.950	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:35:083		
000:00:01.000	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:35:133		
000:00:01.050	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:35:183		
000:00:01.100	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:35:233		
000:00:01.150	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:35:283		
000:00:01.200	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:35:333		
000:00:01.250	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:35:383		
000:00:01.300	800.0	21.8	22.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		13:10:35:433		
