Date  25.4.2024
time  13:11:18
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.026  0.128805  1923  94.941  165.629  0.38  34.5  65  3.4688  95.2999
0.075  0.128805  1900.43  94.8171  159.588  0.38  36.1  65  3.4688  95.2999
0.124  0.128805  1826.17  90.0342  1.091  0.4  36.1  65  3.4688  95.2999
0.172  0.257611  1925.97  95.2113  174.935  0.38  36.1  65  3.4688  95.2999
0.221  0.257611  1789.86  90.0637  1.99  0.4  36.1  65  3.4688  95.2999
0.27  0.386416  1981.06  89.8436  5.409  0.37  36.1  65  3.4688  95.2999
0.319  0.386416  1995.26  89.6724  11.407  0.36  36.1  65  3.4688  95.2999
0.367  0.386416  1931.55  89.8979  3.443  0.37  34.5  65  3.4688  95.2999
0.416  0.515221  1922.27  94.8015  160.902  0.38  34.5  65  3.4688  95.2999
0.465  0.515221  1912.19  94.9819  166.057  0.38  34.5  65  3.4688  95.2999
0.513  0.515221  1881.74  95.0539  165.766  0.39  34.5  65  3.4688  95.2999
0.562  0.644026  1936.1  95.0056  168.931  0.38  34.5  65  3.4688  95.2999
0.611  0.644026  1895.4  95.038  166.449  0.38  34.5  65  3.4688  95.2999
0.66  0.772832  1812.9  90.0321  1.016  0.4  35.7  65  3.4688  95.2999
0.709  0.772832  2003.66  89.5511  15.697  0.36  35.7  65  3.4688  95.2999
0.758  0.772832  1974.25  90.0283  0.976  0.37  35.7  65  3.4688  95.2999
0.806  0.901637  2011.87  89.9687  1.1  0.36  35.7  65  3.4688  95.2999
0.855  0.901637  1915.85  96.0589  202.219  0.38  35.7  65  3.4688  95.2999
0.904  1.03044  1876.41  95.5085  180.123  0.39  35.7  65  3.4688  95.2999
0.953  1.03044  2030.74  90.0262  0.928  0.36  34.6  65  3.4688  95.2999
1.001  1.03044  1873.51  95.2203  170.463  0.39  34.6  65  3.4688  95.2999
1.05  1.15925  1876.77  95.2722  172.451  0.39  34.6  65  3.4688  95.2999
1.099  1.15925  1936.1  95.0056  168.931  0.38  34.6  65  3.4688  95.2999
1.148  1.28805  1886.36  96.3644  209.105  0.39  34.6  65  3.4688  95.2999
1.197  1.28805  1943.28  88.0513  66.079  0.37  34.6  65  3.4688  95.2999
1.246  1.28805  1917.59  95.1179  171.061  0.38  34.6  65  3.4688  95.2999
1.295  1.41686  1872.15  94.9483  161.486  0.39  34.8  65  3.4688  95.2999
1.343  1.41686  1978.85  89.9307  2.395  0.37  34.8  65  3.4688  95.2999
1.392  1.54566  1923.11  94.9626  166.361  0.38  34.8  65  3.4688  95.2999
1.441  1.54566  1874.07  95.3355  174.264  0.39  34.8  65  3.4688  95.2999
1.49  1.54566  2037.47  90.0309  1.1  0.36  34.8  65  3.4688  95.2999
1.539  1.67447  1898.15  94.9736  164.564  0.38  34.8  65  3.4688  95.2999
1.588  1.67447  1878.01  95.2177  170.787  0.39  35.1  65  3.4688  95.3999
1.636  1.80327  1938.72  94.8929  165.359  0.37  35.1  65  3.4688  95.3999
1.685  1.80327  1875.3  94.9753  162.636  0.39  35.1  65  3.4688  95.3999
1.734  1.93208  1954.77  88.9674  35.226  0.37  35.1  65  3.4688  95.3999
1.783  1.93208  1991.35  89.6168  13.317  0.36  35.1  65  3.4688  95.5998
1.832  1.93208  1942.47  89.9138  2.922  0.37  35.1  65  3.4688  95.6999
1.88  2.06088  1987.26  89.0088  34.378  0.36  35.2  65  3.4688  95.7998
1.929  2.06088  1922.41  96.1182  204.89  0.38  35.2  65  3.4688  95.7998
1.978  2.18969  1872.39  95.299  172.921  0.39  35.2  65  3.4688  95.7998
2.027  2.18969  2001.38  89.7756  7.839  0.36  35.2  65  3.4688  95.7998
2.075  2.18969  1906.51  96.0634  201.383  0.38  35.2  65  3.4688  95.9998
2.125  2.3185  1885.49  94.0411  132.876  0.38  35.2  65  3.4688  95.9998
2.173  2.3185  1915.35  94.988  166.536  0.38  35.1  65  3.4688  96.0998
2.222  2.4473  1890.78  94.7362  156.116  0.38  35.1  65  3.4688  96.0998
2.271  2.4473  1926.98  88.2314  59.472  0.38  35.1  65  3.4688  96.0998
2.32  2.4473  2000.73  89.7202  9.772  0.36  35.1  65  3.4688  96.0998
2.368  2.57611  1864.56  95.5331  179.782  0.39  35.1  65  3.4688  96.0998
2.417  2.57611  1980.76  89.0075  34.308  0.37  35.1  65  3.4688  96.0998
2.466  2.70491  1906.13  95.0192  166.767  0.38  34.9  65  3.4688  96.0998
2.515  2.70491  1863.48  95.3071  172.362  0.39  34.9  65  3.4688  96.0998
2.563  2.70491  1930.13  95.09  171.243  0.38  34.9  65  3.4688  96.0998
2.612  2.83372  1880.83  95.1752  169.654  0.39  34.9  65  3.4688  96.0998
2.661  2.83372  1807.05  90.0273  0.861  0.4  34.9  65  3.4688  96.0998
2.71  2.96252  2013.44  89.5376  16.249  0.36  34.9  65  3.4688  96.0998
2.759  2.96252  1882.59  96.1974  203.234  0.39  35.4  65  3.4688  96.0998
2.808  3.09133  1889.92  94.0112  132.202  0.38  35.4  65  3.4688  96.0998
2.857  3.09133  1994.99  89.7884  7.366  0.36  35.4  65  3.4688  96.0998
2.905  3.09133  1945.79  89.9334  2.261  0.37  35.4  65  3.4688  96.0998
2.954  3.22013  1997.05  88.8755  39.191  0.36  35.4  65  3.4688  96.0998
3.004  3.22013  1907.47  94.6775  155.549  0.38  35.4  65  3.4688  96.0998
3.052  3.34894  1952.73  89.8596  4.785  0.37  34.6  65  3.4688  96.0998
3.101  3.34894  1939.21  94.9867  168.566  0.37  34.6  65  3.4688  96.0998
3.15  3.34894  1903.7  96.1266  203.174  0.38  34.6  65  3.4688  96.0998
3.198  3.47774  1944.96  89.0621  31.836  0.37  34.6  65  3.4688  96.0998
3.247  3.47774  1933.43  94.8028  161.879  0.38  34.6  65  3.4688  96.0998
3.296  3.60655  1880.69  94.8474  158.922  0.39  34.6  65  3.4688  96.0998
3.345  3.60655  1904.75  95.0532  167.773  0.38  34.2  65  3.4688  96.0998
3.394  3.60655  1915.54  94.7221  157.691  0.38  34.2  65  3.4688  96.0998
3.443  3.73535  1875.31  95.2811  172.608  0.39  34.2  65  3.4688  96.0998
3.491  3.73535  1990.3  88.9914  35.034  0.36  34.2  65  3.4688  96.0998
3.54  3.86416  1914.05  96.3552  211.87  0.38  34.2  65  3.4688  96.0998
3.589  3.86416  1883.76  95.4644  179.385  0.39  34.2  65  3.4688  96.0998
3.638  3.99296  1911.97  95.2475  174.866  0.38  35.2  65  3.4688  96.0998
3.687  3.99296  1895.86  95.1298  169.515  0.38  35.2  65  3.4688  96.0998
3.735  3.99296  1941.24  89.2708  24.706  0.37  35.2  65  3.4688  96.0998
3.784  4.12177  2017.44  89.5937  14.305  0.36  35.2  65  3.4688  96.0998
3.833  4.12177  1812.85  90.0133  0.421  0.4  35.2  65  3.4688  96.0998
3.882  4.25057  1898.39  90.0248  0.822  0.38  35.2  65  3.4688  96.0998
3.931  4.25057  1904.21  94.6506  154.391  0.38  35.2  65  3.4688  96.0998
3.98  4.25057  1868.79  94.8762  158.854  0.39  35.4  65  3.4688  96.0998
4.028  4.37938  1978.85  89.9307  2.395  0.37  35.4  65  3.4688  96.0998
4.077  4.37938  1898.15  94.9736  164.564  0.38  35.4  65  3.4688  96.0998
4.126  4.50819  1861.51  94.0639  131.922  0.39  35.4  65  3.4688  96.0998
4.175  4.50819  2017.84  89.7671  8.204  0.36  35.4  65  3.4688  96.0998
4.224  4.50819  1894.48  96.1308  202.328  0.38  35.4  65  3.4688  96.0998
4.272  4.63699  1965.35  89.0578  32.319  0.37  35.2  65  3.4688  96.0998
4.321  4.63699  2021.29  89.4958  17.786  0.36  35.2  65  3.4688  96.0998
4.37  4.7658  1887.28  94.947  162.747  0.38  35.2  65  3.4688  96.0998
4.419  4.7658  1978.03  89.8594  4.855  0.37  35.2  65  3.4688  96.0998
4.467  4.8946  1992.75  89.8763  4.303  0.36  35.2  65  3.4688  96.0998
4.516  4.8946  1847.59  95.6815  182.908  0.39  35.2  65  3.4688  96.0998
4.565  4.8946  2008.15  89.9322  2.375  0.36  36.1  65  3.4688  96.0998
4.614  5.02341  1905.18  94.8348  160.574  0.38  36.1  65  3.4688  96.0998
4.662  5.02341  1870.49  95.2173  170.089  0.39  36.1  65  3.4688  96.0998
4.711  5.15221  2015.61  89.7193  9.873  0.36  36.1  65  3.4688  96.0998
4.76  5.15221  1878.18  96.2222  203.564  0.39  36.1  65  3.4688  96.0998
4.809  5.15221  1889.11  95.0079  164.907  0.38  36.1  65  3.4688  96.0998
4.857  5.28102  2014.04  89.7275  9.579  0.36  35.5  65  3.4688  96.0998
4.906  5.28102  1867.03  95.1205  166.634  0.39  35.5  65  3.4688  96.0998
4.955  5.40982  1970  88.9167  37.243  0.37  35.5  65  3.4688  96.0998
5.004  5.40982  2008.56  89.9651  1.222  0.36  35.5  65  3.4688  96.0998
5.052  5.40982  1878.46  95.3087  173.799  0.39  35.5  65  3.4688  96.0998
5.101  5.53863  1993.72  89.6806  11.115  0.36  35.5  65  3.4688  96.0998
5.15  5.53863  1881.92  96.3888  209.41  0.39  37.3  65  3.4688  96.0998
5.199  5.66743  1967.16  89.7456  8.733  0.37  37.3  65  3.4688  96.0998
5.247  5.66743  1904.17  95.2469  174.133  0.38  37.3  65  3.4688  96.0998
5.296  5.66743  1886.72  95.1389  168.994  0.38  37.3  65  3.4688  96.0998
5.345  5.79624  1902.44  95.2099  172.751  0.38  37.3  65  3.4688  96.0998
5.394  5.79624  1912.25  94.6949  156.519  0.38  37.3  65  3.4688  96.0998
5.442  5.92504  1933.77  89.9598  1.357  0.37  39.7  65  3.4688  96.0998
5.491  5.92504  1992.77  89.9906  0.327  0.36  39.7  65  3.4688  96.0998
5.54  6.05385  1921.77  95.978  200.145  0.38  39.7  65  3.4688  96.0998
5.589  6.05385  1875.53  95.3266  174.11  0.39  39.7  65  3.4688  96.0998
5.637  6.05385  2002.65  89.8839  4.06  0.36  39.7  65  3.4688  96.0998
5.686  6.18265  1899.8  96.2905  208.158  0.38  39.7  65  3.4688  96.0998
5.735  6.18265  1999.25  89.9952  0.169  0.36  41.3  65  3.4688  96.0998
5.784  6.31146  1921.22  94.904  164.238  0.38  41.3  65  3.4688  96.0998
5.833  6.31146  1888.2  95.1297  168.827  0.38  41.3  65  3.4688  96.0998
