Date  13.11.2024
time  09:57:35
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.206  0.128805  1876.77  95.2722  172.451  0.39  45.4  43  4.2106  77.85
0.255  0.128805  2006.59  89.9402  2.094  0.36  45.4  43  4.2106  77.85
0.304  0.128805  1919.13  96.0885  203.55  0.38  45.4  43  4.2106  77.85
0.353  0.128805  1895.76  95.1085  168.803  0.38  45.4  43  4.2106  77.85
0.401  0.257611  1936.58  95.0994  172.131  0.38  44  43  4.2106  77.85
0.45  0.257611  1897.12  95.0747  167.81  0.38  44  43  4.2106  77.85
0.499  0.257611  1987.27  89.9629  1.286  0.36  44  43  4.2106  77.85
0.548  0.257611  2026.21  89.6252  13.253  0.36  44  43  4.2106  77.85
0.597  0.386416  1893.44  94.9556  163.563  0.38  44  43  4.2106  77.85
0.645  0.386416  1847.11  89.9979  0.069  0.39  44  43  4.2106  77.85
0.694  0.386416  1928.59  96.0841  204.407  0.38  45.9  43  4.2106  77.85
0.743  0.386416  1970.56  89.7652  8.074  0.37  45.9  43  4.2106  77.85
0.792  0.515221  1928.34  95.0527  169.832  0.38  45.9  43  4.2106  77.85
0.84  0.515221  1920.18  96.322  211.442  0.38  45.9  43  4.2106  77.85
0.889  0.515221  1944.77  89.1758  27.975  0.37  45.9  43  4.2106  77.85
0.938  0.515221  1940.78  94.9772  168.382  0.37  45.9  43  4.2106  77.85
0.987  0.644026  1889.12  96.3021  207.37  0.39  47.3  43  4.2106  77.85
1.035  0.644026  1892.88  93.9912  131.749  0.38  47.3  43  4.2106  77.85
1.084  0.644026  1949.87  94.5549  154.849  0.37  47.3  43  4.2106  77.85
1.133  0.772832  1879.45  94.9021  160.607  0.39  47.3  43  4.2106  77.85
1.182  0.772832  1985.93  88.9011  38.087  0.36  47.3  43  4.2106  77.85
1.23  0.772832  1936.03  94.6899  158.297  0.37  47.3  43  4.2106  77.85
1.279  0.772832  1965.79  89.9031  3.324  0.37  43.5  43  4.2106  77.85
1.328  0.901637  1936.82  95.1463  173.732  0.38  43.5  43  4.2106  77.85
1.377  0.901637  1926.61  95.9989  201.35  0.38  43.5  43  4.2106  77.85
1.425  0.901637  1890.26  95.2367  172.525  0.38  43.5  43  4.2106  77.85
1.474  0.901637  1940.78  94.9772  168.382  0.37  43.5  43  4.2106  77.85
1.523  1.03044  1877.67  95.1478  168.475  0.39  43.5  43  4.2106  77.85
1.572  1.03044  1884.03  94.0511  133.098  0.38  48.4  43  4.2106  77.85
1.62  1.03044  1947.79  95.0806  172.491  0.37  48.4  43  4.2106  77.85
1.669  1.03044  1895.71  94.7994  158.61  0.38  48.4  43  4.2106  77.85
1.718  1.15925  1915.35  94.988  166.536  0.38  48.4  43  4.2106  77.85
1.767  1.15925  1934.15  95.9087  199.108  0.38  48.4  43  4.2106  77.85
