[Connect DataFile][2.1]
Date:	3/13/2025
Time:	09:14:48
Unit:	°C
Resolution:	0.050/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:07.750	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:415		
000:00:07.800	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:465		
000:00:07.850	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:515		
000:00:07.900	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:565		
000:00:07.950	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:615		
000:00:08.000	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:665		
000:00:08.050	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:715		
000:00:08.100	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:765		
000:00:08.150	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:815		
000:00:08.200	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:865		
000:00:08.250	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:915		
000:00:08.300	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:56:965		
000:00:08.350	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:015		
000:00:08.400	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:065		
000:00:08.450	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:115		
000:00:08.500	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:165		
000:00:08.550	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:215		
000:00:08.600	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:265		
000:00:08.650	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:315		
000:00:08.700	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:365		
000:00:08.750	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:415		
000:00:08.800	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:465		
000:00:08.850	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:515		
000:00:08.900	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:565		
000:00:08.950	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:615		
000:00:09.000	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:665		
000:00:09.050	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:715		
000:00:09.100	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:765		
000:00:09.150	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:815		
000:00:09.200	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:865		
000:00:09.250	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:915		
000:00:09.300	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:57:965		
000:00:09.350	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:015		
000:00:09.400	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:065		
000:00:09.450	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:115		
000:00:09.500	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:165		
000:00:09.550	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:215		
000:00:09.600	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:265		
000:00:09.650	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:315		
000:00:09.700	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:365		
000:00:09.750	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:415		
000:00:09.800	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:465		
000:00:09.850	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:515		
000:00:09.900	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:565		
000:00:09.950	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:615		
000:00:10.000	800.0	24.2	23.8	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:14:58:665		
