[Connect DataFile][2.1]
Date:	4/17/2024
Time:	08:44:58
Unit:	°C
Resolution:	0.050/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:07.800	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:214		
000:00:07.850	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:264		
000:00:07.900	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:314		
000:00:07.950	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:364		
000:00:08.000	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:414		
000:00:08.050	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:464		
000:00:08.100	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:514		
000:00:08.150	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:564		
000:00:08.200	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:614		
000:00:08.250	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:664		
000:00:08.300	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:714		
000:00:08.350	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:764		
000:00:08.400	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:814		
000:00:08.450	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:864		
000:00:08.500	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:914		
000:00:08.550	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:06:964		
000:00:08.600	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:014		
000:00:08.650	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:064		
000:00:08.700	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:114		
000:00:08.750	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:164		
000:00:08.800	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:214		
000:00:08.850	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:264		
000:00:08.900	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:314		
000:00:08.950	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:364		
000:00:09.000	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:414		
000:00:09.050	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:464		
000:00:09.100	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:514		
000:00:09.150	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:564		
000:00:09.200	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:614		
000:00:09.250	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:664		
000:00:09.300	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:714		
000:00:09.350	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:764		
000:00:09.400	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:814		
000:00:09.450	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:864		
000:00:09.500	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:914		
000:00:09.550	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:07:964		
000:00:09.600	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:014		
000:00:09.650	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:064		
000:00:09.700	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:114		
000:00:09.750	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:164		
000:00:09.800	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:214		
000:00:09.850	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:264		
000:00:09.900	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:314		
000:00:09.950	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:364		
000:00:10.000	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:414		
000:00:10.050	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:464		
000:00:10.100	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:514		
000:00:10.150	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:564		
000:00:10.200	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:614		
000:00:10.250	800.0	26.1	29.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:45:08:664		
