Date  17.4.2024
time  08:46:28
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.048  0.128805  1891.95  94.9649  163.74  0.38  47.3  60  2.9194  91.5498
0.097  0.128805  1937.1  89.1824  27.642  0.37  46.4  60  2.9194  91.5498
0.145  0.128805  1911.97  95.2475  174.866  0.38  46.4  60  2.9194  91.5498
0.194  0.257611  1847.97  95.1473  165.795  0.39  46.4  60  2.9194  91.5498
0.243  0.257611  1949.94  88.9578  35.466  0.37  46.4  60  2.9194  91.5498
0.292  0.257611  1999.88  89.648  12.286  0.36  46.4  60  2.9194  91.5498
0.34  0.386416  1866.13  94.9398  160.69  0.39  46.4  60  2.9194  91.5498
0.389  0.386416  1989.59  88.8028  41.569  0.36  46.1  60  2.9194  91.5498
0.438  0.386416  1897.12  95.0747  167.81  0.38  46.1  60  2.9194  91.5498
0.486  0.515221  1955.4  89.9574  1.453  0.37  46.1  60  2.9194  91.5498
0.535  0.515221  1996.05  89.8797  4.192  0.36  46.1  60  2.9194  91.5498
0.584  0.515221  1891.16  95.1115  168.491  0.38  46.1  60  2.9194  91.5498
0.633  0.644026  1876.19  95.463  178.618  0.39  46.1  60  2.9194  91.5498
0.682  0.644026  2010.2  89.8244  6.161  0.36  48  60  2.9194  91.5498
0.73  0.644026  1949.39  89.8401  5.442  0.37  48  60  2.9194  91.5498
0.779  0.772832  1882.56  94.061  133.32  0.39  48  60  2.9194  91.5498
0.828  0.772832  1931.48  96.02  202.564  0.38  48  60  2.9194  91.5498
0.876  0.901637  1808.44  90.001  0.032  0.4  48  60  2.9194  91.5498
0.925  0.901637  2005.75  89.8679  4.625  0.36  48  60  2.9194  91.5498
0.974  0.901637  1898.85  95.1115  169.177  0.38  46.6  60  2.9194  91.5498
1.023  1.03044  1858.4  94.0387  130.888  0.39  46.6  60  2.9194  91.5498
1.071  1.03044  1841.14  90.0287  0.922  0.39  46.6  60  2.9194  91.5498
1.12  1.03044  1889.45  95.0749  167.136  0.38  46.6  60  2.9194  91.5498
1.169  1.15925  1865.57  93.9894  129.792  0.39  46.6  60  2.9194  91.5498
1.218  1.15925  2015.44  89.5656  15.279  0.36  46.6  60  2.9194  91.5498
1.267  1.15925  1873.98  96.2924  205.393  0.39  49.4  60  2.9194  91.5498
1.315  1.28805  1970.62  88.8368  40.003  0.37  49.4  60  2.9194  91.5498
1.364  1.28805  1913.7  94.9726  165.878  0.38  49.4  60  2.9194  91.5498
1.413  1.41686  1944.6  89.8283  5.826  0.37  49.4  60  2.9194  91.5498
1.461  1.41686  2020.96  90.037  1.306  0.36  49.4  60  2.9194  91.5498
1.51  1.41686  1897.68  94.8818  161.493  0.38  49.4  60  2.9194  91.5498
1.559  1.54566  1864.48  95.2079  169.239  0.39  49.1  60  2.9194  91.5498
1.608  1.54566  1920.74  94.811  161.092  0.38  49.1  60  2.9194  91.5498
1.657  1.54566  1891.49  96.1475  202.558  0.38  49.1  60  2.9194  91.5498
1.705  1.67447  1879.38  94.0355  132.262  0.39  49.1  60  2.9194  91.5498
1.754  1.67447  1910.56  94.9698  165.513  0.38  49.1  60  2.9194  91.5498
1.803  1.80327  1884.09  94.9199  161.585  0.39  49.1  60  2.9194  91.5498
1.852  1.80327  1963.43  89.0308  33.21  0.37  49.1  60  2.9194  91.5498
1.901  1.80327  1923.31  95.9693  200.017  0.38  48.2  60  2.9194  91.5498
1.95  1.93208  1953.09  89.953  1.603  0.37  48.2  60  2.9194  91.5498
1.998  1.93208  1998.01  89.9077  3.218  0.36  48.2  60  2.9194  91.5498
2.047  1.93208  1911.06  96.0379  201.018  0.38  48.2  60  2.9194  91.5498
2.096  2.06088  1861.76  94.1087  133.394  0.39  48.2  60  2.9194  91.5498
2.145  2.06088  2032.3  90.0184  0.651  0.36  48.2  60  2.9194  91.5498
2.194  2.18969  1884.79  95.0567  166.128  0.39  46.3  60  2.9194  91.5498
2.242  2.18969  1860.81  94.2082  136.548  0.39  46.3  60  2.9194  91.5498
2.291  2.18969  2002.12  89.5594  15.396  0.36  46.3  60  2.9194  91.5498
2.34  2.3185  1876.91  96.2761  205.182  0.39  46.3  60  2.9194  91.5498
2.389  2.3185  1963.87  89.0663  32.003  0.37  46.3  60  2.9194  91.5498
2.438  2.4473  1908.44  94.862  161.753  0.38  46.3  60  2.9194  91.5498
2.487  2.4473  1791.09  89.987  0.406  0.4  46.5  60  2.9194  91.5498
2.535  2.4473  2029.78  89.9542  1.624  0.36  46.5  60  2.9194  91.5498
2.584  2.57611  1891.95  94.9649  163.74  0.38  46.5  60  2.9194  91.5498
2.633  2.57611  1866.37  95.2893  172.052  0.39  46.5  60  2.9194  91.5498
2.682  2.57611  1928.42  94.7632  160.132  0.38  46.5  60  2.9194  91.5498
2.731  2.70491  1896.3  96.546  216.179  0.38  46.5  60  2.9194  91.5498
2.779  2.70491  1814.44  90.0596  1.888  0.4  47.1  60  2.9194  91.5498
2.828  2.83372  1920.61  94.7861  160.249  0.38  47.1  60  2.9194  91.5498
2.877  2.83372  1880.6  95.1297  168.144  0.39  47.1  60  2.9194  91.5498
2.926  2.83372  1978.44  89.895  3.625  0.37  47.1  60  2.9194  91.5498
2.975  2.96252  1933.25  96.0583  204.038  0.38  47.1  60  2.9194  91.5498
3.024  2.96252  1867.57  94.9306  160.517  0.39  47.1  60  2.9194  91.5498
3.073  2.96252  2009.58  89.7713  8.02  0.36  48.3  60  2.9194  91.5498
3.121  3.09133  1903.91  96.1729  204.726  0.38  48.3  60  2.9194  91.5498
3.17  3.09133  1878.9  95.3998  176.813  0.39  48.3  60  2.9194  91.5498
3.219  3.22013  1931.68  95.0807  171.066  0.38  48.3  60  2.9194  91.5498
3.268  3.22013  1890  96.1559  202.672  0.38  48.3  60  2.9194  91.5498
3.317  3.22013  2004.25  90.0075  0.261  0.36  48.3  60  2.9194  91.5498
3.365  3.34894  2011.34  89.7801  7.721  0.36  48.9  60  2.9194  91.5498
