Date  20.5.2024
time  11:38:50
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.055  0.128805  1902.55  65.9629  774.961  0.42  48.9  71  2.9195  100
0.103  0.128805  1960.06  68.6681  713.012  0.4  47.2  71  2.9195  100
0.152  0.128805  2045.2  67.6505  777.699  0.38  47.2  71  2.9195  100
0.201  0.257611  2235.79  63.7674  988.254  0.36  47.2  71  2.9195  100
0.25  0.257611  2190.18  62.673  1005.44  0.37  47.2  71  2.9195  100
0.298  0.386416  2148.52  64.0318  940.774  0.37  47.2  71  2.9195  100
0.347  0.386416  2284  62.7639  1045.29  0.36  47.2  71  2.9195  100
0.396  0.386416  2475.32  67.0232  966.263  0.32  47  71  2.9195  100
0.445  0.515221  2414.56  64.7956  1028.24  0.33  47  71  2.9195  100
0.493  0.515221  2418.79  64.9296  1024.92  0.33  47  71  2.9195  100
0.542  0.644026  2365.09  62.475  1092.99  0.34  47  71  2.9195  100
0.591  0.644026  2325.39  61.2653  1117.94  0.35  47  71  2.9195  100
0.64  0.772832  2339.83  60.1941  1163.04  0.36  47  71  2.9195  100
0.688  0.772832  2493.1  65.576  1030.86  0.32  46.5  71  2.9195  100
0.737  0.772832  2406.34  62.7956  1100.1  0.34  46.5  71  2.9195  100
0.786  0.901637  2433.89  64.4234  1050.76  0.33  46.5  71  2.9195  100
0.835  0.901637  2409.3  68.9513  865.327  0.32  46.5  71  2.9195  100
0.884  1.03044  2447.71  66.1609  989.292  0.32  46.5  71  2.9195  100
0.932  1.03044  2421.14  61.7454  1146.14  0.34  46.5  71  2.9195  100
0.981  1.15925  2354.99  66.4476  941.024  0.34  45.9  71  2.9195  100
1.03  1.15925  2549.81  60.2431  1265.53  0.33  45.9  71  2.9195  100
1.079  1.15925  2496.32  65.7545  1025.11  0.32  45.9  71  2.9195  100
1.127  1.28805  2171.78  63.2072  978.96  0.37  45.9  71  2.9195  100
1.176  1.28805  2374.2  63.2586  1068.3  0.34  45.9  71  2.9195  100
1.225  1.41686  2592.05  66.6719  1026.44  0.3  45.9  71  2.9195  100
1.274  1.41686  2469.63  59.1438  1266.64  0.34  47.8  71  2.9195  100
1.323  1.54566  2446.07  66.4306  978.083  0.32  47.8  71  2.9195  100
1.372  1.54566  2301.41  62.7389  1054.15  0.35  47.8  71  2.9195  100
1.42  1.67447  2325.3  64.5246  1000.16  0.34  47.8  71  2.9195  100
1.469  1.67447  2369.63  62.4355  1096.54  0.34  47.8  71  2.9195  100
1.518  1.67447  2468.11  62.8298  1127.03  0.33  47.8  71  2.9195  100
1.567  1.80327  2613.71  62.156  1220.78  0.31  48.4  71  2.9195  100
1.615  1.80327  2308.07  62.0276  1082.59  0.35  48.4  71  2.9195  100
1.664  1.93208  2282.68  63.0941  1032.98  0.36  48.4  71  2.9195  100
1.713  1.93208  2390.2  61.8821  1126.47  0.34  48.4  71  2.9195  100
1.762  2.06088  2489.98  62.442  1151.98  0.33  48.4  71  3.3295  100
1.811  2.06088  2383.83  62.8812  1086.64  0.34  48.4  71  3.3295  100
1.86  2.18969  2281.23  66.0609  925.644  0.35  48.9  71  3.3295  100
1.908  2.18969  2286.65  62.5776  1053.11  0.36  48.9  71  3.3295  100
1.957  2.18969  2384.54  62.7085  1093.35  0.34  48.9  71  3.3295  100
2.006  2.3185  2414.58  63.7924  1066.34  0.33  48.9  71  3.3295  100
2.055  2.3185  2476.22  65.9479  1009.23  0.32  48.9  71  3.4295  100
2.104  2.4473  2404.5  64.2062  1046.28  0.33  48.9  71  3.4295  100
