  2.0773560e+002  5.8420492e-010  3.4129539e-019
  1.9354248e+002  5.8408293e-010  3.4115287e-019
  1.8838135e+002  5.8448458e-010  3.4162223e-019
  1.7934937e+002  5.9493636e-010  3.5394927e-019
  1.7418823e+002  5.8037950e-010  3.3684037e-019
  1.6773682e+002  5.8583406e-010  3.4320155e-019
  1.6386597e+002  5.8266608e-010  3.3949976e-019
  1.5741455e+002  5.9116422e-010  3.4947513e-019
  1.5225342e+002  5.7614532e-010  3.3194344e-019
  1.4580200e+002  5.7442036e-010  3.2995875e-019
  1.4064087e+002  5.8843345e-010  3.4625392e-019
  1.3547974e+002  5.8608058e-010  3.4349044e-019
  1.3160889e+002  5.8140798e-010  3.3803524e-019
  1.2644775e+002  5.8570979e-010  3.4305596e-019
  1.1999634e+002  5.8899627e-010  3.4691660e-019
  1.1741577e+002  5.7596415e-010  3.3173471e-019
  1.1225464e+002  5.8745139e-010  3.4509914e-019
  1.0838379e+002  5.8957089e-010  3.4759384e-019
  1.0451294e+002  5.8560914e-010  3.4293806e-019
  9.9351807e+001  5.8723936e-010  3.4485006e-019
  9.5480957e+001  5.8842056e-010  3.4623875e-019
  9.2900391e+001  5.8937309e-010  3.4736063e-019
  9.0319824e+001  5.8927713e-010  3.4724754e-019
  8.3868408e+001  5.9050691e-010  3.4869841e-019
  8.2578125e+001  5.8775950e-010  3.4546123e-019
  7.9997559e+001  5.8479885e-010  3.4198970e-019
  7.4836426e+001  5.8378473e-010  3.4080461e-019
  7.3546143e+001  5.8301229e-010  3.3990333e-019
  6.9675293e+001  5.7822241e-010  3.3434115e-019
  6.5804443e+001  5.8001729e-010  3.3642006e-019
  6.3223877e+001  5.8449798e-010  3.4163789e-019
  6.0643311e+001  5.8479536e-010  3.4198561e-019
  5.6772461e+001  5.8598958e-010  3.4338379e-019
  5.2901611e+001  5.8630118e-010  3.4374908e-019
  5.1611328e+001  5.9036721e-010  3.4853344e-019
  4.9030762e+001  5.8149117e-010  3.3813198e-019
  4.6450195e+001  5.7763248e-010  3.3365928e-019
  4.3869629e+001  5.7253219e-010  3.2779311e-019
  4.1289063e+001  5.8018087e-010  3.3660984e-019
  3.4837646e+001  5.8961731e-010  3.4764858e-019
  3.4837646e+001  5.8048536e-010  3.3696325e-019
  3.2257080e+001  5.8686400e-010  3.4440935e-019
  2.7095947e+001  5.8445544e-010  3.4158816e-019
  2.7095947e+001  5.8809378e-010  3.4585429e-019
  2.3225098e+001  5.7677361e-010  3.3266780e-019
  1.8063965e+001  5.8251012e-010  3.3931804e-019
  1.8063965e+001  5.7935636e-010  3.3565379e-019
  1.4193115e+001  5.7367555e-010  3.2910363e-019
  1.1612549e+001  5.8184195e-010  3.3854006e-019
  1.0322266e+001  5.7796313e-010  3.3404138e-019
  7.7416992e+000  5.7804606e-010  3.3413725e-019
  2.5805664e+000  5.8492230e-010  3.4213410e-019
 -1.2902832e+000  5.7849629e-010  3.3465796e-019
  0.0000000e+000  5.8032553e-010  3.3677772e-019
 -3.8708496e+000  5.8714607e-010  3.4474051e-019
 -6.4514160e+000  5.7486627e-010  3.3047123e-019
