Date  13.5.2025
time  08:59:55
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.093  0.128805  1920.32  90.0236  0.789  0.38  0.3  40  4.284  0
0.142  0.128805  1934.59  96.0027  202.311  0.38  0.3  40  4.284  0
0.191  0.128805  1891.16  95.42  178.631  0.38  0.3  40  4.284  0
0.239  0.128805  1934.05  94.9214  165.922  0.38  0.3  40  4.284  0
0.288  0.257611  1917.52  96.432  214.808  0.38  0.3  40  4.284  0
0.337  0.257611  1883.52  93.9603  130.086  0.39  0.3  40  4.284  0
0.386  0.257611  2015.61  89.7193  9.873  0.36  0.3  40  4.284  0
0.435  0.257611  1888.72  96.2102  204.313  0.39  0.3  40  4.284  0
0.483  0.257611  2018.47  89.9732  0.944  0.36  0.3  40  4.284  0
0.532  0.386416  1939.15  94.6705  157.896  0.37  0.3  40  4.284  0
0.581  0.386416  1885.33  94.865  159.892  0.39  0.3  40  4.284  0
0.63  0.386416  2040.13  89.979  0.746  0.35  0.3  40  4.284  0
0.678  0.386416  1934.37  95.9557  200.709  0.38  0.3  40  4.284  0
0.727  0.515221  1956.35  89.7657  8  0.37  0.3  40  4.284  0
0.776  0.515221  1933.81  94.8746  164.327  0.38  0.3  40  4.284  0
0.825  0.515221  1916.07  96.1055  203.791  0.38  0.3  40  4.284  0
0.873  0.515221  1889.35  95.0536  166.429  0.38  0.3  40  4.284  0
0.922  0.644026  2023.92  89.7148  10.074  0.36  0.3  40  4.284  0
0.971  0.644026  1894.14  95.0931  168.152  0.38  0.3  40  4.284  0
1.02  0.644026  2020.49  90.0012  0.042  0.36  0.3  40  4.284  0
1.068  0.644026  1931.88  94.8124  162.071  0.38  0.3  40  4.284  0
1.117  0.772832  1880.45  94.8019  157.415  0.39  0.3  40  4.284  0
1.166  0.772832  2036.99  89.9948  0.184  0.36  0.3  40  4.284  0
1.215  0.772832  1928.16  95.9903  201.223  0.38  0.3  40  4.284  0
1.263  0.772832  1957.15  89.8362  5.595  0.37  0.3  40  4.284  0
1.312  0.901637  1938.97  94.9398  166.962  0.37  0.3  40  4.284  0
1.361  0.901637  1909.07  96.287  209.061  0.38  0.3  40  4.284  0
1.41  0.901637  1885.37  95.1725  169.973  0.39  0.3  40  4.284  0
1.458  0.901637  2023.92  89.7148  10.074  0.36  0.3  40  4.284  0
1.507  0.901637  1888.2  95.1297  168.827  0.38  0.3  40  4.284  0
1.556  1.03044  1988.38  89.9192  2.803  0.36  0.3  40  4.284  0
1.605  1.03044  1930.33  94.822  162.263  0.38  0.3  40  4.284  0
1.653  1.03044  1880.92  94.8929  160.429  0.39  0.3  40  4.284  0
1.702  1.03044  1920.32  90.0236  0.789  0.38  0.3  40  4.284  0
1.751  1.15925  1919.13  96.0885  203.55  0.38  0.3  40  4.284  0
1.8  1.15925  1886.27  95.3552  176.046  0.39  0.3  40  4.284  0
1.848  1.15925  1933.23  95.0713  170.889  0.38  0.3  40  4.284  0
1.897  1.15925  1909.97  96.1393  204.263  0.38  0.3  40  4.284  0
1.946  1.28805  1886.38  95.072  166.771  0.39  0.3  40  4.284  0
1.995  1.28805  2029.11  89.7267  9.677  0.36  0.3  40  4.284  0
2.043  1.28805  1882.52  95.2117  171.002  0.39  0.3  40  4.284  0
2.092  1.28805  1981.88  89.915  2.942  0.37  0.3  40  4.284  0
2.141  1.41686  1930.57  94.8687  163.851  0.38  0.3  40  4.284  0
2.19  1.41686  1995.99  89.9916  0.292  0.36  0.3  40  4.284  0
2.238  1.41686  2039.04  90.0231  0.822  0.35  0.3  40  4.284  0
2.287  1.41686  1923.74  96.0629  203.185  0.38  0.3  40  4.284  0
2.336  1.54566  1962.68  89.7694  7.898  0.37  0.3  40  4.284  0
2.385  1.54566  1926.8  95.062  170.01  0.38  0.3  40  4.284  0
2.434  1.54566  1900.48  96.0972  201.86  0.38  0.3  40  4.284  0
2.482  1.54566  1892.08  94.9894  164.558  0.38  0.3  40  4.284  0
2.531  1.67447  2018.75  89.703  10.465  0.36  0.3  40  4.284  0
2.58  1.67447  1884.33  94.9655  163.098  0.39  0.3  40  4.284  0
2.629  1.67447  1904.64  90.0296  0.983  0.38  0.3  40  4.284  0
2.678  1.67447  1929.03  94.8782  164.039  0.38  0.3  40  4.284  0
2.726  1.80327  1961.33  89.9265  2.518  0.37  0.3  40  4.284  0
2.775  1.80327  1929.65  94.9966  168.065  0.38  0.3  40  4.284  0
2.824  1.80327  1919.97  96.2753  209.863  0.38  0.3  40  4.284  0
2.873  1.80327  1880.95  95.1996  170.463  0.39  0.3  40  4.284  0
2.921  1.93208  1936.82  95.1463  173.732  0.38  0.3  40  4.284  0
2.97  1.93208  1913.22  96.1689  205.596  0.38  0.3  40  4.284  0
3.019  1.93208  1885.24  93.9957  131.367  0.38  0.3  40  4.284  0
3.068  2.06088  1938.13  94.4831  151.495  0.37  0.3  40  4.284  0
3.116  2.06088  1887.44  96.2643  205.949  0.39  0.3  40  4.284  0
3.165  2.06088  1992.98  89.8955  3.634  0.36  0.3  40  4.284  0
3.214  2.06088  1933.67  94.8496  163.472  0.38  0.3  40  4.284  0
3.263  2.18969  1988.49  90.03  1.041  0.36  0.3  40  4.284  0
3.311  2.18969  2046.44  89.9474  1.88  0.35  0.3  40  4.284  0
3.36  2.18969  1919.55  96.1818  206.706  0.38  0.3  40  4.284  0
3.409  2.18969  1887.97  95.392  177.412  0.38  0.3  40  4.284  0
3.458  2.3185  1934.54  95.0151  169.113  0.38  0.3  40  4.284  0
3.506  2.3185  1907.14  96.2025  206.054  0.38  0.3  40  4.284  0
3.555  2.3185  1886.71  93.9857  131.141  0.38  0.3  40  4.284  0
3.604  2.3185  2021.03  89.6136  13.63  0.36  0.3  40  4.284  0
3.652  2.4473  1889.22  95.0291  165.613  0.38  0.3  40  4.284  0
3.701  2.4473  2024.05  90.0215  0.758  0.36  0.3  40  4.284  0
3.75  2.4473  1930.82  94.9154  165.441  0.38  0.3  40  4.284  0
3.799  2.4473  1957.96  89.9067  3.188  0.37  0.3  40  4.284  0
3.847  2.57611  1926.88  94.7728  160.326  0.38  0.3  40  4.284  0
3.896  2.57611  1923.53  96.0161  201.601  0.38  0.3  40  4.284  0
3.945  2.57611  1887.3  95.2548  172.848  0.38  0.3  40  4.284  0
3.994  2.57611  1942.83  95.0618  171.417  0.37  0.3  40  4.284  0
4.042  2.70491  1909.07  96.287  209.061  0.38  0.3  40  4.284  0
4.091  2.70491  1896.55  94.9616  164.029  0.38  0.3  40  4.284  0
4.14  2.70491  1930.37  94.5323  152.54  0.38  0.3  40  4.284  0
4.189  2.70491  1883.08  95.0203  164.785  0.39  0.3  40  4.284  0
4.238  2.83372  1994.93  89.9235  2.662  0.36  0.3  40  4.284  0
4.287  2.83372  1929.03  94.8782  164.039  0.38  0.3  40  4.284  0
4.335  2.83372  1994.02  89.964  1.254  0.36  0.3  40  4.284  0
4.384  2.83372  1933.56  94.8279  162.733  0.38  0.3  40  4.284  0
4.433  2.96252  1918.44  96.2836  209.973  0.38  0.3  40  4.284  0
4.482  2.96252  1883.31  95.3731  176.355  0.39  0.3  40  4.284  0
4.531  2.96252  1936.58  95.0994  172.131  0.38  0.3  40  4.284  0
4.579  2.96252  1900  96.3367  209.705  0.38  0.3  40  4.284  0
4.628  3.09133  1895.29  95.0168  165.738  0.38  0.3  40  4.284  0
4.677  3.09133  2024.62  89.6335  12.949  0.36  0.3  40  4.284  0
4.726  3.09133  1884.56  95.0111  164.613  0.39  0.3  40  4.284  0
4.774  3.09133  1851.72  90.0104  0.337  0.39  0.3  40  4.284  0
4.823  3.22013  1938.37  96.1268  206.88  0.38  0.3  40  4.284  0
4.872  3.22013  1954.87  89.7736  7.726  0.37  0.3  40  4.284  0
4.921  3.22013  1932.01  94.8374  162.924  0.38  0.3  40  4.284  0
4.969  3.22013  1918.64  96.3303  211.55  0.38  0.3  40  4.284  0
5.018  3.34894  1882.31  94.0156  131.816  0.39  0.3  40  4.284  0
5.067  3.34894  2022.87  89.4874  18.096  0.36  0.3  40  4.284  0
5.116  3.34894  1900.68  96.1434  203.407  0.38  0.3  40  4.284  0
5.165  3.34894  1836.68  90.0517  1.657  0.39  0.3  40  4.284  0
5.213  3.47774  1935.78  94.6431  156.7  0.37  0.3  40  4.284  0
5.262  3.47774  1885.02  95.1023  167.643  0.39  0.3  40  4.284  0
5.311  3.47774  2025.6  90.0137  0.483  0.36  0.3  40  4.284  0
5.36  3.47774  1933.92  94.8963  165.067  0.38  0.3  40  4.284  0
5.409  3.60655  1954.2  89.8518  5.054  0.37  0.3  40  4.284  0
5.458  3.60655  2050.1  89.9678  1.152  0.35  0.3  40  4.284  0
5.506  3.60655  1921.09  96.1734  206.59  0.38  0.3  40  4.284  0
5.555  3.60655  1890.83  95.0444  166.258  0.38  0.3  40  4.284  0
5.604  3.73535  2018.14  89.5126  17.168  0.36  0.3  40  4.284  0
5.652  3.73535  1907.55  96.2954  209.17  0.38  0.3  40  4.284  0
5.701  3.73535  1833.53  89.996  0.128  0.39  0.3  40  4.284  0
5.75  3.73535  1933.47  94.5127  152.124  0.38  0.3  40  4.284  0
5.799  3.86416  1888.76  94.9377  162.57  0.38  0.3  40  4.284  0
5.847  3.86416  2001.52  89.9279  2.519  0.36  0.3  40  4.284  0
5.896  3.86416  1935.71  95.8999  198.975  0.38  0.3  40  4.284  0
5.945  3.86416  1989.53  89.9871  0.449  0.36  0.3  40  4.284  0
5.994  3.99296  1938.14  95.09  171.954  0.37  0.3  40  4.284  0
6.042  3.99296  1912.53  96.3635  211.976  0.38  0.3  40  4.284  0
6.091  3.99296  1889.81  95.1451  169.476  0.38  0.3  40  4.284  0
6.14  3.99296  2020.59  89.5771  14.913  0.36  0.3  40  4.284  0
6.189  4.12177  1900.48  96.0972  201.86  0.38  0.3  40  4.284  0
6.238  4.12177  1847.21  90.0336  1.083  0.39  0.3  40  4.284  0
6.287  4.12177  1937.59  94.6802  158.097  0.37  0.3  40  4.284  0
6.335  4.12177  1885.8  94.9562  162.923  0.39  0.3  40  4.284  0
6.384  4.25057  2029.18  90.034  1.204  0.36  0.3  40  4.284  0
6.433  4.25057  1922.63  94.8696  163.208  0.38  0.3  40  4.284  0
6.482  4.25057  1955.68  89.844  5.324  0.37  0.3  40  4.284  0
6.53  4.25057  2014.83  89.9367  2.228  0.36  0.3  40  4.284  0
6.579  4.37938  1914.05  96.3552  211.87  0.38  0.3  40  4.284  0
6.628  4.37938  1888.44  94.0212  132.428  0.38  0.3  40  4.284  0
6.677  4.37938  2024.62  89.6335  12.949  0.36  0.3  40  4.284  0
6.726  4.37938  1897.88  96.2064  205.18  0.38  0.3  40  4.284  0
6.774  4.50819  1838.16  90.044  1.412  0.39  0.3  40  4.284  0
6.823  4.50819  1928.83  94.5421  152.746  0.38  0.3  40  4.284  0
6.872  4.50819  1882.15  94.8381  158.741  0.39  0.3  40  4.284  0
6.921  4.50819  2003.48  89.9561  1.537  0.36  0.3  40  4.284  0
6.969  4.63699  1927.73  94.9343  165.811  0.38  0.3  40  4.284  0
7.018  4.63699  1958.23  89.7931  7.072  0.37  0.3  40  4.284  0
7.067  4.63699  1930.7  94.8937  164.703  0.38  0.3  40  4.284  0
7.116  4.7658  1914.46  96.4484  215.011  0.38  0.3  40  4.284  0
7.165  4.7658  1890.03  95.1909  171  0.38  0.3  40  4.284  0
7.214  4.7658  2019.61  89.7758  7.902  0.36  0.3  40  4.284  0
7.263  4.7658  1893.39  96.2313  205.513  0.38  0.3  40  4.284  0
7.311  4.8946  1986.85  89.9271  2.527  0.36  0.3  40  4.284  0
7.36  4.8946  1936.03  94.6899  158.297  0.37  0.3  40  4.284  0
7.409  4.8946  1879.22  94.8567  159.102  0.39  0.3  40  4.284  0
7.458  4.8946  2037.47  90.0309  1.1  0.36  0.3  40  4.284  0
7.507  5.02341  1927.26  96.1395  206.119  0.38  0.3  40  4.284  0
7.555  5.02341  1963.49  89.8402  5.478  0.37  0.3  40  4.284  0
7.604  5.02341  1934.54  95.0151  169.113  0.38  0.3  40  4.284  0
7.653  5.02341  1911  96.3717  212.081  0.38  0.3  40  4.284  0
7.702  5.15221  1883.21  95.0447  165.596  0.39  0.3  40  4.284  0
7.751  5.15221  2027.8  89.6169  13.557  0.36  0.3  40  4.284  0
7.799  5.15221  1887.51  94.9926  164.266  0.38  0.3  40  4.284  0
7.848  5.15221  1986.44  89.8913  3.768  0.36  0.3  40  4.284  0
7.897  5.28102  1932.93  94.7093  158.694  0.38  0.3  40  4.284  0
7.946  5.28102  1991.49  90.0147  0.51  0.36  0.3  40  4.284  0
7.995  5.28102  1925.34  94.7824  160.518  0.38  0.3  40  4.284  0
8.043  5.28102  1925.71  96.148  206.237  0.38  0.3  40  4.284  0
8.092  5.40982  1883.54  95.4187  177.87  0.39  0.3  40  4.284  0
8.141  5.40982  1931.19  94.9872  167.883  0.38  0.3  40  4.284  0
8.19  5.40982  1898.85  95.1115  169.177  0.38  0.3  40  4.284  0
8.239  5.40982  1896.55  94.9616  164.029  0.38  0.3  40  4.284  0
8.287  5.53863  2021.47  89.6501  12.346  0.36  0.3  40  4.284  0
8.336  5.53863  1887.97  95.084  167.306  0.38  0.3  40  4.284  0
8.385  5.53863  1904.64  90.0296  0.983  0.38  0.3  40  4.284  0
8.434  5.53863  1935.71  95.8999  198.975  0.38  0.3  40  4.284  0
8.482  5.66743  1811.31  89.9859  0.447  0.4  0.3  40  4.284  0
8.531  5.66743  2033.38  89.9745  0.906  0.36  0.3  40  4.284  0
8.58  5.66743  1924.17  96.1565  206.355  0.38  0.3  40  4.284  0
8.629  5.66743  1890.94  95.3742  177.104  0.38  0.3  40  4.284  0
8.678  5.79624  1939.7  95.0806  171.776  0.37  0.3  40  4.284  0
8.727  5.79624  1910.38  96.2322  207.389  0.38  0.3  40  4.284  0
8.775  5.79624  1886.97  94.0312  132.652  0.38  0.3  40  4.284  0
8.824  5.79624  1942.81  94.4535  150.858  0.37  0.3  40  4.284  0
8.873  5.92504  1894.48  96.1308  202.328  0.38  0.3  40  4.284  0
