Date  11.11.2024
time  12:36:23
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.083  0.128805  1809.92  90.0122  0.385  0.4  50.9  63  4.391  100
0.132  0.128805  2014.41  89.9003  3.504  0.36  50.9  63  4.391  100
0.181  0.128805  1904.35  94.3863  145.645  0.38  50.9  63  4.391  100
0.229  0.257611  1880.95  95.1996  170.463  0.39  50.9  63  4.391  100
0.278  0.257611  1992.45  89.5727  14.858  0.36  50.9  63  4.391  100
0.327  0.257611  1885.8  94.9562  162.923  0.39  50.9  63  4.391  100
0.376  0.386416  1993.99  88.8932  38.517  0.36  51.5  63  4.391  100
0.425  0.386416  2016.74  89.6748  11.447  0.36  51.5  63  4.391  100
0.474  0.386416  1961.2  89.7773  7.622  0.37  51.5  63  4.391  100
0.522  0.515221  1977.49  88.8732  38.887  0.37  51.5  63  4.391  100
0.571  0.515221  1911.49  96.1309  204.146  0.38  51.5  63  4.391  100
0.62  0.644026  1896.67  95.2923  174.942  0.38  51.5  63  4.391  100
0.669  0.644026  1940.28  94.8833  165.17  0.37  51.5  63  4.391  100
0.717  0.644026  1896.19  94.8911  161.674  0.38  53.5  63  4.391  100
0.766  0.772832  2000.76  89.9874  0.439  0.36  53.5  63  4.391  100
0.815  0.772832  2027.52  89.735  9.379  0.36  53.5  63  4.391  100
0.864  0.772832  1891.49  96.1475  202.558  0.38  53.5  63  4.391  100
0.913  0.901637  1848.61  89.9901  0.318  0.39  53.5  63  4.391  100
0.961  0.901637  1943.77  95.9034  199.918  0.37  53.5  63  4.391  100
1.01  1.03044  1953.4  89.7814  7.452  0.37  55  63  4.391  100
1.059  1.03044  2011.27  89.9163  2.937  0.36  55  63  4.391  100
1.108  1.03044  1908.74  94.6218  153.802  0.38  55  63  4.391  100
1.156  1.15925  1899.77  94.989  165.212  0.38  55  63  4.391  100
1.205  1.15925  2008.75  89.5625  15.338  0.36  55  63  4.391  100
1.254  1.28805  1908.44  94.862  161.753  0.38  55  63  4.391  100
1.303  1.28805  1994.27  89.9829  0.595  0.36  53.4  63  4.391  100
1.351  1.28805  2017.88  89.6301  13.026  0.36  53.4  63  4.391  100
1.4  1.41686  1964.58  89.7969  6.964  0.37  53.4  63  4.391  100
1.449  1.41686  1992.56  89.8596  4.882  0.36  53.4  63  4.391  100
1.498  1.41686  1916.82  94.6661  155.932  0.38  53.4  63  4.391  100
1.546  1.54566  1968.24  89.7022  10.229  0.37  53.4  63  4.391  100
1.595  1.54566  2039.04  90.0231  0.822  0.35  50.6  63  4.391  100
1.644  1.67447  1911.71  94.8894  162.939  0.38  50.6  63  4.391  100
1.693  1.67447  1876.46  94.0554  132.704  0.39  50.6  63  4.391  100
1.741  1.67447  2013.56  89.8277  6.055  0.36  50.6  63  4.391  100
1.79  1.80327  1899.17  94.8724  161.31  0.38  50.6  63  4.391  100
1.839  1.80327  1818.79  90.037  1.173  0.4  50.6  63  4.391  100
1.888  1.93208  1941.51  94.5103  152.675  0.37  50.1  63  4.391  100
1.937  1.93208  1884.09  94.9199  161.585  0.39  50.1  63  4.391  100
1.986  1.93208  1959.79  88.8623  38.913  0.37  50.1  63  4.391  100
2.034  2.06088  1923.11  94.9626  166.361  0.38  50.1  63  4.391  100
2.083  2.06088  1878.24  95.2632  172.292  0.39  50.1  63  4.391  100
2.132  2.18969  1930.21  94.8003  161.526  0.38  50.1  63  4.391  100
2.181  2.18969  1923.31  95.9693  200.017  0.38  52.9  63  4.391  100
2.23  2.18969  1885.49  94.0411  132.876  0.38  52.9  63  4.391  100
2.278  2.3185  1936.91  94.8555  163.948  0.37  52.9  63  4.391  100
2.327  2.3185  1895.5  96.3613  210.018  0.38  52.9  63  4.391  100
2.376  2.4473  2002.74  90.0152  0.531  0.36  52.9  63  4.391  100
2.425  2.4473  1945.97  95.0429  171.055  0.37  52.9  63  4.391  100
2.473  2.4473  1969.19  89.9229  2.649  0.37  54.4  63  4.391  100
2.522  2.57611  1981.06  89.8436  5.409  0.37  54.4  63  4.391  100
2.571  2.57611  1938.34  94.8208  162.898  0.37  54.4  63  4.391  100
2.62  2.70491  1882.06  95.4276  178.021  0.39  54.4  63  4.391  100
2.668  2.70491  1932.15  95.1743  174.252  0.38  54.4  63  4.391  100
2.717  2.70491  1905.72  94.641  154.196  0.38  54.4  63  4.391  100
2.766  2.83372  1882.05  93.9703  130.312  0.39  53.6  63  4.391  100
2.815  2.83372  2039.04  90.0231  0.822  0.35  53.6  63  4.391  100
2.864  2.96252  1894.46  94.8546  160.324  0.38  53.6  63  4.391  100
2.912  2.96252  1982.99  89.8714  4.452  0.36  53.6  63  4.391  100
2.961  2.96252  1932.15  95.1743  174.252  0.38  53.6  63  4.391  100
3.01  3.09133  1882.06  95.4276  178.021  0.39  53.6  63  4.391  100
3.059  3.09133  1984.75  88.6769  45.829  0.36  53.6  63  4.391  100
3.107  3.22013  1919.08  94.7957  160.44  0.38  53.2  63  4.391  100
3.156  3.22013  1889.67  95.4289  178.784  0.38  53.2  63  4.391  100
3.205  3.22013  2006.92  88.7408  44.104  0.36  53.2  63  4.391  100
3.254  3.34894  1901.15  94.955  164.208  0.38  53.2  63  4.391  100
3.303  3.34894  1952.07  89.1339  29.505  0.37  53.2  63  4.391  100
3.352  3.34894  1940.78  94.9772  168.382  0.37  53.2  63  4.391  100
3.4  3.47774  1896.89  95.0288  166.275  0.38  52  63  4.391  100
3.449  3.47774  1966.21  89.1287  29.898  0.37  52  63  4.391  100
3.498  3.60655  1930.57  94.8687  163.851  0.38  52  63  4.391  100
3.547  3.60655  1965.79  89.9031  3.324  0.37  52  63  4.391  100
3.596  3.60655  1847.11  89.9979  0.069  0.39  52  63  4.391  100
3.644  3.73535  1920.9  94.5444  152.195  0.38  52  63  4.391  100
3.693  3.73535  1877.65  95.4542  178.47  0.39  51.7  63  4.391  100
3.742  3.86416  1989.86  88.9554  36.275  0.36  51.7  63  4.391  100
3.79  3.86416  1903.49  96.0803  201.623  0.38  51.7  63  4.391  100
3.839  3.86416  1876.71  94.1006  134.199  0.39  51.7  63  4.391  100
3.888  3.99296  2017.26  89.4397  19.725  0.36  51.7  63  4.391  100
3.937  3.99296  1981.18  89.9551  1.552  0.37  51.7  63  4.391  100
3.986  4.12177  1975.01  89.8751  4.305  0.37  54  63  4.391  100
4.034  4.12177  2010.91  89.7438  8.992  0.36  54  63  4.391  100
4.083  4.12177  1994.02  89.964  1.254  0.36  54  63  4.391  100
4.132  4.25057  1984.92  89.8992  3.492  0.36  54  63  4.391  100
4.18  4.25057  1938.84  95.8824  198.707  0.38  54  63  4.391  100
4.229  4.37938  1886.49  95.401  177.566  0.39  54  63  4.391  100
4.278  4.37938  1938.47  94.846  163.757  0.37  55.7  63  4.391  100
4.327  4.37938  1913.22  96.1689  205.596  0.38  55.7  63  4.391  100
4.375  4.50819  1867.02  93.9795  129.57  0.39  55.7  63  4.391  100
4.424  4.50819  2024.62  89.6335  12.949  0.36  55.7  63  4.391  100
4.473  4.63699  1875.64  96.3299  206.794  0.39  55.7  63  4.391  100
4.522  4.63699  1900.01  95.0349  166.751  0.38  55.7  63  4.391  100
4.57  4.63699  1935.23  94.84  163.282  0.38  58.3  63  4.391  100
4.619  4.7658  1943.93  89.9061  3.186  0.37  58.3  63  4.391  100
4.668  4.7658  1990.3  88.9914  35.034  0.36  58.3  63  4.391  100
4.717  4.8946  1909.76  96.0929  202.702  0.38  58.3  63  4.391  100
4.765  4.8946  1885.14  95.1268  168.456  0.39  58.3  63  4.391  100
4.814  4.8946  1933.56  94.8279  162.733  0.38  58.3  63  4.391  100
4.863  5.02341  1903.12  95.0378  167.118  0.38  52  63  4.391  100
4.912  5.02341  1962.81  89.1102  30.48  0.37  52  63  4.391  100
4.96  5.15221  1922.42  95.1366  172.116  0.38  52  63  4.391  100
5.009  5.15221  1890.7  95.0199  165.44  0.38  52  63  4.391  100
5.058  5.15221  1991.73  89.7878  7.377  0.36  52  63  4.391  100
5.107  5.28102  2002.42  89.8645  4.735  0.36  52  63  4.391  100
5.155  5.28102  1850.91  94.0191  129.729  0.39  54.7  63  4.391  100
5.204  5.28102  2015.4  89.9888  0.394  0.36  54.7  63  4.391  100
5.253  5.40982  1932.82  95.9643  200.838  0.38  54.7  63  4.391  100
5.302  5.40982  1873.91  90.0224  0.734  0.39  54.7  63  4.391  100
5.351  5.53863  2010.81  90.0121  0.425  0.36  54.7  63  4.391  100
5.4  5.53863  1897.68  94.8818  161.493  0.38  54.7  63  4.391  100
5.449  5.53863  1932.16  89.2851  24.107  0.37  54.7  63  4.391  100
5.497  5.66743  1941.02  95.0242  169.989  0.37  53.8  63  4.391  100
5.546  5.66743  1885.47  95.1936  170.677  0.39  53.8  63  4.391  100
5.595  5.79624  2011.87  89.9687  1.1  0.36  53.8  63  4.391  100
5.644  5.79624  1927.94  95.9434  199.632  0.38  53.8  63  4.391  100
5.693  5.79624  1877.65  95.4542  178.47  0.39  53.8  63  4.391  100
5.742  5.92504  2034.94  89.9666  1.187  0.36  53.8  63  4.391  100
5.791  5.92504  1912.59  96.0294  200.895  0.38  56.5  63  4.391  100
5.839  6.05385  1876.46  94.0554  132.704  0.39  56.5  63  4.391  100
5.888  6.05385  1911.97  95.2475  174.866  0.38  56.5  63  4.391  100
5.937  6.05385  1885.57  94.9106  161.407  0.39  56.5  63  4.391  100
5.986  6.18265  1959  89.0564  32.262  0.37  56.5  63  4.391  100
6.035  6.18265  2025.93  89.7432  9.082  0.36  56.5  63  4.391  100
6.083  6.31146  1975.2  89.8916  3.736  0.37  56.3  63  4.391  100
6.132  6.31146  1845.62  90.0056  0.18  0.39  56.3  63  4.391  100
6.181  6.31146  1933.92  94.8963  165.067  0.38  56.3  63  4.391  100
6.23  6.44026  1920.09  89.9588  1.381  0.38  56.3  63  4.391  100
6.278  6.44026  1924.78  94.9782  167.025  0.38  56.3  63  4.391  100
6.327  6.56907  1928.38  96.0372  202.815  0.38  56.3  63  4.391  100
6.376  6.56907  1865.12  94.179  135.918  0.39  56.7  63  4.391  100
6.425  6.56907  2000.57  89.5676  15.096  0.36  56.7  63  4.391  100
6.473  6.69788  1913.7  94.9726  165.878  0.38  56.7  63  4.391  100
6.522  6.69788  1892.31  95.0352  166.085  0.38  56.7  63  4.391  100
6.571  6.82668  2012.47  89.7357  9.285  0.36  56.7  63  4.391  100
6.62  6.82668  1894.7  94.9005  161.854  0.38  56.7  63  4.391  100
6.669  6.82668  1965.27  88.792  41.433  0.37  51.7  63  4.391  100
6.717  6.95549  2000.46  89.8364  5.711  0.36  51.7  63  4.391  100
6.766  6.95549  1971.23  89.6862  10.795  0.37  51.7  63  4.391  100
6.815  7.08429  2006.89  89.8237  6.176  0.36  51.7  63  4.391  100
6.864  7.08429  1920.36  94.7397  158.677  0.38  51.7  63  4.391  100
6.912  7.08429  1888.44  94.0212  132.428  0.38  51.7  63  4.391  100
6.961  7.2131  2033.38  89.9745  0.906  0.36  53.3  63  4.391  100
7.01  7.2131  1913.22  96.1689  205.596  0.38  53.3  63  4.391  100
7.059  7.3419  1959.85  89.1271  29.856  0.37  53.3  63  4.391  100
7.107  7.3419  2012.9  89.772  8.012  0.36  53.3  63  4.391  100
7.156  7.3419  1979.73  89.868  4.56  0.37  53.3  63  4.391  100
7.205  7.47071  1962.57  88.9599  35.624  0.37  53.3  63  4.391  100
7.254  7.47071  1930.12  94.4857  150.954  0.38  56  63  4.391  100
7.302  7.59951  1856.6  93.9798  128.857  0.39  56  63  4.391  100
7.351  7.59951  1999.13  89.8637  4.755  0.36  56  63  4.391  100
7.4  7.59951  1919.87  94.6469  155.536  0.38  56  63  4.391  100
7.449  7.72832  1886.61  95.1177  168.289  0.38  56  63  4.391  100
7.498  7.72832  1952.04  94.9577  168.695  0.37  56  63  4.391  100
7.547  7.85712  1896.72  94.6983  155.358  0.38  56.1  63  4.391  100
7.595  7.85712  1829.11  90.019  0.606  0.4  56.1  63  4.391  100
7.644  7.85712  2018.75  89.703  10.465  0.36  56.1  63  4.391  100
7.693  7.98593  1954.87  89.7736  7.726  0.37  56.1  63  4.391  100
7.742  7.98593  1991.86  89.9393  2.109  0.36  56.1  63  4.391  100
7.79  8.11473  1933.92  94.8963  165.067  0.38  56.1  63  4.391  100
7.839  8.11473  1888.55  95.2  171.164  0.38  56.1  63  4.391  100
7.888  8.11473  1991.03  89.8676  4.602  0.36  56.7  63  4.391  100
7.937  8.24354  1911.7  96.1774  205.711  0.38  56.7  63  4.391  100
7.985  8.24354  1877.92  94.0455  132.483  0.39  56.7  63  4.391  100
8.034  8.24354  1939.21  94.9867  168.566  0.37  56.7  63  4.391  100
8.083  8.37234  1894.7  94.9005  161.854  0.38  56.7  63  4.391  100
8.132  8.37234  1810.02  90.0472  1.491  0.4  56.7  63  4.391  100
