[Connect DataFile][2.1]
Date:	7/24/2025
Time:	08:56:28
Unit:	°C
Resolution:	0.050/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:28:639		
000:00:00.050	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:28:689		
000:00:00.100	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:28:739		
000:00:00.150	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:28:789		
000:00:00.200	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:28:839		
000:00:00.250	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:28:889		
000:00:00.300	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:28:939		
000:00:00.350	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:28:989		
000:00:00.400	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:039		
000:00:00.450	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:089		
000:00:00.500	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:139		
000:00:00.550	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:189		
000:00:00.600	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:239		
000:00:00.650	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:289		
000:00:00.700	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:339		
000:00:00.750	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:389		
000:00:00.800	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:439		
000:00:00.850	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:489		
000:00:00.900	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:539		
000:00:00.950	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:589		
000:00:01.000	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:639		
000:00:01.050	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:689		
000:00:01.100	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:739		
000:00:01.150	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:789		
000:00:01.200	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:839		
000:00:01.250	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:889		
000:00:01.300	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:939		
000:00:01.350	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:29:989		
000:00:01.400	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:039		
000:00:01.450	800.0	25.1	24.7	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:089		
000:00:01.500	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:139		
000:00:01.550	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:189		
000:00:01.600	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:239		
000:00:01.650	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:289		
000:00:01.700	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:339		
000:00:01.750	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:389		
000:00:01.800	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:439		
000:00:01.850	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:489		
000:00:01.900	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:539		
000:00:01.950	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:589		
000:00:02.000	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:639		
000:00:02.050	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:689		
000:00:02.100	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:739		
000:00:02.150	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:789		
000:00:02.200	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:839		
000:00:02.250	800.0	25.1	24.6	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		08:56:30:889		
