344.21;330.54;-13.67;674.74
345.42;330.04;-15.38;675.45
345.46;330.84;-14.62;676.29
343.99;329.65;-14.34;673.64
343.86;329.38;-14.49;673.24
345.35;330.70;-14.65;676.05
345.49;329.77;-15.72;675.26
345.03;330.06;-14.97;675.09
344.66;329.59;-15.06;674.25
344.99;329.05;-15.94;674.04
345.77;329.46;-16.31;675.24
343.18;330.24;-12.95;673.42
345.42;330.01;-15.41;675.42
345.25;330.50;-14.75;675.75
345.46;330.17;-15.29;675.64
345.25;329.35;-15.89;674.60
345.41;329.83;-15.58;675.24
345.86;329.23;-16.63;675.09
344.91;328.84;-16.07;673.74
345.75;329.49;-16.25;675.24
345.59;329.67;-15.92;675.26
345.68;329.79;-15.89;675.47
343.08;328.56;-14.52;671.65
345.45;329.88;-15.58;675.33
345.44;329.07;-16.36;674.51
345.22;330.08;-15.14;675.30
345.05;329.03;-16.02;674.08
345.34;330.15;-15.18;675.49
345.71;330.48;-15.22;676.19
345.15;329.75;-15.39;674.90
345.19;330.26;-14.94;675.45
345.56;330.20;-15.36;675.76
345.29;329.46;-15.84;674.75
345.10;329.53;-15.57;674.63
345.01;330.33;-14.68;675.34
345.18;329.89;-15.29;675.06
345.15;329.52;-15.63;674.66
345.01;330.04;-14.97;675.05
345.17;329.74;-15.44;674.91
345.57;330.09;-15.48;675.66
345.29;329.66;-15.64;674.95
345.15;329.57;-15.58;674.72
345.24;329.88;-15.35;675.12
345.38;329.52;-15.86;674.90
345.21;329.98;-15.24;675.19
344.92;329.55;-15.37;674.48
345.33;329.32;-16.01;674.65
345.11;330.62;-14.49;675.74
345.44;330.47;-14.97;675.91
345.13;330.28;-14.85;675.41
344.68;329.70;-14.98;674.38
344.76;329.69;-15.06;674.45
345.50;330.96;-14.54;676.46
345.18;329.96;-15.21;675.14
345.05;330.22;-14.83;675.28
344.92;330.37;-14.55;675.29
344.86;329.84;-15.02;674.70
344.56;329.27;-15.29;673.84
344.66;330.91;-13.75;675.58
344.56;330.51;-14.05;675.08
344.45;329.92;-14.53;674.36
344.54;329.94;-14.59;674.48
344.51;329.74;-14.78;674.25
345.33;330.01;-15.32;675.34
345.37;329.85;-15.52;675.22
344.34;329.96;-14.37;674.30
344.26;330.38;-13.88;674.65
345.14;330.46;-14.67;675.60
344.27;330.07;-14.20;674.34
344.39;330.31;-14.08;674.71
344.33;329.55;-14.78;673.88
345.32;329.93;-15.39;675.25
345.74;329.55;-16.19;675.28
344.30;330.31;-13.99;674.61
344.91;329.59;-15.32;674.49
344.92;330.25;-14.67;675.18
344.19;329.41;-14.78;673.61
345.76;329.45;-16.32;675.21
346.00;329.72;-16.28;675.72
344.56;329.72;-14.85;674.28
345.46;329.67;-15.79;675.13
344.14;329.37;-14.77;673.51
344.25;329.91;-14.35;674.16
344.18;330.26;-13.91;674.44
345.07;330.96;-14.11;676.04
344.26;330.38;-13.89;674.64
344.22;330.39;-13.83;674.61
344.25;330.08;-14.16;674.33
345.46;331.18;-14.28;676.64
345.56;330.06;-15.51;675.62
344.31;329.85;-14.46;674.15
345.48;329.68;-15.80;675.16
344.34;330.54;-13.80;674.88
344.24;329.89;-14.34;674.13
344.32;329.95;-14.37;674.26
345.48;329.87;-15.61;675.35
345.42;329.89;-15.52;675.31
344.27;330.46;-13.81;674.74
344.12;329.09;-15.04;673.21
344.16;329.38;-14.78;673.54
345.86;329.72;-16.14;675.58
345.21;330.26;-14.94;675.47
345.61;330.34;-15.27;675.95
344.20;330.28;-13.92;674.48
344.06;329.36;-14.71;673.42
345.12;330.91;-14.22;676.03
345.72;330.66;-15.06;676.39
343.85;329.36;-14.49;673.21
344.49;329.93;-14.56;674.42
346.01;329.54;-16.46;675.55
345.58;329.33;-16.25;674.91
345.14;330.58;-14.56;675.71
345.24;329.86;-15.38;675.11
343.80;329.25;-14.55;673.05
345.16;330.84;-14.32;675.99
346.15;330.75;-15.41;676.90
345.59;330.56;-15.03;676.15
345.55;329.38;-16.17;674.94
343.89;329.34;-14.55;673.24
345.79;329.65;-16.15;675.44
344.81;329.38;-15.42;674.19
345.46;329.46;-16.00;674.92
345.25;330.13;-15.12;675.38
343.79;329.91;-13.88;673.70
344.48;329.97;-14.51;674.45
345.36;328.88;-16.48;674.24
346.05;330.71;-15.34;676.75
344.79;329.96;-14.82;674.75
343.79;329.36;-14.44;673.15
343.75;330.71;-13.05;674.46
345.75;328.72;-17.02;674.47
345.16;330.01;-15.15;675.18
