318.32;300.92;-17.40;619.25
318.25;299.64;-18.61;617.89
317.38;301.79;-15.58;619.17
316.14;301.93;-14.21;618.06
316.38;301.66;-14.72;618.04
316.26;301.52;-14.74;617.78
317.28;301.42;-15.86;618.71
316.18;300.80;-15.38;616.98
315.89;301.14;-14.75;617.03
317.42;301.56;-15.85;618.98
316.74;300.20;-16.54;616.94
316.10;300.88;-15.22;616.98
317.70;300.71;-16.99;618.41
318.32;301.19;-17.13;619.51
316.01;300.26;-15.75;616.28
316.89;300.91;-15.98;617.80
316.55;300.98;-15.57;617.52
317.14;300.46;-16.68;617.59
318.60;300.74;-17.86;619.34
317.91;300.48;-17.42;618.39
316.48;299.66;-16.82;616.14
316.75;300.84;-15.92;617.59
317.24;298.84;-18.40;616.08
315.72;302.02;-13.69;617.74
316.16;300.50;-15.66;616.66
316.11;298.08;-18.02;614.19
317.14;300.45;-16.69;617.58
316.05;300.31;-15.74;616.35
316.69;299.61;-17.08;616.29
318.16;301.44;-16.72;619.59
317.37;300.08;-17.29;617.45
317.58;302.21;-15.37;619.78
318.14;300.65;-17.48;618.79
316.30;300.45;-15.85;616.75
316.25;300.18;-16.07;616.42
317.72;300.39;-17.33;618.11
316.78;299.84;-16.94;616.62
315.63;301.25;-14.38;616.88
315.62;300.64;-14.98;616.26
316.29;301.15;-15.14;617.44
315.50;300.03;-15.47;615.53
315.60;301.78;-13.82;617.38
317.18;300.37;-16.81;617.55
316.25;300.85;-15.40;617.11
316.71;301.17;-15.54;617.88
315.77;300.25;-15.52;616.02
316.55;300.76;-15.79;617.31
316.23;301.01;-15.22;617.24
316.48;301.29;-15.18;617.77
315.81;302.06;-13.75;617.88
317.36;300.50;-16.86;617.86
316.72;300.92;-15.80;617.64
316.92;301.42;-15.50;618.35
315.82;301.35;-14.47;617.16
317.18;301.23;-15.95;618.41
315.53;300.39;-15.14;615.92
316.75;301.18;-15.57;617.94
316.34;300.30;-16.04;616.64
316.59;300.86;-15.73;617.46
315.88;302.21;-13.68;618.09
317.39;300.24;-17.15;617.64
317.71;301.99;-15.72;619.71
316.31;301.39;-14.91;617.70
317.00;301.51;-15.49;618.51
317.62;299.35;-18.27;616.96
316.54;300.55;-15.98;617.09
316.48;300.65;-15.83;617.14
317.19;301.54;-15.66;618.73
316.02;299.15;-16.88;615.17
315.00;301.34;-13.66;616.34
316.71;301.41;-15.30;618.12
317.31;298.44;-18.87;615.75
317.03;301.19;-15.84;618.22
316.89;300.85;-16.04;617.74
315.06;300.27;-14.79;615.33
317.36;300.55;-16.81;617.91
318.27;301.66;-16.61;619.94
316.78;301.33;-15.45;618.11
317.37;301.57;-15.80;618.94
316.36;300.01;-16.35;616.36
317.34;300.62;-16.71;617.96
317.61;300.62;-16.99;618.22
317.09;299.85;-17.25;616.94
317.31;300.48;-16.83;617.78
316.74;300.89;-15.85;617.64
316.77;300.82;-15.95;617.59
317.10;300.04;-17.06;617.14
316.24;300.22;-16.02;616.46
316.04;302.18;-13.85;618.22
316.97;299.69;-17.28;616.66
317.06;300.41;-16.66;617.47
316.40;300.26;-16.14;616.66
316.15;298.96;-17.19;615.11
316.89;298.35;-18.54;615.24
316.01;298.96;-17.05;614.96
317.45;302.28;-15.17;619.72
317.52;300.62;-16.90;618.15
316.74;301.02;-15.72;617.76
315.62;300.46;-15.16;616.08
316.27;301.86;-14.41;618.14
317.16;301.04;-16.12;618.19
316.53;301.73;-14.80;618.26
317.04;302.03;-15.01;619.06
316.58;300.82;-15.76;617.39
316.58;300.60;-15.98;617.18
316.57;300.39;-16.18;616.96
316.91;299.51;-17.39;616.42
316.04;301.12;-14.92;617.15
317.09;299.63;-17.46;616.72
316.93;300.40;-16.53;617.33
316.08;300.97;-15.11;617.05
316.78;299.53;-17.25;616.31
316.84;299.81;-17.04;616.65
316.47;300.36;-16.11;616.83
316.54;300.28;-16.26;616.81
316.76;301.06;-15.69;617.82
316.38;300.85;-15.54;617.23
317.25;301.78;-15.46;619.03
317.40;300.16;-17.24;617.56
316.37;300.40;-15.97;616.77
317.74;301.01;-16.72;618.75
317.06;301.12;-15.94;618.18
317.56;301.36;-16.20;618.92
315.64;301.88;-13.76;617.52
317.11;300.53;-16.58;617.64
317.26;300.66;-16.59;617.92
314.99;300.09;-14.90;615.09
317.74;300.99;-16.75;618.74
316.83;300.22;-16.61;617.05
317.88;300.44;-17.44;618.31
318.01;300.94;-17.07;618.94
316.34;300.09;-16.25;616.42
317.41;300.55;-16.86;617.96
317.56;298.84;-18.73;616.40
317.91;302.55;-15.36;620.46
317.97;301.51;-16.46;619.48
317.07;300.19;-16.88;617.26
316.35;300.51;-15.84;616.86
317.89;301.01;-16.89;618.90
316.48;300.20;-16.28;616.68
317.45;300.97;-16.48;618.42
317.06;300.31;-16.76;617.37
317.78;301.59;-16.19;619.37
318.16;301.11;-17.05;619.28
318.73;300.24;-18.49;618.97
316.30;300.87;-15.43;617.17
318.45;301.30;-17.15;619.75
315.78;300.01;-15.77;615.79
317.85;300.25;-17.60;618.11
317.41;298.28;-19.14;615.69
315.92;300.12;-15.80;616.05
317.22;301.29;-15.92;618.51
317.51;301.80;-15.71;619.31
316.65;299.52;-17.13;616.18
318.38;300.38;-18.00;618.75
316.72;301.76;-14.96;618.49
317.90;301.19;-16.71;619.09
316.63;300.70;-15.93;617.33
316.91;299.80;-17.11;616.71
317.26;301.44;-15.82;618.70
318.79;300.66;-18.14;619.45
317.69;299.99;-17.70;617.69
316.59;300.44;-16.16;617.03
317.52;301.81;-15.71;619.32
317.25;300.69;-16.56;617.95
317.02;299.80;-17.22;616.82
315.66;301.18;-14.48;616.84
317.60;300.17;-17.43;617.77
316.52;301.21;-15.32;617.73
315.80;301.64;-14.16;617.44
316.04;301.78;-14.26;617.82
317.46;301.31;-16.15;618.77
316.51;301.19;-15.32;617.70
317.21;300.30;-16.91;617.51
315.89;300.61;-15.28;616.51
317.98;301.75;-16.23;619.74
317.01;301.45;-15.56;618.45
316.78;301.96;-14.82;618.75
316.04;301.98;-14.05;618.02
317.65;301.51;-16.15;619.16
315.54;300.91;-14.64;616.45
315.17;301.68;-13.49;616.85
316.54;301.75;-14.79;618.29
316.32;301.18;-15.14;617.50
315.75;301.81;-13.95;617.56
318.36;301.07;-17.29;619.43
316.43;301.28;-15.15;617.71
315.32;301.18;-14.14;616.51
316.98;301.42;-15.56;618.40
318.09;300.82;-17.27;618.91
316.08;300.72;-15.36;616.80
317.78;301.71;-16.07;619.49
316.19;302.27;-13.92;618.46
316.31;300.66;-15.65;616.96
316.52;300.99;-15.54;617.51
315.26;301.50;-13.76;616.76
316.30;301.89;-14.41;618.19
316.79;301.32;-15.47;618.11
315.66;301.28;-14.38;616.94
316.28;302.09;-14.18;618.37
316.19;301.14;-15.05;617.34
316.31;300.65;-15.65;616.96
316.84;300.62;-16.21;617.46
315.55;301.09;-14.46;616.64
316.00;300.58;-15.42;616.58
316.15;299.05;-17.10;615.21
316.69;301.34;-15.35;618.03
316.64;299.84;-16.80;616.47
317.62;301.25;-16.38;618.87
314.96;301.04;-13.93;616.00
317.28;301.18;-16.10;618.46
315.75;300.38;-15.36;616.13
316.84;301.36;-15.47;618.20
317.80;300.92;-16.88;618.72
316.39;298.09;-18.30;614.49
315.46;301.25;-14.22;616.71
317.34;300.86;-16.48;618.20
316.84;300.85;-15.98;617.69
316.33;301.60;-14.73;617.93
316.81;299.98;-16.83;616.79
317.55;301.44;-16.11;618.98
317.54;300.13;-17.41;617.67
317.89;302.15;-15.74;620.04
316.82;298.05;-18.77;614.86
316.60;299.55;-17.05;616.15
317.20;301.72;-15.48;618.92
317.15;302.10;-15.05;619.25
318.22;300.60;-17.62;618.82
317.46;300.14;-17.32;617.61
315.51;300.44;-15.07;615.94
318.30;301.05;-17.25;619.35
315.25;300.91;-14.35;616.16
317.59;300.83;-16.76;618.42
317.88;302.46;-15.42;620.34
316.94;302.84;-14.11;619.78
316.89;301.45;-15.44;618.34
317.43;300.52;-16.91;617.95
316.52;300.78;-15.74;617.30
316.82;301.02;-15.81;617.84
316.76;299.89;-16.87;616.66
316.01;302.24;-13.78;618.25
316.19;300.65;-15.54;616.85
316.81;300.95;-15.86;617.76
317.07;301.24;-15.84;618.31
315.95;301.76;-14.19;617.71
318.04;300.68;-17.36;618.71
316.66;300.98;-15.68;617.64
317.65;299.72;-17.93;617.38
315.54;300.76;-14.77;616.30
317.45;302.24;-15.21;619.69
317.82;300.71;-17.11;618.54
317.31;301.24;-16.08;618.55
316.51;300.40;-16.11;616.91
317.64;300.71;-16.93;618.34
317.27;301.01;-16.26;618.28
316.84;299.46;-17.37;616.30
317.53;301.73;-15.80;619.26
317.27;301.05;-16.22;618.32
316.32;300.45;-15.87;616.76
316.97;301.02;-15.95;617.99
315.65;301.34;-14.32;616.99
317.77;300.48;-17.29;618.25
316.32;301.14;-15.18;617.45
317.38;300.75;-16.62;618.13
315.76;301.81;-13.95;617.56
317.35;300.96;-16.39;618.31
316.51;300.78;-15.74;617.29
316.26;300.53;-15.73;616.79
316.79;300.14;-16.65;616.93
316.98;300.22;-16.76;617.19
318.65;298.85;-19.79;617.50
318.15;301.15;-17.00;619.31
316.53;301.69;-14.84;618.22
316.17;300.14;-16.04;616.31
317.83;300.50;-17.33;618.33
316.58;300.94;-15.64;617.51
