316.93;295.88;-21.05;612.81
315.69;296.84;-18.85;612.54
316.21;295.98;-20.23;612.19
316.48;295.35;-21.12;611.83
317.32;296.54;-20.78;613.86
316.04;295.58;-20.46;611.61
317.68;296.29;-21.39;613.97
316.05;295.29;-20.76;611.35
315.99;296.39;-19.59;612.38
315.44;295.37;-20.06;610.81
316.08;295.04;-21.04;611.11
317.64;295.49;-22.15;613.14
315.26;295.60;-19.66;610.86
317.15;296.35;-20.80;613.49
315.61;296.63;-18.98;612.24
315.45;296.61;-18.84;612.06
316.20;295.94;-20.26;612.14
316.29;295.72;-20.57;612.02
317.01;295.89;-21.12;612.90
315.49;296.16;-19.33;611.65
316.06;296.11;-19.95;612.16
316.80;295.14;-21.66;611.94
316.41;294.47;-21.94;610.88
317.94;295.64;-22.29;613.58
316.16;294.68;-21.48;610.84
316.07;296.75;-19.32;612.82
318.69;296.14;-22.56;614.83
315.66;295.89;-19.76;611.55
316.38;296.36;-20.02;612.74
317.62;295.02;-22.60;612.64
318.69;295.57;-23.12;614.26
317.31;295.18;-22.12;612.49
316.78;295.59;-21.19;612.36
316.50;297.39;-19.11;613.89
316.11;296.14;-19.96;612.25
317.41;295.03;-22.38;612.44
316.32;295.54;-20.78;611.85
316.89;296.34;-20.55;613.24
315.51;295.25;-20.26;610.75
317.56;295.67;-21.89;613.23
315.65;295.44;-20.22;611.09
317.24;294.59;-22.64;611.83
317.29;296.64;-20.65;613.93
316.49;297.04;-19.46;613.53
318.08;295.72;-22.35;613.80
317.16;296.88;-20.29;614.04
316.86;295.05;-21.81;611.92
315.88;296.82;-19.06;612.70
315.22;296.17;-19.05;611.39
317.18;296.37;-20.81;613.55
317.33;295.98;-21.35;613.31
317.46;296.34;-21.13;613.80
316.11;296.08;-20.03;612.19
317.12;294.94;-22.18;612.06
316.52;295.74;-20.78;612.26
315.95;297.00;-18.95;612.95
316.36;296.38;-19.98;612.74
316.88;296.25;-20.62;613.13
317.21;295.26;-21.95;612.46
316.05;295.36;-20.69;611.42
316.58;295.45;-21.13;612.04
317.00;296.38;-20.62;613.38
315.73;296.07;-19.66;611.80
315.54;295.20;-20.34;610.74
316.57;295.21;-21.36;611.78
317.49;296.11;-21.38;613.59
315.70;295.90;-19.80;611.60
317.45;297.28;-20.18;614.73
316.32;296.10;-20.22;612.42
315.78;295.70;-20.08;611.48
316.49;297.05;-19.44;613.54
315.95;295.08;-20.88;611.03
316.38;296.08;-20.30;612.46
316.36;296.18;-20.18;612.54
315.67;296.36;-19.31;612.03
315.97;295.99;-19.98;611.96
317.67;295.08;-22.59;612.75
316.72;295.71;-21.02;612.43
316.31;295.06;-21.24;611.37
315.65;296.23;-19.42;611.88
316.46;295.61;-20.86;612.07
316.26;296.24;-20.03;612.50
316.76;296.23;-20.54;612.99
316.92;295.12;-21.80;612.04
317.89;296.15;-21.74;614.04
315.14;296.34;-18.80;611.48
316.28;295.69;-20.58;611.97
315.95;295.39;-20.56;611.34
315.74;295.75;-19.99;611.48
316.35;295.09;-21.25;611.44
317.02;297.55;-19.47;614.58
315.56;296.59;-18.98;612.15
316.30;297.10;-19.20;613.40
315.82;295.58;-20.24;611.40
317.20;295.88;-21.32;613.08
315.69;295.86;-19.82;611.55
317.25;295.51;-21.74;612.76
316.44;296.21;-20.24;612.65
316.42;295.21;-21.21;611.64
