Sample Name, Ga23_5_4_36G
Freq, 36, GHz, Power, 15, dBm,
SR850: f = 25 Hz; phase = -83.5 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
5.446192E+1,3.992700E+3,-1.788150E-7,-3.069650E-6,3.074854E-6,-9.333386E+1
5.466288E+1,4.001700E+3,-1.311310E-6,-1.937170E-6,2.339265E-6,-1.240949E+2
5.486188E+1,4.022800E+3,-1.490130E-7,-3.010050E-6,3.013736E-6,-9.283412E+1
5.506191E+1,4.032100E+3,6.556550E-7,-3.069650E-6,3.138891E-6,-7.794321E+1
5.526293E+1,4.052900E+3,6.556550E-7,-2.503410E-6,2.587846E-6,-7.532361E+1
5.546290E+1,4.065000E+3,1.549730E-6,-2.056370E-6,2.574941E-6,-5.299744E+1
5.566191E+1,4.075900E+3,1.430520E-6,-5.066430E-7,1.517588E-6,-1.950247E+1
5.586288E+1,4.095200E+3,2.086170E-7,1.043090E-6,1.063747E-6,7.869012E+1
5.606188E+1,4.108200E+3,2.086170E-7,1.549730E-6,1.563708E-6,8.233322E+1
5.626191E+1,4.131400E+3,2.354400E-6,9.536820E-7,2.540218E-6,2.205108E+1
5.646288E+1,4.141800E+3,3.308070E-6,7.748640E-7,3.397608E-6,1.318298E+1
5.666288E+1,4.152600E+3,3.933940E-6,1.072890E-6,4.077619E-6,1.525508E+1
5.686292E+1,4.172600E+3,2.682220E-6,1.907360E-6,3.291250E-6,3.541711E+1
5.706288E+1,4.182600E+3,2.414000E-6,2.384200E-6,3.392905E-6,4.464416E+1
5.726188E+1,4.201900E+3,2.354400E-6,9.238760E-7,2.529179E-6,2.142524E+1
5.746188E+1,4.212800E+3,1.758340E-6,5.662480E-7,1.847267E-6,1.785040E+1
5.766188E+1,4.232800E+3,2.175580E-6,3.278270E-7,2.200141E-6,8.569139E+0
5.786188E+1,4.243000E+3,1.877550E-6,5.364450E-7,1.952682E-6,1.594546E+1
5.806291E+1,4.263400E+3,1.579530E-6,1.221900E-6,1.996986E-6,3.772498E+1
5.826288E+1,4.273100E+3,2.980250E-7,2.980250E-7,4.214710E-7,4.500000E+1
5.846191E+1,4.296700E+3,-1.817950E-6,-6.556550E-7,1.932570E-6,-1.601678E+2
5.866189E+1,4.306200E+3,-2.324600E-6,-6.556550E-7,2.415295E-6,-1.642489E+2
5.886292E+1,4.327200E+3,1.162300E-6,-2.056370E-6,2.362117E-6,-6.052403E+1
5.906193E+1,4.336300E+3,2.354400E-6,-2.145780E-6,3.185525E-6,-4.234577E+1
5.926191E+1,4.346800E+3,2.980250E-6,-2.384200E-6,3.816582E-6,-3.865981E+1
5.946192E+1,4.369500E+3,-3.576300E-7,-2.712030E-6,2.735508E-6,-9.751214E+1
5.966291E+1,4.379100E+3,-6.556550E-7,-3.010050E-6,3.080631E-6,-1.022883E+2
5.986191E+1,4.399500E+3,1.341110E-6,-3.457080E-6,3.708096E-6,-6.879716E+1
6.006291E+1,4.409600E+3,2.533210E-6,-4.768400E-6,5.399518E-6,-6.202055E+1
6.026197E+1,4.429600E+3,2.592820E-6,-3.039850E-6,3.995423E-6,-4.953770E+1
6.046291E+1,4.440300E+3,2.890840E-6,-2.712030E-6,3.963844E-6,-4.317208E+1
6.066199E+1,4.459800E+3,1.728540E-6,-3.069650E-6,3.522868E-6,-6.061585E+1
6.086192E+1,4.471000E+3,1.132500E-6,-2.771630E-6,2.994076E-6,-6.777486E+1
6.106197E+1,4.481000E+3,2.980250E-8,-2.175580E-6,2.175784E-6,-8.921518E+1
6.126296E+1,4.503400E+3,2.384200E-7,-1.877550E-6,1.892627E-6,-8.276305E+1
6.146292E+1,4.514200E+3,1.490130E-7,-1.490130E-7,2.107362E-7,-4.500000E+1
6.166187E+1,4.534000E+3,9.238760E-7,-5.960500E-7,1.099465E-6,-3.282858E+1
6.186290E+1,4.544300E+3,2.205390E-6,-5.364450E-7,2.269696E-6,-1.367128E+1
6.206288E+1,4.564600E+3,2.920640E-6,-1.102690E-6,3.121869E-6,-2.068407E+1
6.226192E+1,4.577300E+3,2.205390E-6,-1.251700E-6,2.535843E-6,-2.957769E+1
6.246288E+1,4.586400E+3,1.609330E-6,-1.847750E-6,2.450331E-6,-4.894520E+1
6.266288E+1,4.610100E+3,2.086180E-6,-2.861040E-6,3.540861E-6,-5.390165E+1
6.286292E+1,4.619500E+3,1.758340E-6,-3.159060E-6,3.615442E-6,-6.089959E+1
6.306192E+1,4.642600E+3,2.026570E-6,-3.963740E-6,4.451766E-6,-6.292037E+1
6.326191E+1,4.652900E+3,3.248470E-6,-3.099460E-6,4.489901E-6,-4.365530E+1
6.346288E+1,4.665000E+3,3.427280E-6,-2.086180E-6,4.012281E-6,-3.132881E+1
6.366188E+1,4.686200E+3,3.993540E-6,-1.788150E-7,3.997541E-6,-2.563767E+0
6.386192E+1,4.695700E+3,4.172350E-6,3.874320E-7,4.190299E-6,5.305103E+0
6.406192E+1,4.716500E+3,4.440580E-6,4.768410E-7,4.466109E-6,6.129083E+0
6.426192E+1,4.726500E+3,4.649190E-6,1.192100E-7,4.650718E-6,1.468801E+0
6.446291E+1,4.750000E+3,3.755110E-6,2.980250E-7,3.766918E-6,4.537779E+0
6.466192E+1,4.759200E+3,3.874330E-6,2.384200E-7,3.881659E-6,3.521449E+0
6.486292E+1,4.772000E+3,3.844530E-6,6.258520E-7,3.895138E-6,9.246088E+0
6.506288E+1,4.792000E+3,2.831240E-6,-2.086170E-7,2.838915E-6,-4.214165E+0
6.526192E+1,4.802700E+3,1.490120E-6,-1.370910E-6,2.024809E-6,-4.261405E+1
6.546288E+1,4.822200E+3,1.519930E-6,-2.801430E-6,3.187193E-6,-6.151773E+1
6.566190E+1,4.833400E+3,2.414000E-6,-3.039850E-6,3.881763E-6,-5.154627E+1
6.586188E+1,4.843500E+3,3.606100E-6,-3.516690E-6,5.036970E-6,-4.428082E+1
6.606292E+1,4.865900E+3,2.563010E-6,-2.026570E-6,3.267416E-6,-3.833340E+1
6.626187E+1,4.876600E+3,1.788150E-6,-1.400720E-6,2.271453E-6,-3.807283E+1
6.646292E+1,4.896600E+3,-8.940740E-8,-1.877550E-6,1.879678E-6,-9.272632E+1
6.666292E+1,4.909600E+3,-4.768410E-7,-2.026570E-6,2.081913E-6,-1.032405E+2
6.686191E+1,4.928900E+3,1.460320E-6,-1.251700E-6,1.923353E-6,-4.060123E+1
6.706292E+1,4.939800E+3,8.642710E-7,-1.579530E-6,1.800522E-6,-6.131386E+1
6.726188E+1,4.959400E+3,2.384200E-7,-2.354400E-6,2.366441E-6,-8.421762E+1
6.746188E+1,4.969700E+3,1.609330E-6,-1.996770E-6,2.564573E-6,-5.113235E+1
6.766188E+1,4.978800E+3,2.503410E-6,-2.235190E-6,3.356060E-6,-4.176033E+1
6.786187E+1,5.002600E+3,3.844530E-6,-3.665700E-6,5.312040E-6,-4.363596E+1
6.806189E+1,5.011700E+3,3.635900E-6,-2.712030E-6,4.535954E-6,-3.671938E+1
6.826293E+1,5.036000E+3,3.457080E-6,-2.205390E-6,4.100628E-6,-3.253520E+1
6.846288E+1,5.045100E+3,3.010050E-6,-1.043090E-6,3.185661E-6,-1.911303E+1
6.866288E+1,5.056000E+3,3.278270E-6,-6.556550E-7,3.343193E-6,-1.130995E+1
6.886293E+1,5.075700E+3,3.606100E-6,1.251700E-6,3.817160E-6,1.914221E+1
6.906192E+1,5.088500E+3,2.831240E-6,1.430520E-6,3.172114E-6,2.680577E+1
6.926293E+1,5.108700E+3,9.238760E-7,-5.960500E-7,1.099465E-6,-3.282858E+1
6.946188E+1,5.119100E+3,-2.682230E-7,-1.341110E-6,1.367669E-6,-1.013100E+2
6.966292E+1,5.138600E+3,-4.768410E-7,-2.086170E-7,5.204790E-7,-1.563707E+2
6.986192E+1,5.149500E+3,8.940730E-7,-5.960500E-7,1.074543E-6,-3.369013E+1
7.006292E+1,5.168800E+3,1.758340E-6,-7.450620E-7,1.909680E-6,-2.296385E+1
7.026189E+1,5.180000E+3,2.235190E-6,-8.344690E-7,2.385878E-6,-2.047224E+1
7.046192E+1,5.199300E+3,4.023340E-6,-7.748640E-7,4.097277E-6,-1.090125E+1
7.066186E+1,5.210500E+3,3.814730E-6,-7.748640E-7,3.892631E-6,-1.148195E+1
7.086288E+1,5.229900E+3,5.006820E-6,1.013290E-6,5.108327E-6,1.144110E+1
7.106192E+1,5.243000E+3,5.751880E-6,1.430520E-6,5.927100E-6,1.396638E+1
7.126291E+1,5.252900E+3,5.722080E-6,1.549730E-6,5.928226E-6,1.515407E+1
7.146288E+1,5.273500E+3,4.112750E-6,2.980250E-7,4.123534E-6,4.144619E+0
7.166293E+1,5.282900E+3,4.202160E-6,-2.980250E-7,4.212715E-6,-4.056731E+0
7.186192E+1,5.304000E+3,3.218670E-6,-1.162300E-6,3.422101E-6,-1.985525E+1
7.206191E+1,5.313200E+3,2.533210E-6,-1.549730E-6,2.969649E-6,-3.145685E+1
7.226192E+1,5.334400E+3,4.261760E-6,-2.861040E-6,5.133045E-6,-3.387458E+1
7.246195E+1,5.343300E+3,4.828010E-6,-2.443800E-6,5.411270E-6,-2.684722E+1
7.266188E+1,5.364300E+3,5.245240E-6,1.877550E-6,5.571152E-6,1.969499E+1
7.286188E+1,5.373400E+3,5.006820E-6,3.129260E-6,5.904279E-6,3.200536E+1
7.306188E+1,5.394200E+3,7.212190E-6,2.115980E-6,7.516186E-6,1.635113E+1
7.326189E+1,5.406200E+3,7.659260E-6,2.264990E-6,7.987142E-6,1.647396E+1
7.346191E+1,5.427500E+3,5.990300E-6,1.490120E-6,6.172856E-6,1.396911E+1
7.366304E+1,5.436600E+3,5.871090E-6,1.758340E-6,6.128740E-6,1.667250E+1
7.386192E+1,5.457700E+3,7.808270E-6,1.937170E-6,8.044980E-6,1.393331E+1
7.406188E+1,5.467200E+3,8.761940E-6,1.162300E-6,8.838695E-6,7.556356E+0
7.426288E+1,5.487800E+3,1.281510E-5,1.341110E-6,1.288508E-5,5.974301E+0
7.446292E+1,5.497200E+3,1.367930E-5,1.579530E-6,1.377019E-5,6.586695E+0
7.466192E+1,5.508400E+3,1.373890E-5,1.549730E-6,1.382603E-5,6.435686E+0
7.486292E+1,5.527700E+3,1.549730E-5,4.470370E-7,1.550375E-5,1.652303E+0
7.506292E+1,5.538900E+3,1.636160E-5,4.768410E-7,1.636855E-5,1.669351E+0
7.526192E+1,5.561100E+3,1.695760E-5,-4.172340E-7,1.696273E-5,-1.409452E+0
7.546192E+1,5.572400E+3,1.695760E-5,-3.278270E-7,1.696077E-5,-1.107513E+0
7.566292E+1,5.581500E+3,1.654040E-5,2.682230E-7,1.654257E-5,9.290404E-1
7.586192E+1,5.604900E+3,1.928220E-5,7.450620E-7,1.929659E-5,2.212802E+0
7.606192E+1,5.614800E+3,1.895440E-5,8.940730E-7,1.897547E-5,2.700622E+0
7.626192E+1,5.637600E+3,2.074250E-5,-1.192100E-6,2.077673E-5,-3.289249E+0
7.646292E+1,5.648300E+3,2.190480E-5,-1.192100E-7,2.190512E-5,-3.118112E-1
7.666297E+1,5.657400E+3,2.339490E-5,5.960500E-7,2.340249E-5,1.459453E+0
7.686192E+1,5.681600E+3,2.491490E-5,2.622620E-6,2.505255E-5,6.009004E+0
7.706192E+1,5.690700E+3,2.622620E-5,2.205390E-6,2.631876E-5,4.806756E+0
7.726292E+1,5.714000E+3,2.902760E-5,1.400720E-6,2.906138E-5,2.762651E+0
7.746195E+1,5.723800E+3,2.914680E-5,1.341110E-6,2.917764E-5,2.634450E+0
7.766189E+1,5.733300E+3,2.911700E-5,1.490120E-6,2.915510E-5,2.929669E+0
7.786195E+1,5.753800E+3,3.138210E-5,1.490130E-7,3.138245E-5,2.720580E-1
7.806188E+1,5.775000E+3,3.439210E-5,-1.668940E-6,3.443257E-5,-2.778204E+0
7.826188E+1,5.784100E+3,3.549480E-5,-1.072890E-6,3.551101E-5,-1.731334E+0
7.846288E+1,5.794700E+3,3.537560E-5,-1.043090E-6,3.539098E-5,-1.688942E+0
7.866192E+1,5.814500E+3,3.650810E-5,-1.937170E-6,3.655946E-5,-3.037344E+0
7.886197E+1,5.827300E+3,3.773000E-5,-9.834840E-7,3.774282E-5,-1.493155E+0
7.906192E+1,5.850800E+3,4.237910E-5,-2.235190E-6,4.243800E-5,-3.019139E+0
7.926292E+1,5.860800E+3,4.360100E-5,-2.443800E-6,4.366943E-5,-3.208025E+0
7.946191E+1,5.881000E+3,4.228970E-5,-3.278270E-6,4.241657E-5,-4.432667E+0
7.966188E+1,5.891700E+3,4.228970E-5,-2.205390E-6,4.234717E-5,-2.985247E+0
7.986289E+1,5.904700E+3,4.327320E-5,-1.639140E-6,4.330423E-5,-2.169262E+0
8.006188E+1,5.924000E+3,4.503150E-5,-1.639140E-6,4.506132E-5,-2.084638E+0
8.026188E+1,5.935300E+3,4.598520E-5,-8.344690E-7,4.599277E-5,-1.039602E+0
8.046288E+1,5.954600E+3,4.848860E-5,-1.788150E-7,4.848893E-5,-2.112929E-1
8.066288E+1,5.965400E+3,4.979990E-5,4.172340E-7,4.980165E-5,4.800248E-1
8.086192E+1,5.974300E+3,5.266090E-5,4.768410E-7,5.266306E-5,5.187954E-1
8.106192E+1,5.998000E+3,5.561140E-5,-5.960500E-7,5.561459E-5,-6.140799E-1
8.126292E+1,6.007200E+3,5.707170E-5,-2.682230E-7,5.707233E-5,-2.692741E-1
8.146192E+1,6.030400E+3,6.008170E-5,7.450620E-7,6.008632E-5,7.104779E-1
8.166292E+1,6.040500E+3,6.112500E-5,3.874320E-7,6.112623E-5,3.631562E-1
8.186192E+1,6.052400E+3,6.151250E-5,2.980250E-7,6.151322E-5,2.775930E-1
8.206289E+1,6.073800E+3,6.356880E-5,-5.960510E-8,6.356883E-5,-5.372321E-2
8.226192E+1,6.085800E+3,6.482050E-5,1.430520E-6,6.483628E-5,1.264252E+0
8.246297E+1,6.095400E+3,6.640000E-5,2.563010E-6,6.644945E-5,2.210494E+0
8.266192E+1,6.119100E+3,6.774110E-5,1.072890E-6,6.774960E-5,9.073802E-1
8.286291E+1,6.128400E+3,6.765170E-5,3.874320E-7,6.765281E-5,3.281215E-1
8.306188E+1,6.152700E+3,6.777090E-5,-1.817950E-6,6.779528E-5,-1.536587E+0
8.326289E+1,6.161900E+3,6.800940E-5,-2.235190E-6,6.804612E-5,-1.882400E+0
8.346288E+1,6.173100E+3,6.893320E-5,-3.516690E-6,6.902285E-5,-2.920465E+0
8.366197E+1,6.195000E+3,7.307580E-5,-4.559780E-6,7.321792E-5,-3.570510E+0
8.386292E+1,6.207500E+3,7.280750E-5,-2.652420E-6,7.285580E-5,-2.086396E+0
8.406292E+1,6.228300E+3,7.388040E-5,-1.102690E-6,7.388863E-5,-8.550954E-1
8.426187E+1,6.238200E+3,7.417840E-5,-1.996770E-6,7.420527E-5,-1.541943E+0
8.446192E+1,6.258800E+3,7.379100E-5,-2.861040E-6,7.384644E-5,-2.220372E+0
8.466292E+1,6.269100E+3,7.402940E-5,-2.890840E-6,7.408582E-5,-2.236258E+0
8.486192E+1,6.280100E+3,7.438710E-5,-3.427280E-6,7.446601E-5,-2.637956E+0
8.506192E+1,6.300200E+3,7.456590E-5,-2.861040E-6,7.462077E-5,-2.197320E+0
8.526292E+1,6.310700E+3,7.432750E-5,-2.026570E-6,7.435512E-5,-1.561806E+0
8.546193E+1,6.333000E+3,7.414860E-5,-2.264990E-6,7.418319E-5,-1.749649E+0
8.566292E+1,6.344200E+3,7.510230E-5,-1.251700E-6,7.511273E-5,-9.548375E-1
8.586193E+1,6.353200E+3,7.662220E-5,-5.960510E-8,7.662222E-5,-4.457090E-2
8.606307E+1,6.376900E+3,7.721830E-5,7.450620E-7,7.722189E-5,5.528169E-1
8.626193E+1,6.386300E+3,7.689050E-5,2.384200E-7,7.689087E-5,1.776606E-1
8.646288E+1,6.409400E+3,7.730770E-5,-5.960500E-7,7.731000E-5,-4.417474E-1
8.666189E+1,6.419700E+3,7.632420E-5,-5.066430E-7,7.632588E-5,-3.803260E-1
8.686188E+1,6.431700E+3,7.492350E-5,-5.960500E-7,7.492587E-5,-4.558040E-1
8.706191E+1,6.452700E+3,7.355260E-5,-2.473610E-6,7.359418E-5,-1.926159E+0
8.726188E+1,6.464600E+3,7.337380E-5,-2.712030E-6,7.342390E-5,-2.116793E+0
8.746188E+1,6.475000E+3,7.462550E-5,-2.533210E-6,7.466848E-5,-1.944195E+0
8.766292E+1,6.495000E+3,7.474470E-5,-1.400720E-6,7.475782E-5,-1.073601E+0
8.786291E+1,6.516200E+3,7.411880E-5,0.000000E+0,7.411880E-5,0.000000E+0
8.806198E+1,6.525400E+3,7.438710E-5,1.430520E-6,7.440085E-5,1.101705E+0
8.826192E+1,6.546300E+3,7.545990E-5,1.490120E-6,7.547461E-5,1.131283E+0
8.846192E+1,6.555400E+3,7.590700E-5,3.278270E-7,7.590771E-5,2.474474E-1
8.866191E+1,6.566400E+3,7.593680E-5,-1.162300E-6,7.594569E-5,-8.769093E-1
8.886288E+1,6.588800E+3,7.551960E-5,-2.950440E-6,7.557721E-5,-2.237324E+0
8.906192E+1,6.600000E+3,7.534070E-5,-3.516690E-6,7.542273E-5,-2.672465E+0
8.926292E+1,6.619400E+3,7.474470E-5,-4.142550E-6,7.485941E-5,-3.172239E+0
8.946291E+1,6.630700E+3,7.399960E-5,-3.278270E-6,7.407218E-5,-2.536612E+0
8.966192E+1,6.649400E+3,7.352280E-5,-2.324600E-6,7.355954E-5,-1.810941E+0
8.986189E+1,6.660600E+3,7.292670E-5,-2.414000E-6,7.296664E-5,-1.895897E+0
9.006291E+1,6.670600E+3,7.203270E-5,-2.086180E-6,7.206290E-5,-1.658912E+0
9.026192E+1,6.693900E+3,7.098960E-5,-4.470370E-7,7.099101E-5,-3.607993E-1
9.046192E+1,6.706600E+3,7.185390E-5,2.980250E-8,7.185391E-5,2.376430E-2
9.066192E+1,6.726400E+3,7.215190E-5,-4.768410E-7,7.215348E-5,-3.786536E-1
9.086192E+1,6.736900E+3,7.185390E-5,-9.238760E-7,7.185984E-5,-7.366515E-1
9.106288E+1,6.757300E+3,7.498310E-5,-6.556550E-7,7.498597E-5,-5.009837E-1
9.126188E+1,6.767400E+3,7.540030E-5,2.980250E-8,7.540031E-5,2.264656E-2
9.146191E+1,6.788300E+3,7.295660E-5,-6.258520E-7,7.295928E-5,-4.914949E-1
9.166187E+1,6.797700E+3,7.423810E-5,-2.682230E-7,7.423858E-5,-2.070093E-1
9.186192E+1,6.818900E+3,7.489370E-5,-9.536820E-7,7.489977E-5,-7.295540E-1
9.206192E+1,6.828100E+3,7.405920E-5,2.980250E-8,7.405921E-5,2.305665E-2
9.226188E+1,6.849300E+3,7.376120E-5,-5.662480E-7,7.376337E-5,-4.398381E-1
9.246293E+1,6.858400E+3,7.328440E-5,-1.639140E-6,7.330273E-5,-1.281312E+0
9.266191E+1,6.879500E+3,7.295660E-5,-1.639140E-6,7.297501E-5,-1.287067E+0
9.286297E+1,6.888700E+3,7.364200E-5,-2.145780E-6,7.367326E-5,-1.669012E+0
9.306192E+1,6.899800E+3,7.394000E-5,-2.175580E-6,7.397200E-5,-1.685361E+0
9.326189E+1,6.919000E+3,7.420820E-5,-9.834840E-7,7.421472E-5,-7.592986E-1
9.346288E+1,6.939600E+3,7.525130E-5,7.748640E-7,7.525529E-5,5.899548E-1
9.366290E+1,6.948900E+3,7.587720E-5,1.579530E-6,7.589364E-5,1.192550E+0
9.386189E+1,6.970000E+3,7.572820E-5,2.294790E-6,7.576296E-5,1.735702E+0
9.406289E+1,6.979800E+3,7.566860E-5,1.221900E-6,7.567847E-5,9.251345E-1
9.426288E+1,7.000600E+3,7.602620E-5,-1.132500E-6,7.603463E-5,-8.534252E-1
9.446191E+1,7.010900E+3,7.602620E-5,-1.758340E-6,7.604653E-5,-1.324905E+0
9.466192E+1,7.022000E+3,7.504270E-5,-1.221900E-6,7.505265E-5,-9.328493E-1
9.486191E+1,7.041900E+3,7.453610E-5,-1.221900E-6,7.454611E-5,-9.391884E-1
9.506192E+1,7.052300E+3,7.411880E-5,-6.556550E-7,7.412170E-5,-5.068253E-1
9.526291E+1,7.072500E+3,7.420820E-5,5.066430E-7,7.420993E-5,3.911705E-1
9.546288E+1,7.082400E+3,7.429770E-5,8.642710E-7,7.430273E-5,6.664654E-1
9.566188E+1,7.103000E+3,7.522150E-5,9.834840E-7,7.522793E-5,7.490714E-1
9.586193E+1,7.112400E+3,7.540030E-5,1.072890E-6,7.540793E-5,8.152212E-1
9.606289E+1,7.133500E+3,7.537050E-5,-2.443800E-6,7.541011E-5,-1.857098E+0
9.626288E+1,7.145800E+3,7.477450E-5,-2.503410E-6,7.481639E-5,-1.917516E+0
9.646192E+1,7.166400E+3,7.477450E-5,-1.162300E-6,7.478353E-5,-8.905379E-1
9.666288E+1,7.176000E+3,7.531090E-5,-1.609330E-6,7.532809E-5,-1.224176E+0
9.686192E+1,7.197000E+3,7.608580E-5,-1.043090E-6,7.609295E-5,-7.854411E-1
9.706192E+1,7.206300E+3,7.587720E-5,1.341110E-6,7.588905E-5,1.012583E+0
9.726292E+1,7.218500E+3,7.504270E-5,1.996770E-6,7.506926E-5,1.524192E+0
9.746191E+1,7.239600E+3,7.581760E-5,-2.384200E-7,7.581797E-5,-1.801747E-1
9.766192E+1,7.251500E+3,7.778450E-5,-1.460320E-6,7.779821E-5,-1.075540E+0
9.786192E+1,7.261900E+3,8.025810E-5,-1.758340E-6,8.027736E-5,-1.255068E+0
9.806192E+1,7.284600E+3,7.906600E-5,-3.874320E-7,7.906695E-5,-2.807533E-1
9.826292E+1,7.295400E+3,7.760570E-5,6.258520E-7,7.760822E-5,4.620524E-1
9.846191E+1,7.317800E+3,7.754610E-5,1.609330E-6,7.756280E-5,1.188900E+0
9.866191E+1,7.327800E+3,7.835080E-5,3.874320E-7,7.835176E-5,2.833160E-1
9.886292E+1,7.338900E+3,7.903620E-5,-6.258520E-7,7.903868E-5,-4.536899E-1
9.906293E+1,7.358300E+3,8.124160E-5,-1.043090E-6,8.124830E-5,-7.356006E-1
9.926188E+1,7.369000E+3,8.207610E-5,6.556550E-7,8.207872E-5,4.576907E-1
9.946288E+1,7.390700E+3,8.177800E-5,8.940730E-7,8.178289E-5,6.263857E-1
9.966288E+1,7.401900E+3,8.308930E-5,1.043090E-6,8.309585E-5,7.192444E-1
9.986191E+1,7.414300E+3,8.463910E-5,1.609330E-6,8.465440E-5,1.089292E+0
1.000619E+2,7.434700E+3,8.705300E-5,3.099460E-6,8.710816E-5,2.039114E+0
1.002619E+2,7.447700E+3,8.824510E-5,4.351170E-6,8.835231E-5,2.822842E+0
1.004619E+2,7.467200E+3,9.053990E-5,4.202160E-6,9.063736E-5,2.657319E+0
1.006619E+2,7.478000E+3,9.068890E-5,3.874330E-6,9.077162E-5,2.446252E+0
1.008629E+2,7.498400E+3,9.101680E-5,2.473610E-6,9.105041E-5,1.556773E+0
1.010629E+2,7.508700E+3,9.188100E-5,1.043090E-6,9.188692E-5,6.504292E-1
1.012620E+2,7.529500E+3,9.536790E-5,-9.834840E-7,9.537297E-5,-5.908433E-1
1.014619E+2,7.539200E+3,9.700700E-5,-1.519930E-6,9.701891E-5,-8.976512E-1
1.016629E+2,7.549000E+3,9.942100E-5,-2.145780E-6,9.944415E-5,-1.236409E+0
1.018629E+2,7.572700E+3,1.015370E-4,-3.188860E-6,1.015871E-4,-1.798834E+0
1.020619E+2,7.581800E+3,1.005240E-4,-3.129260E-6,1.005727E-4,-1.783012E+0
1.022620E+2,7.606000E+3,9.873560E-5,-3.159060E-6,9.878612E-5,-1.832562E+0
1.024619E+2,7.615200E+3,9.909320E-5,-3.367680E-6,9.915041E-5,-1.946447E+0
1.026629E+2,7.636000E+3,1.008220E-4,-2.026570E-6,1.008424E-4,-1.151517E+0
1.028619E+2,7.645900E+3,1.019240E-4,-1.609330E-6,1.019367E-4,-9.045971E-1
1.030629E+2,7.659000E+3,1.029080E-4,-1.549730E-6,1.029197E-4,-8.627733E-1
1.032629E+2,7.678600E+3,1.068420E-4,-6.854570E-7,1.068442E-4,-3.675826E-1
1.034629E+2,7.691600E+3,1.076170E-4,-3.576300E-7,1.076176E-4,-1.904031E-1
1.036629E+2,7.702700E+3,1.087190E-4,-1.788150E-7,1.087191E-4,-9.423685E-2
1.038619E+2,7.724300E+3,1.074680E-4,8.940730E-7,1.074717E-4,4.766575E-1
1.040619E+2,7.735700E+3,1.080340E-4,3.874320E-7,1.080347E-4,2.054735E-1
1.042619E+2,7.755200E+3,1.084510E-4,-5.364450E-7,1.084523E-4,-2.834071E-1
1.044629E+2,7.766500E+3,1.101500E-4,-1.609330E-6,1.101618E-4,-8.370518E-1
1.046619E+2,7.786000E+3,1.119680E-4,-1.639140E-6,1.119800E-4,-8.387137E-1
1.048620E+2,7.797000E+3,1.126230E-4,-1.251700E-6,1.126300E-4,-6.367631E-1
1.050619E+2,7.816900E+3,1.137260E-4,7.450620E-7,1.137284E-4,3.753609E-1
1.052619E+2,7.827400E+3,1.145900E-4,1.162300E-6,1.145959E-4,5.811380E-1
1.054619E+2,7.836500E+3,1.146200E-4,1.728540E-6,1.146330E-4,8.639901E-1
1.056619E+2,7.860700E+3,1.179880E-4,5.960500E-7,1.179895E-4,2.894435E-1
1.058619E+2,7.869800E+3,1.191800E-4,-1.490130E-7,1.191801E-4,-7.163796E-2
1.060629E+2,7.891000E+3,1.190910E-4,-3.278270E-7,1.190915E-4,-1.577202E-1
1.062629E+2,7.900100E+3,1.211170E-4,-7.450620E-7,1.211193E-4,-3.524556E-1
1.064619E+2,7.921400E+3,1.230250E-4,1.788150E-7,1.230251E-4,8.327850E-2
1.066619E+2,7.930600E+3,1.242770E-4,0.000000E+0,1.242770E-4,0.000000E+0
1.068629E+2,7.951600E+3,1.238590E-4,-1.221900E-6,1.238650E-4,-5.652189E-1
1.070629E+2,7.961400E+3,1.240080E-4,-2.443800E-6,1.240321E-4,-1.128970E+0
1.072629E+2,7.981800E+3,1.255880E-4,-3.099460E-6,1.256262E-4,-1.413749E+0
1.074619E+2,7.992100E+3,1.265710E-4,-4.231960E-6,1.266417E-4,-1.914998E+0
1.076629E+2,8.015200E+3,1.307140E-4,-5.364450E-6,1.308240E-4,-2.350077E+0
1.078619E+2,8.024800E+3,1.308630E-4,-4.619390E-6,1.309445E-4,-2.021669E+0
1.080619E+2,8.036100E+3,1.312210E-4,-4.321370E-6,1.312921E-4,-1.886183E+0
1.082629E+2,8.057600E+3,1.334860E-4,-3.993540E-6,1.335457E-4,-1.713624E+0
1.084619E+2,8.068700E+3,1.349460E-4,-4.589590E-6,1.350240E-4,-1.947911E+0
1.086629E+2,8.081700E+3,1.374490E-4,-5.185630E-6,1.375468E-4,-2.160611E+0
1.088619E+2,8.101400E+3,1.386410E-4,-4.082950E-6,1.387011E-4,-1.686862E+0
1.090619E+2,8.115200E+3,1.397740E-4,-3.635900E-6,1.398213E-4,-1.490082E+0
1.092619E+2,8.124500E+3,1.404890E-4,-2.980250E-6,1.405206E-4,-1.215256E+0
1.094619E+2,8.148300E+3,1.434400E-4,-3.159060E-6,1.434748E-4,-1.261653E+0
1.096619E+2,8.158000E+3,1.451080E-4,-3.010050E-6,1.451392E-4,-1.188345E+0
1.098629E+2,8.181000E+3,1.475220E-4,-2.861040E-6,1.475497E-4,-1.111054E+0
1.100619E+2,8.191300E+3,1.482670E-4,-2.652420E-6,1.482907E-4,-1.024883E+0
1.102619E+2,8.211700E+3,1.505620E-4,-2.354400E-6,1.505804E-4,-8.958847E-1
1.104629E+2,8.221600E+3,1.519330E-4,-1.341110E-6,1.519389E-4,-5.057357E-1
