[Connect DataFile][2.1]
Date:	11/4/2024
Time:	09:38:27
Unit:	°C
Resolution:	0.050/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:155		
000:00:00.050	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:205		
000:00:00.100	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:255		
000:00:00.150	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:305		
000:00:00.200	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:355		
000:00:00.250	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:405		
000:00:00.300	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:455		
000:00:00.350	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:505		
000:00:00.400	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:555		
000:00:00.450	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:605		
000:00:00.500	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:655		
000:00:00.550	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:705		
000:00:00.600	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:755		
000:00:00.650	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:805		
000:00:00.700	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:855		
000:00:00.750	800.0	22.7	21.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:38:27:905		
