Date  4.11.2024
time  09:38:03
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.079  0.128805  1904.64  90.0296  0.983  0.38  0.4  53  2.5616  0
0.128  0.128805  1938.64  94.5768  154.694  0.37  0.4  53  2.5616  0
0.176  0.128805  1999.46  90.0116  0.405  0.36  0.4  53  2.5616  0
0.225  0.128805  2034.94  89.9666  1.187  0.36  0.4  53  2.5616  0
0.274  0.257611  1937.71  95.9854  202.055  0.38  0.4  53  2.5616  0
0.323  0.257611  1969.88  89.8441  5.358  0.37  0.4  53  2.5616  0
0.372  0.257611  1939.21  94.9867  168.566  0.37  0.4  53  2.5616  0
0.42  0.386416  1917.32  96.3853  213.232  0.38  0.4  53  2.5616  0
0.469  0.386416  1889.92  94.0112  132.202  0.38  0.4  53  2.5616  0
0.518  0.386416  2018.14  89.5126  17.168  0.36  0.4  53  2.5616  0
0.567  0.515221  1901.62  95.047  167.292  0.38  0.4  53  2.5616  0
0.616  0.515221  1994.1  89.8517  5.163  0.36  0.4  53  2.5616  0
0.665  0.515221  1939.4  94.7174  159.499  0.37  0.4  53  2.5616  0
0.713  0.644026  1886.34  94.7644  156.677  0.38  0.4  53  2.5616  0
0.762  0.644026  2041.7  89.9711  1.028  0.35  0.4  53  2.5616  0
0.811  0.644026  1928.59  96.0841  204.407  0.38  0.4  53  2.5616  0
0.86  0.772832  1962.68  89.7694  7.898  0.37  0.4  53  2.5616  0
0.908  0.772832  1932.5  94.9309  166.108  0.38  0.4  53  2.5616  0
0.957  0.772832  1915.37  96.3003  210.192  0.38  0.4  53  2.5616  0
1.006  0.901637  1885.24  93.9957  131.367  0.38  0.4  53  2.5616  0
1.055  0.901637  2027.52  89.735  9.379  0.36  0.4  53  2.5616  0
1.103  0.901637  1899.18  96.1518  203.522  0.38  0.4  53  2.5616  0
1.152  1.03044  2023.1  89.9497  1.776  0.36  0.4  53  2.5616  0
1.201  1.03044  1934.48  94.6996  158.495  0.38  0.4  53  2.5616  0
1.25  1.03044  1989.99  90.0223  0.775  0.36  0.4  53  2.5616  0
1.299  1.15925  1856.24  89.9872  0.416  0.39  0.4  53  2.5616  0
1.347  1.15925  1924.65  94.9532  166.179  0.38  0.4  53  2.5616  0
1.396  1.15925  1886.49  95.401  177.566  0.39  0.4  53  2.5616  0
1.445  1.28805  1945.73  94.9958  169.439  0.37  0.4  53  2.5616  0
1.494  1.28805  1919.13  96.0885  203.55  0.38  0.4  53  2.5616  0
1.543  1.28805  1897.02  95.0534  167.098  0.38  0.4  53  2.5616  0
1.592  1.41686  2027.8  89.6169  13.557  0.36  0.4  53  2.5616  0
1.64  1.41686  1892.98  96.1392  202.443  0.38  0.4  53  2.5616  0
1.689  1.41686  2022.51  90.0292  1.032  0.36  0.4  53  2.5616  0
1.738  1.54566  1932.93  94.7093  158.694  0.38  0.4  53  2.5616  0
1.787  1.54566  1997.49  89.9839  0.562  0.36  0.4  53  2.5616  0
1.836  1.54566  2012.84  89.9083  3.22  0.36  0.4  53  2.5616  0
1.885  1.67447  1925.29  96.0543  203.062  0.38  0.4  53  2.5616  0
1.933  1.67447  1895.18  95.3013  175.102  0.38  0.4  53  2.5616  0
1.982  1.67447  1947.05  94.9392  167.637  0.37  0.4  53  2.5616  0
2.031  1.80327  1911.21  96.4183  213.646  0.38  0.4  53  2.5616  0
2.08  1.80327  1893.8  95.026  165.912  0.38  0.4  53  2.5616  0
2.128  1.80327  2021.9  89.6865  11.062  0.36  0.4  53  2.5616  0
2.177  1.93208  1897.68  96.1602  203.637  0.38  0.4  53  2.5616  0
2.226  1.93208  2002.23  89.8478  5.32  0.36  0.4  53  2.5616  0
2.275  1.93208  1941.71  94.8486  164.118  0.37  0.4  53  2.5616  0
2.323  2.06088  1994.94  90.0347  1.207  0.36  0.4  53  2.5616  0
2.372  2.06088  1926.88  94.7728  160.326  0.38  0.4  53  2.5616  0
2.421  2.06088  1922.41  96.1182  204.89  0.38  0.4  53  2.5616  0
2.47  2.18969  1889.23  95.3373  175.734  0.38  0.4  53  2.5616  0
2.519  2.18969  1937.9  95.0431  170.351  0.37  0.4  53  2.5616  0
2.568  2.18969  1904.32  96.2656  207.832  0.38  0.4  53  2.5616  0
2.616  2.3185  1830.68  90.0467  1.493  0.4  0.4  53  2.5616  0
2.665  2.3185  2016.74  89.6748  11.447  0.36  0.4  53  2.5616  0
2.714  2.3185  1897.88  96.2064  205.18  0.38  0.4  53  2.5616  0
2.763  2.4473  1994.51  89.8876  3.913  0.36  0.4  53  2.5616  0
2.812  2.4473  1939.5  96.0239  203.536  0.38  0.4  53  2.5616  0
2.86  2.4473  1986.55  90.0024  0.084  0.36  0.4  53  2.5616  0
2.909  2.57611  1928.42  94.7632  160.132  0.38  0.4  53  2.5616  0
2.958  2.57611  1920.45  96.0333  201.85  0.38  0.4  53  2.5616  0
3.007  2.57611  1885.82  95.2638  173.008  0.39  0.4  53  2.5616  0
3.055  2.70491  1942.83  95.0618  171.417  0.37  0.4  53  2.5616  0
3.104  2.70491  1907.55  96.2954  209.17  0.38  0.4  53  2.5616  0
3.153  2.70491  1896.55  94.9616  164.029  0.38  0.4  53  2.5616  0
3.202  2.83372  2015.61  89.7193  9.873  0.36  0.4  53  2.5616  0
3.25  2.83372  1882.3  95.1661  169.49  0.39  0.4  53  2.5616  0
3.299  2.83372  1993.39  89.9314  2.385  0.36  0.4  53  2.5616  0
3.348  2.96252  1933.67  94.8496  163.472  0.38  0.4  53  2.5616  0
